,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
779,,EUR,2018-08-20 05:00:00,,,Low,German Buba Monthly Report,,,34
780,,CAD,2018-08-20 08:15:00,,,Medium,Gov Council Member Wilkins Speaks,,,34
781,0.2%,AUD,2018-08-20 09:30:00,,,Low,CB Leading Index m/m,0.0%,worse,34
782,,USD,2018-08-20 10:00:00,,,Medium,FOMC Member Bostic Speaks,,,34
783,,EUR,2018-08-20 11:00:00,,,Medium,German Buba President Weidmann Speaks,,,34
784,,AUD,2018-08-20 17:00:00,,,High,RBA Gov Lowe Speaks,,,34
785,0.6%,NZD,2018-08-20 17:45:00,,,Low,Visitor Arrivals m/m,-3.6%,,34
786,,AUD,2018-08-20 20:30:00,,,High,Monetary Policy Meeting Minutes,,,34
787,3.2%,NZD,2018-08-20 22:00:00,,,Low,Credit Card Spending y/y,5.8%,,34
788,2.26B,CHF,2018-08-21 01:00:00,2.85B,worse,Low,Trade Balance,2.56B,,34
789,-2.9B,GBP,2018-08-21 03:30:00,-2.1B,better,Medium,Public Sector Net Borrowing,3.3B,better,34
790,7,GBP,2018-08-21 05:00:00,10,worse,Low,CBI Industrial Order Expectations,11,,34
791,-0.8%,CAD,2018-08-21 07:30:00,0.7%,worse,Low,Wholesale Sales m/m,0.9%,worse,34
792,-3.6%,NZD,2018-08-21 09:16:00,,,Medium,GDT Price Index,0.0%,,34
793,1.1%,NZD,2018-08-21 17:45:00,0.4%,better,High,Retail Sales q/q,0.3%,,34
794,1.4%,NZD,2018-08-21 17:45:00,0.8%,better,Medium,Core Retail Sales q/q,0.6%,,34
795,0.0%,AUD,2018-08-21 19:30:00,,,Low,MI Leading Index m/m,0.1%,better,34
796,1.6%,AUD,2018-08-21 20:30:00,0.7%,better,Medium,Construction Work Done q/q,2.4%,better,34
797,,AUD,2018-08-21 22:10:00,,,Medium,RBA Assist Gov Debelle Speaks,,,34
798,-0.8%,JPY,2018-08-21 23:30:00,-0.7%,,Low,All Industries Activity m/m,0.1%,,34
799,0.33|1.2,EUR,2018-08-22 04:35:00,,,Low,German 10-y Bond Auction,0.47|1.8,,34
800,-0.1%,CAD,2018-08-22 07:30:00,-0.1%,,High,Core Retail Sales m/m,1.4%,,34
801,-0.2%,CAD,2018-08-22 07:30:00,-0.1%,worse,Medium,Retail Sales m/m,2.0%,,34
802,5.34M,USD,2018-08-22 09:00:00,5.40M,worse,Medium,Existing Home Sales,5.38M,,34
803,-5.8M,USD,2018-08-22 09:30:00,-1.6M,,High,Crude Oil Inventories,6.8M,,34
804,,USD,2018-08-22 13:00:00,,,High,FOMC Meeting Minutes,,,34
805,52.5,JPY,2018-08-22 19:30:00,52.4,,Low,Flash Manufacturing PMI,52.3,better,34
806,53.7,EUR,2018-08-23 02:15:00,53.5,,Medium,French Flash Manufacturing PMI,53.3,,34
807,55.7,EUR,2018-08-23 02:15:00,55.1,better,Medium,French Flash Services PMI,54.9,worse,34
808,,EUR,2018-08-23 02:30:00,,,Medium,German Buba President Weidmann Speaks,,,34
809,56.1,EUR,2018-08-23 02:30:00,56.5,worse,Medium,German Flash Manufacturing PMI,56.9,worse,34
810,55.2,EUR,2018-08-23 02:30:00,54.3,better,Medium,German Flash Services PMI,54.1,,34
811,54.6,EUR,2018-08-23 03:00:00,55.1,worse,Medium,Flash Manufacturing PMI,55.1,,34
812,54.4,EUR,2018-08-23 03:00:00,54.4,,Medium,Flash Services PMI,54.2,,34
813,29,GBP,2018-08-23 05:00:00,13,better,Low,CBI Realized Sales,20,,34
814,,EUR,2018-08-23 06:30:00,,,Medium,ECB Monetary Policy Meeting Accounts,,,34
815,1.0%,CAD,2018-08-23 07:30:00,,,Low,Corporate Profits q/q,2.7%,,34
816,210K,USD,2018-08-23 07:30:00,215K,better,Low,Unemployment Claims,212K,,34
817,1.1%,CNY,2018-08-23 08:00:00,,,Low,CB Leading Index m/m,0.9%,better,34
818,0.2%,USD,2018-08-23 08:00:00,0.3%,worse,Low,HPI m/m,0.4%,better,34
819,54.5,USD,2018-08-23 08:45:00,55.1,worse,Low,Flash Manufacturing PMI,55.3,,34
820,55.2,USD,2018-08-23 08:45:00,55.9,worse,Low,Flash Services PMI,56.0,,34
821,-2,EUR,2018-08-23 09:00:00,-1,worse,Low,Consumer Confidence,-1,,34
822,627K,USD,2018-08-23 09:00:00,643K,worse,Low,New Home Sales,638K,better,34
823,48B,USD,2018-08-23 09:30:00,47B,,Low,Natural Gas Storage,33B,,34
824,,All,2018-08-23 00:00:00,,,Medium,Jackson Hole Symposium,,,34
825,-143M,NZD,2018-08-23 17:45:00,-400M,better,Medium,Trade Balance,-288M,worse,34
826,0.8%,JPY,2018-08-23 18:30:00,0.9%,worse,Low,National Core CPI y/y,0.8%,,34
827,1.1%,JPY,2018-08-23 18:50:00,1.2%,worse,Low,SPPI y/y,1.1%,worse,34
828,0.5%,EUR,2018-08-24 01:00:00,0.5%,,Low,German Final GDP q/q,0.5%,,34
829,39.6K,GBP,2018-08-24 03:30:00,40.6K,worse,Low,High Street Lending,40.3K,,34
830,0.2%,USD,2018-08-24 07:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,0.2%,worse,34
831,-1.7%,USD,2018-08-24 07:30:00,-0.7%,worse,Medium,Durable Goods Orders m/m,0.8%,worse,34
832,-0.3,EUR,2018-08-24 07:59:00,-0.5,,Low,Belgian NBB Business Climate,-1.3,,34
833,,USD,2018-08-24 09:00:00,,,High,Fed Chair Powell Speaks,,,34
834,,All,2018-08-24 00:00:00,,,Medium,Jackson Hole Symposium,,,34
835,,GBP,2018-08-24 11:55:00,,,Medium,MPC Member Haldane Speaks,,,34
836,,CAD,2018-08-24 15:15:00,,,High,BOC Gov Poloz Speaks,,,34
837,,All,2018-08-25 00:00:00,,,Medium,Jackson Hole Symposium,,,34
838,,CAD,2018-08-25 11:25:00,,,High,BOC Gov Poloz Speaks,,,34
839,0.7%,NZD,2018-08-12 17:45:00,,,Low,FPI m/m,0.5%,,33
840,8.5%,CNY,2018-08-13 06:26:00,8.2%,better,Low,M2 Money Supply y/y,8.0%,,33
841,1450B,CNY,2018-08-13 06:27:00,1210B,better,Low,New Loans,1840B,,33
842,7,AUD,2018-08-13 20:30:00,,,Medium,NAB Business Confidence,6,,33
843,5.5%,CNY,2018-08-13 20:59:00,6.0%,worse,Medium,Fixed Asset Investment ytd/y,6.0%,,33
844,6.0%,CNY,2018-08-13 20:59:00,6.3%,worse,Medium,Industrial Production y/y,6.0%,,33
845,8.8%,CNY,2018-08-13 21:00:00,9.2%,worse,Low,Retail Sales y/y,9.0%,,33
846,5.1%,CNY,2018-08-13 21:00:00,,,Low,Unemployment Rate,4.8%,,33
847,-1.8%,JPY,2018-08-13 23:30:00,-2.1%,better,Low,Revised Industrial Production m/m,-2.1%,,33
848,0.5%,EUR,2018-08-14 01:00:00,0.4%,better,Medium,German Prelim GDP q/q,0.4%,better,33
849,0.3%,EUR,2018-08-14 01:00:00,0.3%,,Low,German Final CPI m/m,0.3%,,33
850,-0.1%,EUR,2018-08-14 01:45:00,-0.1%,,Low,French Final CPI m/m,-0.1%,,33
851,0.1%,CHF,2018-08-14 02:15:00,0.3%,worse,Low,PPI m/m,0.2%,,33
852,2.4%,GBP,2018-08-14 03:30:00,2.5%,worse,High,Average Earnings Index 3m/y,2.5%,,33
853,6.2K,GBP,2018-08-14 03:30:00,2.3K,worse,Medium,Claimant Count Change,9.0K,worse,33
854,4.0%,GBP,2018-08-14 03:30:00,4.2%,better,Medium,Unemployment Rate,4.2%,,33
855,0.4%,EUR,2018-08-14 04:00:00,0.3%,better,Medium,Flash GDP q/q,0.3%,,33
856,-13.7,EUR,2018-08-14 04:00:00,-20.1,better,Medium,German ZEW Economic Sentiment,-24.7,,33
857,-0.7%,EUR,2018-08-14 04:00:00,-0.3%,worse,Low,Industrial Production m/m,1.4%,better,33
858,-11.1,EUR,2018-08-14 04:00:00,-16.4,better,Low,ZEW Economic Sentiment,-18.7,,33
859,107.9,USD,2018-08-14 05:00:00,106.9,better,Low,NFIB Small Business Index,107.2,,33
860,0.0%,USD,2018-08-14 07:30:00,0.1%,,Low,Import Prices m/m,-0.1%,better,33
861,-2.3%,AUD,2018-08-14 19:30:00,,,Low,Westpac Consumer Sentiment,3.9%,,33
862,0.6%,AUD,2018-08-14 20:30:00,0.6%,,High,Wage Price Index q/q,0.5%,,33
863,,EUR,2018-08-15 00:00:00,,,Non-Economic,French Bank Holiday,,,33
864,,EUR,2018-08-15 00:00:00,,,Non-Economic,Italian Bank Holiday,,,33
865,2.5%,GBP,2018-08-15 03:30:00,2.5%,,High,CPI y/y,2.4%,,33
866,0.5%,GBP,2018-08-15 03:30:00,0.1%,better,Medium,PPI Input m/m,0.3%,,33
867,3.2%,GBP,2018-08-15 03:30:00,3.4%,worse,Medium,RPI y/y,3.4%,,33
868,1.9%,GBP,2018-08-15 03:30:00,1.9%,,Low,Core CPI y/y,1.9%,,33
869,3.0%,GBP,2018-08-15 03:30:00,2.7%,better,Low,HPI y/y,3.5%,better,33
870,0.0%,GBP,2018-08-15 03:30:00,0.1%,,Low,PPI Output m/m,0.3%,better,33
871,0.94|1.6,EUR,2018-08-15 04:32:00,,,Low,German 30-y Bond Auction,1.02|1.7,,33
872,0.6%,USD,2018-08-15 07:30:00,0.3%,better,High,Core Retail Sales m/m,0.2%,worse,33
873,0.5%,USD,2018-08-15 07:30:00,0.1%,better,High,Retail Sales m/m,0.2%,worse,33
874,25.6,USD,2018-08-15 07:30:00,20.1,better,Medium,Empire State Manufacturing Index,22.6,,33
875,2.9%,USD,2018-08-15 07:30:00,2.4%,worse,Low,Prelim Nonfarm Productivity q/q,0.4%,better,33
876,-0.9%,USD,2018-08-15 07:30:00,-0.1%,worse,Low,Prelim Unit Labor Costs q/q,2.9%,better,33
877,78.1%,USD,2018-08-15 08:15:00,78.2%,,Low,Capacity Utilization Rate,78.1%,,33
878,0.1%,USD,2018-08-15 08:15:00,0.3%,worse,Low,Industrial Production m/m,1.0%,better,33
879,0.1%,USD,2018-08-15 09:00:00,0.2%,better,Low,Business Inventories m/m,0.3%,better,33
880,67,USD,2018-08-15 09:00:00,67,,Low,NAHB Housing Market Index,68,,33
881,6.8M,USD,2018-08-15 09:30:00,-2.6M,,High,Crude Oil Inventories,-1.4M,,33
882,-36.5B,USD,2018-08-15 15:00:00,32.3B,worse,Low,TIC Long-Term Purchases,45.5B,,33
883,-0.05T,JPY,2018-08-15 18:50:00,0.02T,worse,Low,Trade Balance,0.08T,,33
884,4.0%,AUD,2018-08-15 20:00:00,,,Low,MI Inflation Expectations,3.9%,,33
885,-3.9K,AUD,2018-08-15 20:30:00,15.0K,worse,High,Employment Change,58.2K,better,33
886,5.3%,AUD,2018-08-15 20:30:00,5.4%,better,High,Unemployment Rate,5.4%,,33
887,0.0%,EUR,2018-08-16 01:00:00,0.5%,worse,Low,German WPI m/m,0.5%,,33
888,2.3%,CNY,2018-08-16 01:10:00,,,Low,Foreign Direct Investment ytd/y,1.1%,,33
889,0.7%,GBP,2018-08-16 03:30:00,0.2%,better,High,Retail Sales m/m,-0.5%,,33
890,16.7B,EUR,2018-08-16 04:00:00,17.0B,worse,Low,Trade Balance,16.9B,,33
891,1.1%,CAD,2018-08-16 07:30:00,1.0%,,Medium,Manufacturing Sales m/m,1.5%,,33
892,11.6K,CAD,2018-08-16 07:30:00,,,Low,ADP Non-Farm Employment Change,22.0K,better,33
893,1.31M,USD,2018-08-16 07:30:00,1.31M,,Medium,Building Permits,1.29M,,33
894,1.17M,USD,2018-08-16 07:30:00,1.27M,worse,Medium,Housing Starts,1.16M,,33
895,11.9,USD,2018-08-16 07:30:00,21.9,worse,Medium,Philly Fed Manufacturing Index,25.7,,33
896,212K,USD,2018-08-16 07:30:00,215K,,Low,Unemployment Claims,214K,,33
897,-0.2%,GBP,2018-08-16 08:30:00,,,Low,CB Leading Index m/m,0.0%,,33
898,4.36%,USD,2018-08-16 09:00:00,,,Low,Mortgage Delinquencies,4.63%,,33
899,33B,USD,2018-08-16 09:30:00,30B,,Low,Natural Gas Storage,46B,,33
900,1.0%,NZD,2018-08-16 17:45:00,0.2%,better,Medium,PPI Input q/q,0.6%,,33
901,0.9%,NZD,2018-08-16 17:45:00,0.1%,better,Low,PPI Output q/q,0.2%,,33
902,,AUD,2018-08-16 18:34:00,,,High,RBA Gov Lowe Speaks,,,33
903,,AUD,2018-08-17 02:30:00,,,Medium,RBA Assist Gov Ellis Speaks,,,33
904,23.5B,EUR,2018-08-17 03:00:00,23.2B,better,Low,Current Account,24.4B,better,33
905,2.1%,EUR,2018-08-17 04:00:00,2.1%,,Medium,Final CPI y/y,2.1%,,33
906,1.1%,EUR,2018-08-17 04:00:00,1.1%,,Low,Final Core CPI y/y,1.1%,,33
907,0.5%,CAD,2018-08-17 07:30:00,0.1%,better,High,CPI m/m,0.1%,,33
908,1.9%,CAD,2018-08-17 07:30:00,,,Medium,Common CPI y/y,1.9%,,33
909,11.55B,CAD,2018-08-17 07:30:00,4.91B,better,Medium,Foreign Securities Purchases,3.01B,better,33
910,2.0%,CAD,2018-08-17 07:30:00,,,Medium,Median CPI y/y,2.0%,,33
911,2.1%,CAD,2018-08-17 07:30:00,,,Medium,Trimmed CPI y/y,2.0%,,33
912,0.2%,CAD,2018-08-17 07:32:00,,,Low,Core CPI m/m,0.1%,,33
913,95.3,USD,2018-08-17 09:00:00,98.1,worse,Medium,Prelim UoM Consumer Sentiment,97.9,better,33
914,0.6%,USD,2018-08-17 09:00:00,0.4%,better,Low,CB Leading Index m/m,0.5%,,33
915,2.9%,USD,2018-08-17 09:00:00,,,Low,Prelim UoM Inflation Expectations,2.9%,,33
916,,AUD,2018-08-05 00:00:00,,,Non-Economic,Bank Holiday,,,32
917,0.1%,AUD,2018-08-05 20:00:00,,,Low,MI Inflation Gauge m/m,0.0%,,32
918,-3.2%,NZD,2018-08-05 20:00:00,,,Low,ANZ Commodity Prices m/m,-0.9%,,32
919,1.5%,AUD,2018-08-05 20:30:00,,,Low,ANZ Job Advertisements m/m,-1.7%,,32
920,-4.0%,EUR,2018-08-06 01:00:00,-0.3%,worse,Low,German Factory Orders m/m,2.6%,,32
921,14.7,EUR,2018-08-06 03:30:00,12.8,better,Low,Sentix Investor Confidence,12.1,,32
922,,CAD,2018-08-06 00:00:00,,,Non-Economic,Bank Holiday,,,32
923,,USD,2018-08-06 13:00:00,,,Low,Loan Officer Survey,,,32
924,52.0,AUD,2018-08-06 17:30:00,,,Low,AIG Construction Index,50.6,,32
925,0.5%,GBP,2018-08-06 18:01:00,1.3%,worse,Low,BRC Retail Sales Monitor y/y,1.1%,,32
926,-1.2%,JPY,2018-08-06 18:30:00,-1.2%,,Low,Household Spending y/y,-3.9%,,32
927,3.6%,JPY,2018-08-06 19:00:00,1.7%,better,Low,Average Cash Earnings y/y,2.1%,,32
928,,AUD,2018-08-06 23:30:00,,,High,RBA Rate Statement,,,32
929,1.50%,AUD,2018-08-06 23:30:00,1.50%,,Medium,Cash Rate,1.50%,,32
930,105.2%,JPY,2018-08-07 00:00:00,105.4%,,Low,Leading Indicators,106.9%,,32
931,-0.9%,EUR,2018-08-07 01:00:00,-0.5%,worse,Low,German Industrial Production m/m,2.4%,worse,32
932,19.3B,EUR,2018-08-07 01:00:00,21.4B,worse,Low,German Trade Balance,20.4B,,32
933,-6.2B,EUR,2018-08-07 01:45:00,-5.6B,worse,Low,French Trade Balance,-6.0B,,32
934,750B,CHF,2018-08-07 02:00:00,,,Low,Foreign Currency Reserves,748B,,32
935,1.4%,GBP,2018-08-07 02:30:00,0.2%,better,Medium,Halifax HPI m/m,0.9%,better,32
936,61.8,CAD,2018-08-07 09:00:00,64.2,worse,Medium,Ivey PMI,63.1,,32
937,6.66M,USD,2018-08-07 09:00:00,6.74M,worse,Low,JOLTS Job Openings,6.66M,,32
938,58.0,USD,2018-08-07 09:01:00,57.2,better,Low,IBD/TIPP Economic Optimism,56.4,,32
939,0.0%,NZD,2018-08-07 09:15:00,,,Medium,GDT Price Index,-1.7%,,32
940,10.2B,USD,2018-08-07 14:00:00,16.2B,worse,Low,Consumer Credit m/m,24.3B,worse,32
941,,JPY,2018-08-07 18:50:00,,,Low,BOJ Summary of Opinions,,,32
942,2.0%,JPY,2018-08-07 18:50:00,2.3%,worse,Low,Bank Lending y/y,2.2%,,32
943,1.76T,JPY,2018-08-07 18:50:00,1.84T,worse,Low,Current Account,1.85T,,32
944,-1.1%,AUD,2018-08-07 20:30:00,0.1%,worse,Low,Home Loans m/m,1.0%,,32
945,2.0%,NZD,2018-08-07 22:00:00,,,High,Inflation Expectations q/q,2.0%,,32
946,,AUD,2018-08-07 22:01:00,,,High,RBA Gov Lowe Speaks,,,32
947,177B,CNY,2018-08-07 22:05:00,229B,worse,Medium,Trade Balance,262B,,32
948,28.1B,CNY,2018-08-07 22:14:00,39.1B,worse,Low,USD-Denominated Trade Balance,41.6B,,32
949,46.6,JPY,2018-08-08 00:02:00,47.8,worse,Low,Economy Watchers Sentiment,48.1,,32
950,1.46|2.2,GBP,2018-08-08 04:36:00,,,Low,10-y Bond Auction,1.43|2.3,,32
951,-2.3%,CAD,2018-08-08 07:30:00,-0.1%,worse,Low,Building Permits m/m,4.8%,,32
952,,USD,2018-08-08 07:45:00,,,Medium,FOMC Member Barkin Speaks,,,32
953,-1.4M,USD,2018-08-08 09:30:00,-2.8M,,High,Crude Oil Inventories,3.8M,,32
954,2.96|2.5,USD,2018-08-08 12:01:00,,,Low,10-y Bond Auction,2.86|2.6,,32
955,1.75%,NZD,2018-08-08 16:00:00,1.75%,,High,Official Cash Rate,1.75%,,32
956,,NZD,2018-08-08 16:00:00,,,High,RBNZ Monetary Policy Statement,,,32
957,,NZD,2018-08-08 16:00:00,,,High,RBNZ Rate Statement,,,32
958,,NZD,2018-08-08 17:00:00,,,High,RBNZ Press Conference,,,32
959,4%,GBP,2018-08-08 18:01:00,4%,,Low,RICS House Price Balance,3%,better,32
960,-8.8%,JPY,2018-08-08 18:50:00,-1.2%,worse,Low,Core Machinery Orders m/m,-3.7%,,32
961,3.0%,JPY,2018-08-08 18:50:00,3.1%,worse,Low,M2 Money Stock y/y,3.1%,worse,32
962,2.1%,CNY,2018-08-08 20:29:00,2.0%,better,Medium,CPI y/y,1.9%,,32
963,4.6%,CNY,2018-08-08 20:29:00,4.4%,better,Low,PPI y/y,4.7%,,32
964,0.85|4.7,JPY,2018-08-08 22:35:00,,,Low,30-y Bond Auction,0.70|5.0,,32
965,2.6%,CHF,2018-08-09 00:45:00,2.6%,,Low,Unemployment Rate,2.6%,,32
966,13.0%,JPY,2018-08-09 00:58:00,,,Low,Prelim Machine Tool Orders y/y,11.4%,,32
967,,EUR,2018-08-09 03:00:00,,,Low,ECB Economic Bulletin,,,32
968,206K,CAD,2018-08-09 07:13:00,220K,worse,Low,Housing Starts,246K,,32
969,0.1%,CAD,2018-08-09 07:30:00,0.0%,better,Medium,NHPI m/m,0.0%,,32
970,0.0%,USD,2018-08-09 07:30:00,0.2%,worse,High,PPI m/m,0.3%,,32
971,0.1%,USD,2018-08-09 07:30:00,0.2%,worse,Medium,Core PPI m/m,0.3%,,32
972,213K,USD,2018-08-09 07:30:00,220K,better,Medium,Unemployment Claims,219K,,32
973,0.1%,USD,2018-08-09 09:00:00,0.0%,worse,Low,Final Wholesale Inventories m/m,0.0%,,32
974,46B,USD,2018-08-09 09:30:00,49B,,Low,Natural Gas Storage,35B,,32
975,3.09|2.3,USD,2018-08-09 12:01:00,,,Low,30-y Bond Auction,2.96|2.3,,32
976,51.2,NZD,2018-08-09 17:30:00,,,Medium,Business NZ Manufacturing Index,52.7,,32
977,0.5%,JPY,2018-08-09 18:50:00,0.3%,better,Medium,Prelim GDP q/q,-0.2%,,32
978,3.1%,JPY,2018-08-09 18:50:00,2.9%,better,Low,PPI y/y,2.8%,,32
979,0.1%,JPY,2018-08-09 18:50:00,0.0%,better,Low,Prelim GDP Price Index y/y,0.5%,,32
980,,AUD,2018-08-09 20:30:00,,,High,RBA Monetary Policy Statement,,,32
981,-0.5%,JPY,2018-08-09 23:30:00,-0.2%,worse,Low,Tertiary Industry Activity m/m,0.2%,,32
982,0.6%,EUR,2018-08-10 01:45:00,0.5%,better,Low,French Industrial Production m/m,-0.2%,,32
983,0.2%,EUR,2018-08-10 01:45:00,0.3%,worse,Low,French Prelim Private Payrolls q/q,0.2%,worse,32
984,5.07B,EUR,2018-08-10 03:03:00,3.41B,better,Low,Italian Trade Balance,3.37B,,32
985,0.1%,GBP,2018-08-10 03:30:00,0.2%,worse,High,GDP m/m,0.3%,,32
986,0.4%,GBP,2018-08-10 03:30:00,0.3%,better,High,Manufacturing Production m/m,0.6%,better,32
987,0.4%,GBP,2018-08-10 03:30:00,0.4%,,High,Prelim GDP q/q,0.2%,better,32
988,-11.4B,GBP,2018-08-10 03:30:00,-12.0B,better,Medium,Goods Trade Balance,-12.5B,,32
989,0.5%,GBP,2018-08-10 03:30:00,0.3%,better,Medium,Prelim Business Investment q/q,-0.4%,worse,32
990,1.4%,GBP,2018-08-10 03:30:00,-0.2%,better,Low,Construction Output m/m,2.9%,,32
991,0.5%,GBP,2018-08-10 03:30:00,0.6%,worse,Low,Index of Services 3m/3m,0.4%,,32
992,0.4%,GBP,2018-08-10 03:30:00,0.4%,,Low,Industrial Production m/m,-0.2%,better,32
993,54.1K,CAD,2018-08-10 07:30:00,17.0K,better,High,Employment Change,31.8K,,32
994,5.8%,CAD,2018-08-10 07:30:00,5.9%,better,High,Unemployment Rate,6.0%,,32
995,0.2%,USD,2018-08-10 07:30:00,0.2%,,High,CPI m/m,0.1%,,32
996,0.2%,USD,2018-08-10 07:30:00,0.2%,,High,Core CPI m/m,0.2%,,32
997,0.5%,GBP,2018-08-10 08:06:00,,,Low,NIESR GDP Estimate,0.4%,,32
998,-76.9B,USD,2018-08-10 13:00:00,-76.5B,,Low,Federal Budget Balance,-74.9B,,32
999,1.8%,JPY,2018-07-29 18:50:00,1.7%,,Low,Retail Sales y/y,0.6%,,31
1000,2.2%,AUD,2018-07-29 20:28:00,,,Low,HIA New Home Sales m/m,-4.4%,,31
1001,0.3%,EUR,2018-07-30 00:00:00,0.4%,worse,Medium,German Prelim CPI m/m,0.1%,,31
1002,101.1,CHF,2018-07-30 02:00:00,101.6,worse,Medium,KOF Economic Barometer,101.3,worse,31
1003,2.2%,EUR,2018-07-30 02:00:00,2.3%,worse,Medium,Spanish Flash CPI y/y,2.3%,,31
1004,5.4B,GBP,2018-07-30 03:30:00,5.3B,,Medium,Net Lending to Individuals m/m,5.3B,,31
1005,-0.3%,GBP,2018-07-30 03:30:00,0.6%,worse,Low,M4 Money Supply m/m,0.4%,,31
1006,66K,GBP,2018-07-30 03:30:00,66K,,Low,Mortgage Approvals,65K,,31
1007,2.87|1.4,EUR,2018-07-30 04:15:00,,,Low,Italian 10-y Bond Auction,2.77|1.3,,31
1008,0.9%,USD,2018-07-30 09:00:00,0.4%,better,Low,Pending Home Sales m/m,-0.5%,,31
1009,-7.6%,NZD,2018-07-30 17:45:00,,,Low,Building Consents m/m,6.9%,,31
1010,-10,GBP,2018-07-30 18:01:00,-9,worse,Low,GfK Consumer Confidence,-9,,31
1011,2.4%,JPY,2018-07-30 18:30:00,2.3%,worse,Low,Unemployment Rate,2.2%,,31
1012,-2.1%,JPY,2018-07-30 18:50:00,-0.3%,worse,Low,Prelim Industrial Production m/m,-0.2%,,31
1013,54.0,CNY,2018-07-30 19:20:00,55.0,worse,Medium,Non-Manufacturing PMI,55.0,,31
1014,51.2,CNY,2018-07-30 19:59:00,51.4,,Medium,Manufacturing PMI,51.5,,31
1015,-44.9,NZD,2018-07-30 20:00:00,,,High,ANZ Business Confidence,-39.0,,31
1016,6.4%,AUD,2018-07-30 20:30:00,1.1%,better,Medium,Building Approvals m/m,-2.5%,better,31
1017,0.3%,AUD,2018-07-30 20:30:00,0.3%,,Low,Private Sector Credit m/m,0.2%,,31
1018,,JPY,2018-07-30 23:03:00,,,High,BOJ Outlook Report,,,31
1019,,JPY,2018-07-30 23:03:00,,,High,Monetary Policy Statement,,,31
1020,-0.10%,JPY,2018-07-30 23:03:00,-0.10%,,Medium,BOJ Policy Rate,-0.10%,,31
1021,-7.1%,JPY,2018-07-31 00:00:00,-2.5%,worse,Low,Housing Starts y/y,1.3%,,31
1022,43.5,JPY,2018-07-31 00:04:00,43.9,worse,Low,Consumer Confidence,43.7,,31
1023,1.2%,EUR,2018-07-31 01:00:00,1.1%,,Medium,German Retail Sales m/m,-2.1%,,31
1024,,JPY,2018-07-31 01:29:00,,,High,BOJ Press Conference,,,31
1025,-0.1%,EUR,2018-07-31 01:45:00,-0.3%,better,Low,French Prelim CPI m/m,0.0%,worse,31
1026,0.6%,EUR,2018-07-31 02:00:00,0.7%,worse,Medium,Spanish Flash GDP q/q,0.7%,,31
1027,-6K,EUR,2018-07-31 02:55:00,-10K,worse,Low,German Unemployment Change,-14K,,31
1028,10.9%,EUR,2018-07-31 03:00:00,10.8%,worse,Low,Italian Monthly Unemployment Rate,10.7%,,31
1029,2.1%,EUR,2018-07-31 04:00:00,2.0%,better,Medium,CPI Flash Estimate y/y,2.0%,,31
1030,1.1%,EUR,2018-07-31 04:00:00,1.0%,better,Medium,Core CPI Flash Estimate y/y,0.9%,worse,31
1031,0.3%,EUR,2018-07-31 04:00:00,0.4%,worse,Medium,Prelim Flash GDP q/q,0.4%,,31
1032,0.3%,EUR,2018-07-31 04:00:00,0.2%,better,Low,Italian Prelim CPI m/m,0.2%,worse,31
1033,8.3%,EUR,2018-07-31 04:00:00,8.3%,,Low,Unemployment Rate,8.3%,better,31
1034,0.2%,EUR,2018-07-31 05:00:00,0.2%,,Low,Italian Prelim GDP q/q,0.3%,,31
1035,0.5%,CAD,2018-07-31 07:30:00,0.3%,better,High,GDP m/m,0.1%,,31
1036,0.5%,CAD,2018-07-31 07:30:00,2.7%,worse,Medium,RMPI m/m,3.8%,,31
1037,0.5%,CAD,2018-07-31 07:30:00,0.3%,better,Low,IPPI m/m,1.2%,better,31
1038,0.1%,USD,2018-07-31 07:30:00,0.1%,,Medium,Core PCE Price Index m/m,0.2%,,31
1039,0.6%,USD,2018-07-31 07:30:00,0.7%,worse,Medium,Employment Cost Index q/q,0.8%,,31
1040,0.4%,USD,2018-07-31 07:30:00,0.4%,,Medium,Personal Spending m/m,0.5%,better,31
1041,0.4%,USD,2018-07-31 07:30:00,0.4%,,Low,Personal Income m/m,0.4%,,31
1042,6.5%,USD,2018-07-31 08:00:00,6.4%,,Low,S&P/CS Composite-20 HPI y/y,6.7%,,31
1043,65.5,USD,2018-07-31 08:45:00,61.9,better,Medium,Chicago PMI,64.1,,31
1044,127.4,USD,2018-07-31 09:00:00,126.5,better,High,CB Consumer Confidence,127.1,better,31
1045,52.0,AUD,2018-07-31 17:30:00,,,Low,AIG Manufacturing Index,57.4,,31
1046,0.5%,NZD,2018-07-31 17:45:00,0.4%,better,High,Employment Change q/q,0.6%,,31
1047,4.5%,NZD,2018-07-31 17:45:00,4.4%,worse,High,Unemployment Rate,4.4%,,31
1048,0.6%,NZD,2018-07-31 17:45:00,0.6%,,Low,Labor Cost Index q/q,0.3%,,31
1049,-0.3%,GBP,2018-07-31 18:01:00,,,Low,BRC Shop Price Index y/y,-0.5%,,31
1050,52.3,JPY,2018-07-31 19:30:00,51.6,better,Low,Final Manufacturing PMI,51.6,,31
1051,50.8,CNY,2018-07-31 20:45:00,50.9,,Low,Caixin Manufacturing PMI,51.0,,31
1052,,CHF,2018-08-01 00:00:00,,,Non-Economic,Bank Holiday,,,31
