,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
1079,15.6%,JPY,2017-10-02 18:50:00,17.2%,worse,Low,Monetary Base y/y,16.3%,,40
1080,9.1%,AUD,2017-10-02 19:00:00,,,Low,HIA New Home Sales m/m,-3.7%,,40
1081,,CNY,2017-10-02 00:00:00,,,Non-Economic,Bank Holiday,,,40
1082,0.4%,AUD,2017-10-02 19:30:00,1.1%,worse,Medium,Building Approvals m/m,-1.2%,better,40
1083,0.0%,AUD,2017-10-02 19:30:00,,,Low,ANZ Job Advertisements m/m,1.7%,worse,40
1084,,AUD,2017-10-02 22:30:00,,,High,RBA Rate Statement,,,40
1085,1.50%,AUD,2017-10-02 22:30:00,1.50%,,Medium,Cash Rate,1.50%,,40
1086,0.08|4.1,JPY,2017-10-02 22:45:00,,,Low,10-y Bond Auction,0.01|4.0,,40
1087,0.6%,JPY,2017-10-03 00:00:00,0.4%,better,Low,BOJ Core CPI y/y,0.4%,,40
1088,43.9,JPY,2017-10-03 00:00:00,43.5,better,Low,Consumer Confidence,43.3,,40
1089,18.3%,AUD,2017-10-03 00:30:00,,,Low,Commodity Prices y/y,20.8%,better,40
1090,27.9K,EUR,2017-10-03 02:00:00,21.3K,worse,Medium,Spanish Unemployment Change,46.4K,,40
1091,,EUR,2017-10-03 00:00:00,,,Non-Economic,German Bank Holiday,,,40
1092,48.1,GBP,2017-10-03 03:30:00,51.1,worse,High,Construction PMI,51.1,,40
1093,,GBP,2017-10-03 03:30:00,,,Low,FPC Meeting Minutes,,,40
1094,0.3%,EUR,2017-10-03 04:00:00,0.1%,better,Low,PPI m/m,0.0%,,40
1095,,USD,2017-10-03 07:30:00,,,Medium,FOMC Member Powell Speaks,,,40
1096,-2.4%,NZD,2017-10-03 09:27:00,,,Medium,GDT Price Index,0.9%,,40
1097,,CAD,2017-10-03 11:30:00,,,Low,Gov Council Member Leduc Speaks,,,40
1098,18.6M,USD,2017-10-03 00:00:00,16.9M,better,Low,Total Vehicle Sales,16.1M,,40
1099,52.1,AUD,2017-10-03 17:30:00,,,Low,AIG Services Index,53.0,,40
1100,-0.1%,GBP,2017-10-03 18:01:00,,,Low,BRC Shop Price Index y/y,-0.3%,,40
1101,0.8%,NZD,2017-10-03 19:00:00,,,Low,ANZ Commodity Prices m/m,-0.8%,,40
1102,,CNY,2017-10-03 00:00:00,,,Non-Economic,Bank Holiday,,,40
1103,56.7,EUR,2017-10-04 02:15:00,55.5,better,Low,Spanish Services PMI,56.0,,40
1104,53.2,EUR,2017-10-04 02:45:00,54.8,worse,Low,Italian Services PMI,55.1,,40
1105,57.0,EUR,2017-10-04 02:50:00,57.1,,Low,French Final Services PMI,57.1,,40
1106,55.6,EUR,2017-10-04 02:55:00,55.6,,Low,German Final Services PMI,55.6,,40
1107,55.8,EUR,2017-10-04 03:00:00,55.6,,Low,Final Services PMI,55.6,,40
1108,53.6,GBP,2017-10-04 03:30:00,53.2,better,High,Services PMI,53.2,,40
1109,-0.5%,EUR,2017-10-04 04:00:00,0.3%,worse,Low,Retail Sales m/m,-0.3%,,40
1110,0.44|1.6,EUR,2017-10-04 04:34:00,,,Low,German 10-y Bond Auction,0.39|1.6,,40
1111,135K,USD,2017-10-04 07:15:00,131K,,High,ADP Non-Farm Employment Change,228K,worse,40
1112,55.3,USD,2017-10-04 08:45:00,55.1,,Low,Final Services PMI,55.1,,40
1113,59.8,USD,2017-10-04 09:00:00,55.5,better,High,ISM Non-Manufacturing PMI,55.3,,40
1114,-6.0M,USD,2017-10-04 09:30:00,-0.5M,,High,Crude Oil Inventories,-1.8M,,40
1115,,EUR,2017-10-04 12:15:00,,,High,ECB President Draghi Speaks,,,40
1116,,USD,2017-10-04 14:15:00,,,High,Fed Chair Yellen Speaks,,,40
1117,,CNY,2017-10-04 00:00:00,,,Non-Economic,Bank Holiday,,,40
1118,-0.6%,AUD,2017-10-04 19:30:00,0.3%,worse,High,Retail Sales m/m,-0.2%,worse,40
1119,0.99B,AUD,2017-10-04 19:30:00,0.88B,better,High,Trade Balance,0.81B,better,40
1120,0.2%,CHF,2017-10-05 02:15:00,0.2%,,Low,CPI m/m,0.0%,,40
1121,52.3,EUR,2017-10-05 03:10:00,,,Low,Retail PMI,50.8,,40
1122,-4.1B,GBP,2017-10-05 03:30:00,-9.9B,better,Low,Housing Equity Withdrawal q/q,-5.2B,better,40
1123,1.87|2.5,EUR,2017-10-05 03:48:00,,,Low,Spanish 10-y Bond Auction,1.69|1.5,,40
1124,0.88|1.9,EUR,2017-10-05 04:03:00,,,Low,French 10-y Bond Auction,0.67|2.0,,40
1125,,EUR,2017-10-05 06:30:00,,,Medium,ECB Monetary Policy Meeting Accounts,,,40
1126,-27.0%,USD,2017-10-05 06:30:00,,,Low,Challenger Job Cuts y/y,5.1%,,40
1127,-3.4B,CAD,2017-10-05 07:30:00,-2.6B,worse,High,Trade Balance,-3.0B,,40
1128,260K,USD,2017-10-05 07:30:00,266K,better,High,Unemployment Claims,272K,,40
1129,-42.4B,USD,2017-10-05 07:30:00,-42.7B,,Medium,Trade Balance,-43.6B,,40
1130,,USD,2017-10-05 08:05:00,,,High,FOMC Member Powell Speaks,,,40
1131,,USD,2017-10-05 08:30:00,,,Medium,FOMC Member Harker Speaks,,,40
1132,1.2%,USD,2017-10-05 09:00:00,1.0%,better,Medium,Factory Orders m/m,-3.3%,,40
1133,,USD,2017-10-05 09:00:00,,,Low,Fed Gov Nomination Hearings,,,40
1134,42B,USD,2017-10-05 09:30:00,56B,,Low,Natural Gas Storage,58B,,40
1135,,GBP,2017-10-05 11:00:00,,,Medium,MPC Member McCafferty Speaks,,,40
1136,,GBP,2017-10-05 12:30:00,,,Medium,MPC Member Haldane Speaks,,,40
1137,54.7,AUD,2017-10-05 17:30:00,,,Low,AIG Construction Index,55.3,,40
1138,0.9%,JPY,2017-10-05 19:00:00,0.5%,better,Low,Average Cash Earnings y/y,-0.6%,worse,40
1139,,CNY,2017-10-05 00:00:00,,,Non-Economic,Bank Holiday,,,40
1140,106.8%,JPY,2017-10-06 00:00:00,107.2%,,Low,Leading Indicators,105.2%,,40
1141,3.6%,EUR,2017-10-06 01:00:00,0.7%,better,Low,German Factory Orders m/m,-0.4%,better,40
1142,-93.0B,EUR,2017-10-06 01:45:00,,,Low,French Gov Budget Balance,-83.8B,,40
1143,-4.5B,EUR,2017-10-06 01:45:00,-5.4B,better,Low,French Trade Balance,-5.8B,better,40
1144,724B,CHF,2017-10-06 02:00:00,,,Low,Foreign Currency Reserves,717B,,40
1145,0.8%,GBP,2017-10-06 02:30:00,0.0%,better,Medium,Halifax HPI m/m,1.5%,better,40
1146,-0.3%,EUR,2017-10-06 03:00:00,0.2%,worse,Low,Italian Retail Sales m/m,-0.4%,worse,40
1147,,GBP,2017-10-06 07:00:00,,,Medium,MPC Member Haldane Speaks,,,40
1148,10.0K,CAD,2017-10-06 07:30:00,13.9K,worse,High,Employment Change,22.2K,,40
1149,6.2%,CAD,2017-10-06 07:30:00,6.3%,better,High,Unemployment Rate,6.2%,,40
1150,0.5%,USD,2017-10-06 07:30:00,0.3%,better,High,Average Hourly Earnings m/m,0.2%,better,40
1151,-33K,USD,2017-10-06 07:30:00,82K,worse,High,Non-Farm Employment Change,169K,better,40
1152,4.2%,USD,2017-10-06 07:30:00,4.4%,better,High,Unemployment Rate,4.4%,,40
1153,59.6,CAD,2017-10-06 09:00:00,56.0,better,Medium,Ivey PMI,56.3,,40
1154,0.9%,USD,2017-10-06 09:00:00,1.0%,better,Low,Final Wholesale Inventories m/m,1.0%,,40
1155,,USD,2017-10-06 11:15:00,,,Medium,FOMC Member Dudley Speaks,,,40
1156,,USD,2017-10-06 11:45:00,,,Medium,FOMC Member Kaplan Speaks,,,40
1157,13.1B,USD,2017-10-06 14:00:00,15.8B,worse,Low,Consumer Credit m/m,17.7B,worse,40
1158,,EUR,2017-09-24 00:00:00,,,High,German Federal Elections,,,39
1159,52.6,JPY,2017-09-24 19:30:00,53.4,worse,Low,Flash Manufacturing PMI,52.2,worse,39
1160,,JPY,2017-09-25 00:35:00,,,High,BOJ Gov Kuroda Speaks,,,39
1161,115.2,EUR,2017-09-25 03:00:00,116.0,worse,Medium,German Ifo Business Climate,115.9,,39
1162,,GBP,2017-09-25 03:30:00,,,Low,FPC Statement,,,39
1163,,USD,2017-09-25 07:30:00,,,Medium,FOMC Member Dudley Speaks,,,39
1164,1.1%,CNY,2017-09-25 08:00:00,,,Low,CB Leading Index m/m,1.0%,better,39
1165,,EUR,2017-09-25 08:00:00,,,High,ECB President Draghi Speaks,,,39
1166,,USD,2017-09-25 11:40:00,,,Medium,FOMC Member Evans Speaks,,,39
1167,,AUD,2017-09-25 16:15:00,,,Medium,RBA Assist Gov Bullock Speaks,,,39
1168,-1235M,NZD,2017-09-25 16:45:00,-825M,worse,Low,Trade Balance,98M,better,39
1169,,USD,2017-09-25 17:30:00,,,Medium,FOMC Member Kashkari Speaks,,,39
1170,,JPY,2017-09-25 18:50:00,,,Low,Monetary Policy Meeting Minutes,,,39
1171,0.8%,JPY,2017-09-25 18:50:00,0.7%,better,Low,SPPI y/y,0.6%,,39
1172,0.0,NZD,2017-09-25 19:00:00,,,Medium,ANZ Business Confidence,18.3,,39
1173,0.0%,EUR,2017-09-26 01:00:00,0.1%,worse,Low,German Import Prices m/m,-0.4%,,39
1174,41.8K,GBP,2017-09-26 03:30:00,41.7K,,Low,High Street Lending,41.6K,,39
1175,5.8%,USD,2017-09-26 08:00:00,5.7%,,Low,S&P/CS Composite-20 HPI y/y,5.6%,,39
1176,19,USD,2017-09-26 08:59:00,13,better,Low,Richmond Manufacturing Index,14,,39
1177,119.8,USD,2017-09-26 09:00:00,119.9,,High,CB Consumer Confidence,120.4,worse,39
1178,560K,USD,2017-09-26 09:00:00,585K,worse,Medium,New Home Sales,580K,better,39
1179,,USD,2017-09-26 09:30:00,,,Medium,FOMC Member Brainard Speaks,,,39
1180,,USD,2017-09-26 11:45:00,,,High,Fed Chair Yellen Speaks,,,39
1181,1.53,CHF,2017-09-27 01:00:00,,,Low,UBS Consumption Indicator,1.46,better,39
1182,28.0,CHF,2017-09-27 03:00:00,,,Low,Credit Suisse Economic Expectations,25.0,,39
1183,5.0%,EUR,2017-09-27 03:00:00,4.6%,better,Medium,M3 Money Supply y/y,4.5%,,39
1184,2.7%,EUR,2017-09-27 03:00:00,2.7%,,Low,Private Loans y/y,2.7%,better,39
1185,42,GBP,2017-09-27 05:00:00,6,better,Low,CBI Realized Sales,-10,,39
1186,0.2%,USD,2017-09-27 07:30:00,0.2%,,High,Core Durable Goods Orders m/m,0.6%,,39
1187,1.7%,USD,2017-09-27 07:30:00,1.0%,better,Medium,Durable Goods Orders m/m,-6.8%,,39
1188,-2.6%,USD,2017-09-27 09:00:00,-0.5%,worse,Medium,Pending Home Sales m/m,-0.8%,,39
1189,-1.8M,USD,2017-09-27 09:30:00,2.9M,,High,Crude Oil Inventories,4.6M,,39
1190,,CAD,2017-09-27 10:45:00,,,High,BOC Gov Poloz Speaks,,,39
1191,,USD,2017-09-27 13:00:00,,,Medium,FOMC Member Brainard Speaks,,,39
1192,,USD,2017-09-27 14:00:00,,,Low,President Trump Speaks,,,39
1193,1.75%,NZD,2017-09-27 15:00:00,1.75%,,High,Official Cash Rate,1.75%,,39
1194,,NZD,2017-09-27 15:00:00,,,High,RBNZ Rate Statement,,,39
1195,10.8,EUR,2017-09-28 01:00:00,11.0,worse,Low,German GfK Consumer Climate,10.9,,39
1196,0.1%,EUR,2017-09-28 00:00:00,0.1%,,Medium,German Prelim CPI m/m,0.1%,,39
1197,,JPY,2017-09-28 01:35:00,,,High,BOJ Gov Kuroda Speaks,,,39
1198,1.8%,EUR,2017-09-28 02:00:00,1.8%,,Medium,Spanish Flash CPI y/y,1.6%,,39
1199,,GBP,2017-09-28 03:15:00,,,High,BOE Gov Carney Speaks,,,39
1200,,GBP,2017-09-28 03:49:00,,,High,Prime Minister May Speaks,,,39
1201,,AUD,2017-09-28 04:00:00,,,Medium,RBA Assist Gov Debelle Speaks,,,39
1202,2.19|1.7,EUR,2017-09-28 04:27:00,,,Low,Italian 10-y Bond Auction,2.09|1.6,,39
1203,3.1%,USD,2017-09-28 07:30:00,3.0%,better,High,Final GDP q/q,3.0%,,39
1204,272K,USD,2017-09-28 07:30:00,269K,,High,Unemployment Claims,260K,,39
1205,1.0%,USD,2017-09-28 07:30:00,1.0%,,Low,Final GDP Price Index q/q,1.0%,,39
1206,-62.9B,USD,2017-09-28 07:30:00,-65.0B,better,Low,Goods Trade Balance,-63.9B,better,39
1207,1.0%,USD,2017-09-28 07:30:00,0.4%,worse,Low,Prelim Wholesale Inventories m/m,0.6%,worse,39
1208,,USD,2017-09-28 09:00:00,,,Medium,FOMC Member Fischer Speaks,,,39
1209,58B,USD,2017-09-28 09:30:00,77B,,Low,Natural Gas Storage,97B,,39
1210,10.2%,NZD,2017-09-28 16:45:00,,,Low,Building Consents m/m,1.7%,better,39
1211,-9,GBP,2017-09-28 17:05:00,-11,better,Low,GfK Consumer Confidence,-10,,39
1212,0.6%,JPY,2017-09-28 18:30:00,1.0%,worse,Low,Household Spending y/y,-0.2%,,39
1213,0.7%,JPY,2017-09-28 18:30:00,0.7%,,Low,National Core CPI y/y,0.5%,,39
1214,0.5%,JPY,2017-09-28 18:30:00,0.5%,,Low,Tokyo Core CPI y/y,0.4%,,39
1215,2.8%,JPY,2017-09-28 18:30:00,2.8%,,Low,Unemployment Rate,2.8%,,39
1216,,JPY,2017-09-28 18:50:00,,,Low,BOJ Summary of Opinions,,,39
1217,2.1%,JPY,2017-09-28 18:50:00,1.8%,better,Low,Prelim Industrial Production m/m,-0.8%,,39
1218,1.7%,JPY,2017-09-28 18:50:00,2.5%,worse,Low,Retail Sales y/y,1.8%,,39
1219,0.5%,AUD,2017-09-28 20:30:00,0.5%,,Low,Private Sector Credit m/m,0.5%,,39
1220,-2.0%,JPY,2017-09-29 00:00:00,0.7%,worse,Low,Housing Starts y/y,-2.3%,,39
1221,-0.4%,EUR,2017-09-29 01:00:00,0.5%,worse,Medium,German Retail Sales m/m,0.6%,better,39
1222,0.2%,GBP,2017-09-29 01:00:00,0.1%,,Low,Nationwide HPI m/m,-0.1%,,39
1223,-0.3%,EUR,2017-09-29 01:45:00,0.2%,worse,Low,French Consumer Spending m/m,0.6%,worse,39
1224,-0.1%,EUR,2017-09-29 01:45:00,-0.2%,better,Low,French Prelim CPI m/m,0.5%,,39
1225,105.8,CHF,2017-09-29 02:00:00,105.5,better,Medium,KOF Economic Barometer,104.2,,39
1226,-23K,EUR,2017-09-29 02:55:00,-5K,better,Low,German Unemployment Change,-6K,,39
1227,-23.2B,GBP,2017-09-29 03:30:00,-15.8B,worse,High,Current Account,-22.3B,worse,39
1228,0.3%,GBP,2017-09-29 03:30:00,0.3%,,Medium,Final GDP q/q,0.3%,,39
1229,5.6B,GBP,2017-09-29 03:30:00,5.0B,better,Medium,Net Lending to Individuals m/m,4.8B,,39
1230,0.5%,GBP,2017-09-29 03:30:00,0.7%,worse,Low,Index of Services 3m/3m,0.4%,worse,39
1231,0.9%,GBP,2017-09-29 03:30:00,0.2%,better,Low,M4 Money Supply m/m,0.4%,,39
1232,67K,GBP,2017-09-29 03:30:00,68K,,Low,Mortgage Approvals,68K,,39
1233,0.5%,GBP,2017-09-29 03:30:00,0.0%,better,Low,Revised Business Investment q/q,0.0%,,39
1234,1.5%,EUR,2017-09-29 04:00:00,1.6%,worse,Medium,CPI Flash Estimate y/y,1.5%,,39
1235,1.1%,EUR,2017-09-29 04:00:00,1.2%,worse,Medium,Core CPI Flash Estimate y/y,1.2%,,39
1236,-0.3%,EUR,2017-09-29 04:00:00,-0.2%,worse,Low,Italian Prelim CPI m/m,0.3%,,39
1237,0.0%,CAD,2017-09-29 07:30:00,0.1%,worse,High,GDP m/m,0.3%,,39
1238,1.0%,CAD,2017-09-29 07:30:00,0.4%,better,Medium,RMPI m/m,-0.9%,worse,39
1239,0.3%,CAD,2017-09-29 07:30:00,0.5%,worse,Low,IPPI m/m,-1.6%,worse,39
1240,0.1%,USD,2017-09-29 07:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.1%,,39
1241,0.1%,USD,2017-09-29 07:30:00,0.1%,,Medium,Personal Spending m/m,0.3%,,39
1242,0.2%,USD,2017-09-29 07:30:00,0.2%,,Low,Personal Income m/m,0.3%,worse,39
1243,,GBP,2017-09-29 08:45:00,,,Medium,MPC Member Broadbent Speaks,,,39
1244,65.2,USD,2017-09-29 08:45:00,58.6,better,Medium,Chicago PMI,58.9,,39
1245,,GBP,2017-09-29 09:00:00,,,High,BOE Gov Carney Speaks,,,39
1246,95.1,USD,2017-09-29 09:00:00,95.3,,Medium,Revised UoM Consumer Sentiment,95.3,,39
1247,2.7%,USD,2017-09-29 09:00:00,,,Low,Revised UoM Inflation Expectations,2.7%,,39
1248,,USD,2017-09-29 10:00:00,,,Medium,FOMC Member Harker Speaks,,,39
1249,52.4,CNY,2017-09-29 20:00:00,51.5,better,Medium,Manufacturing PMI,51.7,,39
1250,55.4,CNY,2017-09-29 20:00:00,,,Medium,Non-Manufacturing PMI,53.4,,39
1251,51.0,CNY,2017-09-29 20:45:00,51.5,worse,Medium,Caixin Manufacturing PMI,51.6,,39
1252,,AUD,2017-09-30 11:00:00,,,Non-Economic,Daylight Saving Time Shift,,,39
1253,-1.2%,GBP,2017-09-17 18:01:00,,,Low,Rightmove HPI m/m,-0.9%,,38
1254,,JPY,2017-09-17 00:00:00,,,Non-Economic,Bank Holiday,,,38
1255,0.0%,AUD,2017-09-17 20:30:00,,,Low,New Motor Vehicle Sales m/m,-2.4%,worse,38
1256,6.56B,EUR,2017-09-18 03:02:00,3.89B,better,Low,Italian Trade Balance,4.50B,,38
1257,1.5%,EUR,2017-09-18 04:00:00,1.5%,,Medium,Final CPI y/y,1.5%,,38
1258,1.2%,EUR,2017-09-18 04:00:00,1.2%,,Low,Final Core CPI y/y,1.2%,,38
1259,,EUR,2017-09-18 05:00:00,,,Low,German Buba Monthly Report,,,38
1260,23.95B,CAD,2017-09-18 07:30:00,4.46B,better,Medium,Foreign Securities Purchases,-0.86B,,38
1261,64,USD,2017-09-18 09:00:00,67,worse,Low,NAHB Housing Market Index,67,worse,38
1262,0.1%,AUD,2017-09-18 09:30:00,,,Low,CB Leading Index m/m,0.4%,worse,38
1263,,GBP,2017-09-18 10:00:00,,,High,BOE Gov Carney Speaks,,,38
1264,,CAD,2017-09-18 13:00:00,,,Medium,Gov Council Member Lane Speaks,,,38
1265,1.3B,USD,2017-09-18 15:00:00,42.3B,worse,Low,TIC Long-Term Purchases,34.4B,,38
1266,112.4,NZD,2017-09-18 16:29:00,,,Low,Westpac Consumer Sentiment,113.4,,38
1267,,AUD,2017-09-18 20:30:00,,,High,Monetary Policy Meeting Minutes,,,38
1268,1.9%,AUD,2017-09-18 20:30:00,1.2%,better,Medium,HPI q/q,2.2%,,38
1269,25.1B,EUR,2017-09-19 03:00:00,22.3B,better,Low,Current Account,22.8B,better,38
1270,17.0,EUR,2017-09-19 04:00:00,12.3,better,Medium,German ZEW Economic Sentiment,10.0,,38
1271,31.7,EUR,2017-09-19 04:00:00,32.4,worse,Low,ZEW Economic Sentiment,29.3,,38
1272,1.87|2.0,GBP,2017-09-19 04:35:00,,,Low,30-y Bond Auction,1.83|2.2,,38
1273,-2.6%,CAD,2017-09-19 07:30:00,-1.7%,worse,Medium,Manufacturing Sales m/m,-1.9%,,38
1274,1.30M,USD,2017-09-19 07:30:00,1.22M,better,High,Building Permits,1.23M,,38
1275,-123B,USD,2017-09-19 07:30:00,-115B,worse,Medium,Current Account,-114B,better,38
1276,1.18M,USD,2017-09-19 07:30:00,1.17M,,Medium,Housing Starts,1.19M,better,38
1277,0.6%,USD,2017-09-19 07:30:00,0.4%,better,Medium,Import Prices m/m,-0.1%,worse,38
1278,0.9%,NZD,2017-09-19 09:33:00,,,Medium,GDT Price Index,0.3%,,38
1279,-0.62B,NZD,2017-09-19 17:45:00,-0.82B,better,Medium,Current Account,0.22B,,38
1280,0.37T,JPY,2017-09-19 18:50:00,0.41T,,Low,Trade Balance,0.36T,,38
1281,-0.1%,AUD,2017-09-19 19:30:00,,,Low,MI Leading Index m/m,0.1%,,38
1282,,AUD,2017-09-19 22:05:00,,,Medium,RBA Assist Gov Ellis Speaks,,,38
1283,0.2%,EUR,2017-09-20 01:00:00,0.1%,better,Low,German PPI m/m,0.2%,,38
1284,1.0%,GBP,2017-09-20 03:30:00,0.2%,better,High,Retail Sales m/m,0.6%,better,38
1285,1.27|1.8,EUR,2017-09-20 04:35:00,,,Low,German 30-y Bond Auction,1.29|1.8,,38
1286,,CHF,2017-09-20 08:00:00,,,Low,SNB Quarterly Bulletin,,,38
1287,5.35M,USD,2017-09-20 09:00:00,5.46M,worse,Medium,Existing Home Sales,5.44M,,38
1288,4.6M,USD,2017-09-20 09:30:00,2.8M,,High,Crude Oil Inventories,5.9M,,38
1289,,USD,2017-09-20 13:00:00,,,High,FOMC Economic Projections,,,38
1290,,USD,2017-09-20 13:00:00,,,High,FOMC Statement,,,38
1291,<1.25%,USD,2017-09-20 13:00:00,<1.25%,,High,Federal Funds Rate,<1.25%,,38
1292,,USD,2017-09-20 13:30:00,,,High,FOMC Press Conference,,,38
1293,0.8%,NZD,2017-09-20 17:45:00,0.8%,,High,GDP q/q,0.6%,better,38
1294,-0.3%,NZD,2017-09-20 17:48:00,,,Low,Visitor Arrivals m/m,-5.3%,,38
1295,,AUD,2017-09-20 20:30:00,,,Low,RBA Bulletin,,,38
1296,6.4%,NZD,2017-09-20 22:00:00,,,Low,Credit Card Spending y/y,7.1%,,38
1297,-0.10%,JPY,2017-09-20 22:15:00,-0.10%,,High,BOJ Policy Rate,-0.10%,,38
1298,,JPY,2017-09-20 22:15:00,,,High,Monetary Policy Statement,,,38
1299,-0.1%,JPY,2017-09-20 23:30:00,-0.1%,,Low,All Industries Activity m/m,0.2%,worse,38
1300,,AUD,2017-09-21 00:10:00,,,High,RBA Gov Lowe Speaks,,,38
1301,,CHF,2017-09-21 00:45:00,,,Low,SECO Economic Forecasts,,,38
1302,2.17B,CHF,2017-09-21 01:00:00,2.41B,worse,Low,Trade Balance,3.49B,,38
1303,,JPY,2017-09-21 01:30:00,,,High,BOJ Press Conference,,,38
1304,,EUR,2017-09-21 03:00:00,,,Low,ECB Economic Bulletin,,,38
1305,5.1B,GBP,2017-09-21 03:30:00,6.5B,better,Medium,Public Sector Net Borrowing,-1.3B,better,38
1306,1.69|1.5,EUR,2017-09-21 03:56:00,,,Low,Spanish 10-y Bond Auction,1.54|2.0,,38
1307,1.5%,CAD,2017-09-21 07:30:00,-0.7%,better,Medium,Wholesale Sales m/m,-0.6%,,38
1308,259K,USD,2017-09-21 07:30:00,302K,better,High,Unemployment Claims,282K,,38
1309,23.8,USD,2017-09-21 07:30:00,17.3,better,Medium,Philly Fed Manufacturing Index,18.9,,38
1310,0.2%,USD,2017-09-21 08:00:00,0.4%,worse,Low,HPI m/m,0.1%,,38
1311,,EUR,2017-09-21 08:30:00,,,High,ECB President Draghi Speaks,,,38
1312,-1,EUR,2017-09-21 08:55:00,-2,better,Low,Consumer Confidence,-2,,38
1313,0.4%,USD,2017-09-21 09:00:00,0.3%,better,Low,CB Leading Index m/m,0.3%,,38
1314,97B,USD,2017-09-21 09:30:00,93B,,Low,Natural Gas Storage,91B,,38
1315,56.0,EUR,2017-09-22 02:00:00,55.6,better,Medium,French Flash Manufacturing PMI,55.8,,38
1316,57.1,EUR,2017-09-22 02:00:00,54.8,better,Medium,French Flash Services PMI,54.9,worse,38
1317,60.6,EUR,2017-09-22 02:30:00,59.0,better,Medium,German Flash Manufacturing PMI,59.3,,38
1318,55.6,EUR,2017-09-22 02:30:00,53.8,better,Medium,German Flash Services PMI,53.5,,38
1319,58.2,EUR,2017-09-22 03:00:00,57.2,better,Medium,Flash Manufacturing PMI,57.4,,38
1320,55.6,EUR,2017-09-22 03:00:00,54.7,better,Medium,Flash Services PMI,54.7,,38
1321,,EUR,2017-09-22 03:30:00,,,High,ECB President Draghi Speaks,,,38
1322,,All,2017-09-22 00:00:00,,,Medium,OPEC-JMMC Meetings,,,38
1323,7,GBP,2017-09-22 05:00:00,13,worse,Low,CBI Industrial Order Expectations,13,,38
1324,0.1%,CAD,2017-09-22 07:30:00,0.2%,worse,High,CPI m/m,0.0%,,38
1325,0.2%,CAD,2017-09-22 07:30:00,0.4%,worse,High,Core Retail Sales m/m,0.4%,worse,38
1326,1.5%,CAD,2017-09-22 07:30:00,,,Medium,Common CPI y/y,1.4%,,38
1327,1.7%,CAD,2017-09-22 07:30:00,,,Medium,Median CPI y/y,1.7%,,38
1328,0.4%,CAD,2017-09-22 07:30:00,0.2%,better,Medium,Retail Sales m/m,0.1%,,38
1329,1.4%,CAD,2017-09-22 07:30:00,,,Medium,Trimmed CPI y/y,1.3%,,38
1330,0.0%,CAD,2017-09-22 07:34:00,,,Low,Core CPI m/m,-0.1%,,38
1331,-3.5,EUR,2017-09-22 07:59:00,-2.0,worse,Low,Belgian NBB Business Climate,-2.1,,38
1332,,GBP,2017-09-22 08:29:00,,,High,Prime Minister May Speaks,,,38
1333,53.0,USD,2017-09-22 08:45:00,52.9,,Low,Flash Manufacturing PMI,52.8,,38
1334,55.1,USD,2017-09-22 08:45:00,55.8,worse,Low,Flash Services PMI,56.0,worse,38
1335,,NZD,2017-09-22 00:00:00,,,High,Parliamentary Elections,,,38
1336,,NZD,2017-09-23 09:00:00,,,Non-Economic,Daylight Saving Time Shift,,,38
1337,8.0%,JPY,2017-09-10 18:50:00,4.2%,better,Low,Core Machinery Orders m/m,-1.9%,,37
1338,4.0%,JPY,2017-09-10 18:50:00,4.1%,worse,Low,M2 Money Stock y/y,4.0%,,37
1339,0.1%,JPY,2017-09-10 23:30:00,0.1%,,Low,Tertiary Industry Activity m/m,-0.2%,worse,37
1340,36.3%,JPY,2017-09-11 00:58:00,,,Low,Prelim Machine Tool Orders y/y,28.0%,better,37
1341,0.1%,EUR,2017-09-11 03:00:00,-0.5%,better,Low,Italian Industrial Production m/m,1.1%,,37
1342,223K,CAD,2017-09-11 07:13:00,216K,better,Low,Housing Starts,222K,,37
1343,5,AUD,2017-09-11 20:30:00,,,Medium,NAB Business Confidence,12,,37
1344,0.4%,EUR,2017-09-12 00:30:00,0.5%,worse,Low,French Final Private Payrolls q/q,0.5%,,37
1345,11.2%,EUR,2017-09-12 03:00:00,11.3%,better,Low,Italian Quarterly Unemployment Rate,11.6%,,37
1346,2.9%,GBP,2017-09-12 03:30:00,2.8%,better,High,CPI y/y,2.6%,,37
1347,1.6%,GBP,2017-09-12 03:30:00,1.2%,better,Medium,PPI Input m/m,-0.2%,worse,37
1348,3.9%,GBP,2017-09-12 03:30:00,3.7%,better,Medium,RPI y/y,3.6%,,37
1349,2.7%,GBP,2017-09-12 03:30:00,2.5%,better,Low,Core CPI y/y,2.4%,,37
1350,5.1%,GBP,2017-09-12 03:30:00,4.8%,better,Low,HPI y/y,5.1%,better,37
1351,0.4%,GBP,2017-09-12 03:30:00,0.1%,better,Low,PPI Output m/m,0.1%,,37
1352,105.3,USD,2017-09-12 05:00:00,104.8,,Low,NFIB Small Business Index,105.2,,37
1353,6.17M,USD,2017-09-12 09:00:00,5.96M,better,Medium,JOLTS Job Openings,6.12M,,37
1354,2.18|2.3,USD,2017-09-12 12:01:00,,,Low,10-y Bond Auction,2.25|2.2,,37
1355,0.6%,NZD,2017-09-12 17:45:00,,,Low,FPI m/m,-0.2%,,37
