,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
1129,,EUR,2008-09-30 11:00:00,,,Medium,ECB President Trichet Speaks,,,40
1130,47.2,AUD,2008-09-30 18:30:00,,,Low,AIG Manufacturing Index,47.0,,40
1131,-3,JPY,2008-09-30 18:50:00,-2,worse,High,Tankan Manufacturing Index,5,,40
1132,1,JPY,2008-09-30 18:50:00,5,worse,Medium,Tankan Non-Manufacturing Index,10,,40
1133,,CNY,2008-09-30 00:00:00,,,Non-Economic,Bank Holiday,,,40
1134,51.2,CNY,2008-09-30 20:00:00,,,High,Manufacturing PMI,48.4,,40
1135,-0.3%,JPY,2008-09-30 20:30:00,0.0%,worse,Medium,Average Cash Earnings y/y,0.3%,,40
1136,3.1%,EUR,2008-10-01 01:00:00,0.5%,better,Medium,German Retail Sales m/m,-1.0%,better,40
1137,43.3%,AUD,2008-10-01 01:30:00,,,Medium,Commodity Prices y/y,47.0%,better,40
1138,38.3,EUR,2008-10-01 02:15:00,,,Low,Spanish Manufacturing PMI,42.4,,40
1139,47.8,CHF,2008-10-01 02:30:00,51.0,worse,Medium,Manufacturing PMI,52.5,,40
1140,44.4,EUR,2008-10-01 02:45:00,46.1,worse,Low,Italian Manufacturing PMI,47.1,,40
1141,43.0,EUR,2008-10-01 02:50:00,,,Low,French Final Manufacturing PMI,43.6,,40
1142,47.4,EUR,2008-10-01 02:55:00,,,Low,German Final Manufacturing PMI,48.1,,40
1143,45.0,EUR,2008-10-01 03:00:00,45.3,,Low,Final Manufacturing PMI,45.3,,40
1144,41.0,GBP,2008-10-01 03:30:00,45.0,worse,High,Manufacturing PMI,45.3,worse,40
1145,0.0%,GBP,2008-10-01 03:30:00,0.1%,worse,Low,Index of Services 3m/3m,0.2%,,40
1146,,EUR,2008-10-01 04:00:00,,,Medium,ECB President Trichet Speaks,,,40
1147,7.5%,EUR,2008-10-01 04:00:00,7.3%,worse,Low,Unemployment Rate,7.4%,worse,40
1148,32.6%,USD,2008-10-01 06:30:00,,,Low,Challenger Job Cuts y/y,11.7%,,40
1149,-8K,USD,2008-10-01 07:15:00,-55K,better,High,ADP Non-Farm Employment Change,-37K,,40
1150,-11.8%,NZD,2008-10-01 08:30:00,,,Low,GDT Price Index,-14.2%,,40
1151,43.5,USD,2008-10-01 09:00:00,49.5,worse,High,ISM Manufacturing PMI,49.9,,40
1152,0.0%,USD,2008-10-01 09:00:00,-0.4%,better,Low,Construction Spending m/m,-1.4%,worse,40
1153,53.5,USD,2008-10-01 09:00:00,73.0,worse,Low,ISM Manufacturing Prices,77.0,,40
1154,4.3M,USD,2008-10-01 09:35:00,1.8M,,Medium,Crude Oil Inventories,-1.5M,,40
1155,12.5M,USD,2008-10-01 00:00:00,13.6M,worse,Low,Total Vehicle Sales,13.7M,,40
1156,0.9%,JPY,2008-10-01 18:50:00,0.7%,,Low,Monetary Base y/y,-0.2%,,40
1157,,CNY,2008-10-01 00:00:00,,,Non-Economic,Bank Holiday,,,40
1158,1.36B,AUD,2008-10-01 20:30:00,0.26B,better,High,Trade Balance,-0.70B,,40
1159,Pass,USD,2008-10-01 20:35:00,Pass,,High,Economic Stabilization Bill Vote,,,40
1160,-4.9%,NZD,2008-10-01 21:02:00,,,Low,ANZ Commodity Prices m/m,-3.3%,,40
1161,47.7,CNY,2008-10-01 21:30:00,,,Medium,Caixin Manufacturing PMI,49.2,,40
1162,1.53|2.6,JPY,2008-10-01 22:45:00,,,Low,10-y Bond Auction,1.49|2.7,,40
1163,,CHF,2008-10-02 00:45:00,,,Medium,SECO Economic Forecasts,,,40
1164,-1.7%,GBP,2008-10-02 01:00:00,-1.6%,,High,Nationwide HPI m/m,-1.7%,better,40
1165,95.4K,EUR,2008-10-02 02:00:00,,,Low,Spanish Unemployment Change,103.1K,,40
1166,,GBP,2008-10-02 03:30:00,,,Medium,BOE Credit Conditions Survey,,,40
1167,38.8,GBP,2008-10-02 03:33:00,39.0,,Medium,Construction PMI,40.5,,40
1168,,CHF,2008-10-02 04:00:00,,,Low,SNB Quarterly Bulletin,,,40
1169,-0.5%,EUR,2008-10-02 04:00:00,-0.5%,,Low,PPI m/m,1.3%,better,40
1170,4.43|1.7,EUR,2008-10-02 04:20:00,,,Low,French 10-y Bond Auction,4.36|1.9,,40
1171,4.25%,EUR,2008-10-02 06:45:00,4.25%,,High,Main Refinancing Rate,4.25%,,40
1172,,EUR,2008-10-02 07:30:00,,,High,ECB Press Conference,,,40
1173,497K,USD,2008-10-02 07:30:00,475K,worse,High,Unemployment Claims,496K,,40
1174,-4.0%,USD,2008-10-02 09:00:00,-2.6%,worse,Medium,Factory Orders m/m,0.7%,worse,40
1175,87B,USD,2008-10-02 09:35:00,75B,,Low,Natural Gas Storage,51B,,40
1176,44.9,AUD,2008-10-02 18:32:00,,,Low,AIG Services Index,39.3,,40
1177,,CNY,2008-10-02 00:00:00,,,Non-Economic,Bank Holiday,,,40
1178,0.4%,AUD,2008-10-02 19:30:00,,,Low,MI Inflation Gauge m/m,0.1%,,40
1179,58.1,CNY,2008-10-02 20:00:00,,,Low,Non-Manufacturing PMI,53.8,,40
1180,0.1%,CHF,2008-10-03 00:45:00,-0.1%,better,Medium,CPI m/m,-0.3%,,40
1181,,EUR,2008-10-03 00:00:00,,,Non-Economic,German Bank Holiday,,,40
1182,36.1,EUR,2008-10-03 02:15:00,,,Low,Spanish Services PMI,39.0,,40
1183,49.4,EUR,2008-10-03 02:45:00,48.2,better,Low,Italian Services PMI,48.5,,40
1184,50.1,EUR,2008-10-03 02:50:00,50.4,,Low,French Final Services PMI,50.4,,40
1185,50.2,EUR,2008-10-03 02:55:00,49.3,better,Low,German Final Services PMI,49.3,,40
1186,48.4,EUR,2008-10-03 03:00:00,48.2,,Low,Final Services PMI,48.2,,40
1187,46.0,GBP,2008-10-03 03:30:00,48.0,worse,High,Services PMI,49.2,,40
1188,-2.8B,GBP,2008-10-03 03:34:00,2.5B,worse,Low,Housing Equity Withdrawal q/q,5.2B,,40
1189,0.3%,EUR,2008-10-03 04:00:00,0.1%,better,Medium,Retail Sales m/m,0.1%,better,40
1190,-159K,USD,2008-10-03 07:30:00,-100K,worse,High,Non-Farm Employment Change,-73K,better,40
1191,6.1%,USD,2008-10-03 07:30:00,6.1%,,High,Unemployment Rate,6.1%,,40
1192,0.2%,USD,2008-10-03 07:30:00,0.3%,worse,Medium,Average Hourly Earnings m/m,0.4%,,40
1193,50.2,USD,2008-10-03 09:00:00,50.0,,High,ISM Non-Manufacturing PMI,50.6,,40
1194,Pass,USD,2008-10-03 12:23:00,Pass,,High,Economic Stabilization Bill Vote,,,40
1195,,USD,2008-10-03 12:55:00,,,Low,President Bush Speaks,,,40
1196,,EUR,2008-10-04 00:00:00,,,Medium,EU Economic Summit,,,40
1197,,AUD,2008-10-04 11:00:00,,,Non-Economic,Daylight Saving Time Shift,,,40
1198,,USD,2008-09-21 08:30:00,,,High,Fed Announcement,,,39
1199,,EUR,2008-09-21 09:00:00,,,Low,ECB President Trichet Speaks,,,39
1200,-1.0%,GBP,2008-09-21 18:01:00,,,Medium,Rightmove HPI m/m,-2.3%,,39
1201,,GBP,2008-09-21 18:01:00,,,Low,BOE Quarterly Bulletin,,,39
1202,,JPY,2008-09-21 18:50:00,,,Medium,Monetary Policy Meeting Minutes,,,39
1203,0.8%,JPY,2008-09-21 18:50:00,0.8%,,Low,All Industries Activity m/m,-1.0%,,39
1204,-3.5%,AUD,2008-09-21 20:30:00,,,Low,New Motor Vehicle Sales m/m,-4.0%,worse,39
1205,,EUR,2008-09-22 02:15:00,,,Low,ECB President Trichet Speaks,,,39
1206,,EUR,2008-09-22 05:00:00,,,Medium,German Buba Monthly Report,,,39
1207,0.4%,CAD,2008-09-22 07:30:00,0.3%,better,High,Core Retail Sales m/m,1.5%,better,39
1208,0.1%,CAD,2008-09-22 07:30:00,0.2%,worse,Medium,Retail Sales m/m,0.6%,better,39
1209,,GBP,2008-09-22 08:50:00,,,Low,MPC Member Gieve Speaks,,,39
1210,,JPY,2008-09-22 00:00:00,,,Non-Economic,Bank Holiday,,,39
1211,0.4%,EUR,2008-09-23 00:00:00,0.0%,better,Low,French Consumer Spending m/m,-0.5%,worse,39
1212,-0.3%,EUR,2008-09-23 01:45:00,0.3%,worse,Medium,French Consumer Spending m/m,0.4%,,39
1213,43.6,EUR,2008-09-23 02:00:00,46.1,worse,Medium,French Flash Manufacturing PMI,45.8,better,39
1214,50.4,EUR,2008-09-23 02:00:00,47.7,better,Low,French Flash Services PMI,48.0,worse,39
1215,48.1,EUR,2008-09-23 02:30:00,49.2,worse,Medium,German Flash Manufacturing PMI,49.7,,39
1216,49.3,EUR,2008-09-23 02:30:00,50.6,worse,Medium,German Flash Services PMI,51.4,better,39
1217,45.3,EUR,2008-09-23 03:00:00,47.2,worse,Medium,Flash Manufacturing PMI,47.6,,39
1218,48.2,EUR,2008-09-23 03:00:00,48.0,,Medium,Flash Services PMI,48.5,,39
1219,21.1K,GBP,2008-09-23 03:30:00,20.5K,better,Medium,High Street Lending,22.2K,,39
1220,1.0%,EUR,2008-09-23 04:00:00,-0.7%,better,Medium,Industrial New Orders m/m,-0.5%,worse,39
1221,0.3%,CAD,2008-09-23 06:00:00,0.1%,better,High,Core CPI m/m,0.1%,,39
1222,-0.2%,CAD,2008-09-23 06:00:00,-0.1%,worse,Medium,CPI m/m,0.3%,,39
1223,-14.4,EUR,2008-09-23 08:00:00,-7.0,worse,Medium,Belgian NBB Business Climate,-5.9,,39
1224,,USD,2008-09-23 08:30:00,,,High,Fed Chairman Bernanke Testifies,,,39
1225,,USD,2008-09-23 08:30:00,,,High,Treasury Sec Paulson Speaks,,,39
1226,-0.6%,USD,2008-09-23 09:00:00,-0.2%,worse,Low,HPI m/m,-0.3%,worse,39
1227,-18,USD,2008-09-23 09:00:00,-12,worse,Low,Richmond Manufacturing Index,-16,,39
1228,-10.0,JPY,2008-09-23 18:50:00,-17.0,better,Medium,BSI Manufacturing Index,-15.1,,39
1229,104.8,NZD,2008-09-23 21:02:00,,,Low,Westpac Consumer Sentiment,81.7,,39
1230,92.9,EUR,2008-09-24 03:00:00,94.2,worse,High,German Ifo Business Climate,94.8,,39
1231,-1.7B,EUR,2008-09-24 03:00:00,-6.2B,better,Medium,Current Account,-6.1B,better,39
1232,0.6%,EUR,2008-09-24 03:00:00,0.1%,better,Low,Italian Retail Sales m/m,-0.4%,better,39
1233,-27,GBP,2008-09-24 05:00:00,-40,better,High,CBI Realized Sales,-46,,39
1234,4.91M,USD,2008-09-24 09:00:00,4.93M,,High,Existing Home Sales,5.02M,,39
1235,,USD,2008-09-24 09:00:00,,,High,Fed Chairman Bernanke Testifies,,,39
1236,-1.5M,USD,2008-09-24 09:35:00,-2.0M,,Medium,Crude Oil Inventories,-6.3M,,39
1237,,USD,2008-09-24 13:30:00,,,High,Fed Chairman Bernanke Testifies,,,39
1238,,GBP,2008-09-24 15:45:00,,,Medium,MPC Member Sentance Speaks,,,39
1239,1.4%,JPY,2008-09-24 18:50:00,1.2%,better,Low,SPPI y/y,1.3%,,39
1240,-0.11T,JPY,2008-09-24 18:50:00,0.12T,worse,Low,Trade Balance,0.11T,worse,39
1241,0.0%,AUD,2008-09-24 19:00:00,,,Low,CB Leading Index m/m,0.5%,better,39
1242,,USD,2008-09-24 20:00:00,,,Low,President Bush Speaks,,,39
1243,,AUD,2008-09-24 20:30:00,,,Medium,RBA Financial Stability Review,,,39
1244,-1.3%,AUD,2008-09-24 21:00:00,,,Medium,HIA New Home Sales m/m,-7.2%,,39
1245,1.8,EUR,2008-09-25 01:00:00,1.3,better,Medium,German GfK Consumer Climate,1.6,,39
1246,8.8%,EUR,2008-09-25 03:00:00,9.0%,worse,Low,M3 Money Supply y/y,9.1%,worse,39
1247,8.8%,EUR,2008-09-25 03:00:00,8.9%,worse,Low,Private Loans y/y,9.4%,,39
1248,2.07B,EUR,2008-09-25 03:00:00,0.50B,better,Low,Italian Trade Balance,-1.03B,,39
1249,4.73|2.2,GBP,2008-09-25 04:40:00,,,Low,10-y Bond Auction,5.00|2.5,,39
1250,-3.0%,USD,2008-09-25 07:30:00,-0.5%,worse,High,Core Durable Goods Orders m/m,0.1%,worse,39
1251,493K,USD,2008-09-25 07:30:00,450K,worse,High,Unemployment Claims,461K,worse,39
1252,-4.5%,USD,2008-09-25 07:30:00,-1.6%,worse,Medium,Durable Goods Orders m/m,0.8%,worse,39
1253,,GBP,2008-09-25 07:40:00,,,Medium,MPC Member Barker Speaks,,,39
1254,460K,USD,2008-09-25 09:00:00,510K,worse,High,New Home Sales,520K,better,39
1255,51B,USD,2008-09-25 09:35:00,62B,,Low,Natural Gas Storage,67B,,39
1256,,CAD,2008-09-25 12:00:00,,,Medium,BOC Gov Carney Speaks,,,39
1257,,USD,2008-09-25 12:00:00,,,Medium,FOMC Member Warsh Speaks,,,39
1258,-0.2%,NZD,2008-09-25 17:45:00,-0.4%,better,High,GDP q/q,-0.3%,,39
1259,1.7%,JPY,2008-09-25 18:30:00,1.5%,better,Medium,Tokyo Core CPI y/y,1.5%,,39
1260,2.4%,JPY,2008-09-25 18:30:00,2.4%,,Low,National Core CPI y/y,2.4%,,39
1261,,USD,2008-09-25 18:30:00,,,Medium,FOMC Member Fisher Speaks,,,39
1262,,USD,2008-09-25 18:45:00,,,Medium,FOMC Member Plosser Speaks,,,39
1263,-0.8%,EUR,2008-09-26 01:00:00,-1.0%,better,Low,German Import Prices m/m,0.6%,,39
1264,-0.1%,EUR,2008-09-26 00:00:00,-0.2%,better,Medium,German Prelim CPI m/m,-0.3%,,39
1265,,EUR,2008-09-26 03:00:00,,,Medium,German Buba President Weber Speaks,,,39
1266,0.62,CHF,2008-09-26 04:30:00,0.56,,Medium,KOF Economic Barometer,0.73,,39
1267,2.8%,USD,2008-09-26 07:30:00,3.3%,worse,Medium,Final GDP q/q,3.3%,,39
1268,1.1%,USD,2008-09-26 07:30:00,1.2%,,Low,Final GDP Price Index q/q,1.2%,,39
1269,,USD,2008-09-26 08:35:00,,,Low,President Bush Speaks,,,39
1270,70.3,USD,2008-09-26 08:55:00,70.7,,Medium,Revised UoM Consumer Sentiment,73.1,,39
1271,4.3%,USD,2008-09-26 08:55:00,,,Low,Revised UoM Inflation Expectations,3.6%,,39
1272,,NZD,2008-09-27 09:00:00,,,Non-Economic,Daylight Saving Time Shift,,,39
1273,,USD,2008-09-14 08:30:00,,,High,Fed Announcement,,,38
1274,-0.6%,NZD,2008-09-14 17:50:00,,,Low,Manufacturing Sales q/q,3.0%,worse,38
1275,,CNY,2008-09-14 00:00:00,,,Non-Economic,Bank Holiday,,,38
1276,,JPY,2008-09-14 00:00:00,,,Non-Economic,Bank Holiday,,,38
1277,-3.7%,AUD,2008-09-14 20:30:00,-2.7%,worse,Low,Housing Starts q/q,-1.0%,better,38
1278,,AUD,2008-09-14 21:30:00,,,Medium,Mid-Year Economic and Fiscal Outlook,,,38
1279,-0.5%,CHF,2008-09-15 02:15:00,-0.2%,worse,Medium,PPI m/m,0.5%,,38
1280,6.2%,CHF,2008-09-15 02:15:00,2.3%,better,Medium,Retail Sales y/y,0.7%,,38
1281,,EUR,2008-09-15 04:00:00,,,Low,ECB President Trichet Speaks,,,38
1282,-0.8%,CAD,2008-09-15 07:30:00,0.0%,worse,Low,New Motor Vehicle Sales m/m,-1.3%,worse,38
1283,-7.4,USD,2008-09-15 07:30:00,1.5,worse,Medium,Empire State Manufacturing Index,2.8,,38
1284,78.7%,USD,2008-09-15 08:15:00,79.6%,worse,Medium,Capacity Utilization Rate,79.7%,worse,38
1285,-1.1%,USD,2008-09-15 08:15:00,-0.3%,worse,Medium,Industrial Production m/m,0.1%,worse,38
1286,,AUD,2008-09-15 20:30:00,,,High,Monetary Policy Meeting Minutes,,,38
1287,30.1,JPY,2008-09-16 00:00:00,31.5,worse,Low,Consumer Confidence,31.4,,38
1288,-0.3%,EUR,2008-09-16 01:00:00,-0.3%,,Low,German Final CPI m/m,-0.3%,,38
1289,8.9%,CHF,2008-09-16 02:15:00,5.0%,better,Medium,Industrial Production q/q,-9.4%,,38
1290,4.7%,GBP,2008-09-16 03:30:00,4.6%,better,High,CPI y/y,4.4%,,38
1291,2.0%,GBP,2008-09-16 03:30:00,1.9%,better,Medium,Core CPI y/y,1.9%,,38
1292,4.8%,GBP,2008-09-16 03:30:00,4.9%,worse,Low,RPI y/y,5.0%,,38
1293,-0.3%,GBP,2008-09-16 03:37:00,-2.0%,better,Low,ONS HPI y/y,0.6%,,38
1294,3.8%,EUR,2008-09-16 04:00:00,3.8%,,High,Final CPI y/y,3.8%,,38
1295,-41.1,EUR,2008-09-16 04:00:00,-53.0,better,High,German ZEW Economic Sentiment,-55.5,,38
1296,1.9%,EUR,2008-09-16 04:00:00,1.7%,better,Medium,Final Core CPI y/y,1.7%,,38
1297,-40.9,EUR,2008-09-16 04:00:00,-55.0,better,Medium,ZEW Economic Sentiment,-55.7,,38
1298,,GBP,2008-09-16 04:30:00,,,High,BOE Inflation Letter,,,38
1299,,EUR,2008-09-16 06:00:00,,,Medium,German Buba President Weber Speaks,,,38
1300,2.7%,CAD,2008-09-16 07:30:00,1.0%,better,Medium,Manufacturing Sales m/m,1.9%,worse,38
1301,0.2%,USD,2008-09-16 07:30:00,0.2%,,High,Core CPI m/m,0.3%,,38
1302,-0.1%,USD,2008-09-16 07:30:00,0.0%,worse,Medium,CPI m/m,0.8%,,38
1303,6.1B,USD,2008-09-16 08:00:00,55.0B,worse,High,TIC Long-Term Purchases,53.4B,,38
1304,,CHF,2008-09-16 10:00:00,,,Medium,Gov Board Member Hildebrand Speaks,,,38
1305,18,USD,2008-09-16 12:00:00,17,better,Low,NAHB Housing Market Index,16,,38
1306,,USD,2008-09-16 13:14:00,,,High,FOMC Statement,,,38
1307,2.00%,USD,2008-09-16 13:14:00,2.00%,,High,Federal Funds Rate,2.00%,,38
1308,,AUD,2008-09-16 18:30:00,,,Low,RBA Annual Report,,,38
1309,0.2%,AUD,2008-09-16 19:30:00,,,Low,MI Leading Index m/m,0.1%,,38
1310,,AUD,2008-09-16 22:20:00,,,Medium,RBA Gov Stevens Speaks,,,38
1311,,JPY,2008-09-16 22:47:00,,,Medium,Monetary Policy Statement,,,38
1312,0.50%,JPY,2008-09-16 22:47:00,0.50%,,Medium,Overnight Call Rate,0.50%,,38
1313,,JPY,2008-09-17 02:19:00,,,High,BOJ Press Conference,,,38
1314,32.5K,GBP,2008-09-17 03:30:00,22.2K,worse,High,Claimant Count Change,27.8K,worse,38
1315,0-1-8,GBP,2008-09-17 03:30:00,1-1-7,worse,High,MPC Official Bank Rate Votes,1-1-7,,38
1316,3.5%,GBP,2008-09-17 03:30:00,3.4%,better,Medium,Average Earnings Index 3m/y,3.4%,,38
1317,5.5%,GBP,2008-09-17 03:30:00,5.4%,worse,Low,Unemployment Rate,5.4%,,38
1318,-44.4,CHF,2008-09-17 04:00:00,,,Medium,Credit Suisse Economic Expectations,-79.6,,38
1319,-6.4B,EUR,2008-09-17 04:00:00,-3.5B,worse,Low,Trade Balance,-3.5B,worse,38
1320,-26,GBP,2008-09-17 05:00:00,-14,worse,Medium,CBI Industrial Order Expectations,-13,,38
1321,-5.59B,CAD,2008-09-17 07:30:00,5.43B,worse,Medium,Foreign Securities Purchases,7.28B,,38
1322,0.85M,USD,2008-09-17 07:30:00,0.93M,worse,High,Building Permits,0.94M,,38
1323,-183B,USD,2008-09-17 07:30:00,-180B,worse,Medium,Current Account,-176B,,38
1324,0.90M,USD,2008-09-17 07:30:00,0.95M,worse,Medium,Housing Starts,0.95M,,38
1325,,USD,2008-09-17 09:00:00,,,Medium,FOMC Member Duke Speaks,,,38
1326,-6.3M,USD,2008-09-17 09:35:00,-4.3M,,Medium,Crude Oil Inventories,-5.9M,,38
1327,1.2%,JPY,2008-09-17 18:50:00,0.4%,better,Medium,Tertiary Industry Activity m/m,-1.0%,worse,38
1328,,AUD,2008-09-17 20:30:00,,,Low,RBA Bulletin,,,38
1329,,JPY,2008-09-18 00:00:00,,,Medium,BOJ Monthly Report,,,38
1330,1.43B,CHF,2008-09-18 01:15:00,1.00B,better,Low,Trade Balance,2.29B,worse,38
1331,,GBP,2008-09-18 03:00:00,,,Medium,MPC Member Dale Speaks,,,38
1332,,JPY,2008-09-18 03:00:00,,,Medium,BOJ Gov Shirakawa Speaks,,,38
1333,1.2%,GBP,2008-09-18 03:30:00,-0.4%,better,High,Retail Sales m/m,0.9%,better,38
1334,10.4B,GBP,2008-09-18 03:30:00,8.8B,worse,Low,Public Sector Net Borrowing,-4.8B,,38
1335,1.4%,GBP,2008-09-18 03:33:00,0.7%,better,Low,M4 Money Supply m/m,0.9%,,38
1336,4.58|1.3,EUR,2008-09-18 04:43:00,,,Low,Spanish 10-y Bond Auction,4.74|1.4,,38
1337,2.75%,CHF,2008-09-18 07:00:00,2.75%,,High,Libor Rate,2.75%,,38
1338,,CHF,2008-09-18 07:00:00,,,High,SNB Monetary Policy Assessment,,,38
1339,2.3%,CAD,2008-09-18 07:30:00,0.6%,better,Medium,Wholesale Sales m/m,0.1%,worse,38
1340,0.2%,CAD,2008-09-18 07:30:00,0.0%,better,Low,Leading Index m/m,0.0%,,38
1341,455K,USD,2008-09-18 07:30:00,440K,worse,Medium,Unemployment Claims,445K,,38
1342,3.8,USD,2008-09-18 09:00:00,-10.0,better,Medium,Philly Fed Manufacturing Index,-12.7,,38
1343,-0.5%,USD,2008-09-18 09:00:00,-0.2%,worse,Low,CB Leading Index m/m,-0.7%,,38
1344,67B,USD,2008-09-18 09:35:00,61B,,Low,Natural Gas Storage,58B,,38
1345,-3.91B,NZD,2008-09-18 17:45:00,-3.42B,worse,High,Current Account,-2.11B,,38
1346,-0.5%,NZD,2008-09-18 17:45:00,,,Low,Visitor Arrivals m/m,2.2%,,38
1347,,CAD,2008-09-18 19:15:00,,,Medium,Gov Council Member Murray Speaks,,,38
1348,2.5%,NZD,2008-09-18 22:00:00,,,Low,Credit Card Spending y/y,4.2%,better,38
1349,-0.6%,EUR,2008-09-19 01:00:00,-0.4%,worse,Medium,German PPI m/m,2.0%,,38
1350,,USD,2008-09-19 09:00:00,,,High,Treasury Sec Paulson Speaks,,,38
1351,,AUD,2008-09-07 18:00:00,,,High,RBA Gov Stevens Speaks,,,37
1352,1.8%,JPY,2008-09-07 18:50:00,,,Low,Bank Lending y/y,1.8%,,37
1353,2.4%,JPY,2008-09-07 18:50:00,2.1%,better,Low,M2 Money Stock y/y,2.1%,,37
1354,-4.9%,AUD,2008-09-07 20:30:00,,,Medium,ANZ Job Advertisements m/m,-0.3%,,37
1355,28.3,JPY,2008-09-08 00:00:00,29.7,worse,Low,Economy Watchers Sentiment,29.3,,37
1356,2.5%,CHF,2008-09-08 00:45:00,2.5%,,Low,Unemployment Rate,2.5%,,37
1357,-20.2,EUR,2008-09-08 03:30:00,-18.4,worse,Low,Sentix Investor Confidence,-15.3,,37
1358,-2.0%,GBP,2008-09-08 03:30:00,-1.2%,worse,High,PPI Input m/m,-1.4%,worse,37
1359,-0.6%,GBP,2008-09-08 03:30:00,0.1%,worse,Low,PPI Output m/m,0.5%,,37
1360,1.8%,CAD,2008-09-08 07:30:00,-1.0%,better,High,Building Permits m/m,-5.3%,,37
1361,,USD,2008-09-08 12:00:00,,,Medium,FOMC Member Fisher Speaks,,,37
1362,4.6B,USD,2008-09-08 14:00:00,8.6B,worse,Low,Consumer Credit m/m,11.0B,worse,37
1363,-1.0%,GBP,2008-09-08 18:01:00,,,Medium,BRC Retail Sales Monitor y/y,-0.9%,,37
1364,-81%,GBP,2008-09-08 18:01:00,-85%,better,Medium,RICS House Price Balance,-83%,better,37
1365,-0.2%,AUD,2008-09-08 20:30:00,0.0%,worse,High,Home Loans m/m,-1.7%,better,37
1366,1.4%,AUD,2008-09-08 20:30:00,0.5%,better,High,Retail Sales m/m,-1.0%,,37
1367,-7,AUD,2008-09-08 20:30:00,,,Low,NAB Business Confidence,-9,,37
1368,11.8B,EUR,2008-09-09 01:00:00,17.5B,worse,Low,German Trade Balance,18.2B,,37
1369,-14.2%,JPY,2008-09-09 01:03:00,,,Low,Prelim Machine Tool Orders y/y,-8.9%,,37
1370,,All,2008-09-09 00:00:00,,,Low,OPEC Meetings,,,37
1371,-0.2%,GBP,2008-09-09 03:30:00,-0.1%,worse,High,Manufacturing Production m/m,-0.4%,better,37
1372,-0.4%,GBP,2008-09-09 03:30:00,-0.1%,worse,Low,Industrial Production m/m,-0.1%,better,37
1373,91.1,USD,2008-09-09 06:30:00,,,Low,NFIB Small Business Index,88.2,,37
1374,211K,CAD,2008-09-09 07:15:00,194K,better,High,Housing Starts,187K,,37
1375,,USD,2008-09-09 08:00:00,,,Medium,Fed Chairman Bernanke Speaks,,,37
1376,-3.2%,USD,2008-09-09 09:00:00,-1.2%,worse,High,Pending Home Sales m/m,5.8%,better,37
1377,1.4%,USD,2008-09-09 09:00:00,0.7%,worse,Low,Final Wholesale Inventories m/m,0.9%,better,37
1378,45.8,USD,2008-09-09 09:00:00,43.9,better,Low,IBD/TIPP Economic Optimism,42.8,,37
1379,3.42M,USD,2008-09-09 09:00:00,,,Low,JOLTS Job Openings,3.50M,worse,37
1380,-0.5%,NZD,2008-09-09 17:45:00,-1.7%,better,Low,Overseas Trade Index q/q,4.1%,,37
1381,-0.2%,GBP,2008-09-09 18:01:00,,,Low,NIESR GDP Estimate,-0.1%,worse,37
1382,1.56T,JPY,2008-09-09 18:50:00,1.34T,better,Low,Current Account,1.29T,,37
1383,7.2%,JPY,2008-09-09 18:50:00,7.2%,,Low,PPI y/y,7.3%,better,37
1384,7.0%,AUD,2008-09-09 19:30:00,,,Medium,Westpac Consumer Sentiment,9.1%,,37
1385,4.9%,CNY,2008-09-09 21:00:00,5.4%,worse,Medium,CPI y/y,6.3%,,37
1386,27.4%,CNY,2008-09-09 21:00:00,27.2%,,Medium,Fixed Asset Investment ytd/y,27.3%,,37
1387,10.1%,CNY,2008-09-09 21:00:00,9.8%,better,Medium,PPI y/y,10.0%,,37
1388,28.7B,CNY,2008-09-09 22:30:00,23.4B,better,High,USD-Denominated Trade Balance,25.3B,,37
1389,91.6%,JPY,2008-09-10 00:00:00,91.8%,,Low,Leading Indicators,91.0%,,37
1390,1.2%,EUR,2008-09-10 01:45:00,0.1%,better,Medium,French Industrial Production m/m,-0.6%,worse,37
1391,-4.8B,EUR,2008-09-10 01:45:00,-5.1B,better,Low,French Trade Balance,-5.4B,better,37
1392,,EUR,2008-09-10 02:00:00,,,High,ECB President Trichet Speaks,,,37
1393,,All,2008-09-10 00:00:00,,,Low,OPEC Meetings,,,37
1394,-7.7B,GBP,2008-09-10 03:30:00,-7.5B,worse,Medium,Goods Trade Balance,-8.0B,worse,37
1395,41.6%,CNY,2008-09-10 03:50:00,,,Low,Foreign Direct Investment ytd/y,44.5%,,37
1396,,CHF,2008-09-10 05:15:00,,,Medium,Gov Board Member Hildebrand Speaks,,,37
1397,-0.2%,CAD,2008-09-10 07:30:00,0.1%,better,Medium,Labor Productivity q/q,-0.6%,better,37
1398,,CHF,2008-09-10 08:00:00,,,Medium,Gov Board Member Jordan Speaks,,,37
1399,-0.7%,GBP,2008-09-10 09:30:00,,,Low,CB Leading Index m/m,-1.0%,,37
1400,-5.9M,USD,2008-09-10 09:35:00,-4.6M,,Medium,Crude Oil Inventories,-1.9M,,37
1401,7.50%,NZD,2008-09-10 16:00:00,7.75%,worse,High,Official Cash Rate,8.00%,,37
1402,,NZD,2008-09-10 16:00:00,,,High,RBNZ Press Conference,,,37
1403,,NZD,2008-09-10 16:00:00,,,High,RBNZ Rate Statement,,,37
