,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
883,4.2%,NZD,2015-10-20 16:45:00,,,Low,Visitor Arrivals m/m,0.5%,better,43
884,-0.4%,AUD,2015-10-20 18:00:00,,,Low,CB Leading Index m/m,0.3%,,43
885,0.1%,AUD,2015-10-20 18:30:00,,,Low,MI Leading Index m/m,-0.3%,,43
886,-0.36T,JPY,2015-10-20 18:50:00,-0.07T,worse,Low,Trade Balance,-0.37T,,43
887,7.3%,NZD,2015-10-20 21:00:00,,,Low,Credit Card Spending y/y,10.4%,,43
888,-0.2%,JPY,2015-10-20 23:30:00,-0.1%,,Low,All Industries Activity m/m,-0.1%,worse,43
889,8.6B,GBP,2015-10-21 03:30:00,9.1B,better,Medium,Public Sector Net Borrowing,10.8B,better,43
890,,CAD,2015-10-21 09:00:00,,,High,BOC Monetary Policy Report,,,43
891,,CAD,2015-10-21 09:00:00,,,High,BOC Rate Statement,,,43
892,0.50%,CAD,2015-10-21 09:00:00,0.50%,,High,Overnight Rate,0.50%,,43
893,8.0M,USD,2015-10-21 09:30:00,3.5M,,Medium,Crude Oil Inventories,7.6M,,43
894,,CAD,2015-10-21 10:15:00,,,High,BOC Press Conference,,,43
895,,GBP,2015-10-21 12:00:00,,,High,BOE Gov Carney Speaks,,,43
896,,USD,2015-10-21 12:30:00,,,Medium,FOMC Member Powell Speaks,,,43
897,,AUD,2015-10-21 16:30:00,,,Low,RBA Annual Report,,,43
898,,AUD,2015-10-21 17:45:00,,,Medium,RBA Assist Gov Edey Speaks,,,43
899,0,AUD,2015-10-21 19:30:00,,,Medium,NAB Quarterly Business Confidence,4,,43
900,21.2%,EUR,2015-10-22 02:00:00,21.9%,better,Medium,Spanish Unemployment Rate,22.4%,,43
901,,GBP,2015-10-22 03:20:00,,,Medium,MPC Member Cunliffe Speaks,,,43
902,1.9%,GBP,2015-10-22 03:30:00,0.3%,better,High,Retail Sales m/m,-0.4%,worse,43
903,0.05%,EUR,2015-10-22 06:45:00,0.05%,,High,Main Refinancing Rate,0.05%,,43
904,0.0%,CAD,2015-10-22 07:30:00,0.2%,worse,High,Core Retail Sales m/m,0.1%,better,43
905,0.5%,CAD,2015-10-22 07:30:00,0.1%,better,Medium,Retail Sales m/m,0.6%,better,43
906,,EUR,2015-10-22 07:30:00,,,High,ECB Press Conference,,,43
907,259K,USD,2015-10-22 07:30:00,266K,better,High,Unemployment Claims,256K,,43
908,0.3%,USD,2015-10-22 08:00:00,0.4%,worse,Low,HPI m/m,0.5%,worse,43
909,-8,EUR,2015-10-22 09:00:00,-7,worse,Low,Consumer Confidence,-7,,43
910,5.55M,USD,2015-10-22 09:00:00,5.38M,better,Medium,Existing Home Sales,5.30M,,43
911,-0.2%,USD,2015-10-22 09:00:00,0.0%,worse,Low,CB Leading Index m/m,0.0%,worse,43
912,81B,USD,2015-10-22 09:30:00,89B,,Low,Natural Gas Storage,100B,,43
913,52.5,JPY,2015-10-22 20:35:00,50.6,better,Low,Flash Manufacturing PMI,51.0,,43
914,1.6%,CNY,2015-10-22 21:00:00,,,Low,CB Leading Index m/m,1.0%,,43
915,50.7,EUR,2015-10-23 02:00:00,50.2,better,High,French Flash Manufacturing PMI,50.6,,43
916,52.3,EUR,2015-10-23 02:00:00,51.9,better,Medium,French Flash Services PMI,51.9,better,43
917,51.6,EUR,2015-10-23 02:30:00,51.8,,High,German Flash Manufacturing PMI,52.3,,43
918,55.2,EUR,2015-10-23 02:30:00,54.0,better,Medium,German Flash Services PMI,54.1,,43
919,52.0,EUR,2015-10-23 03:00:00,51.8,,Medium,Flash Manufacturing PMI,52.0,,43
920,54.2,EUR,2015-10-23 03:00:00,53.6,better,Medium,Flash Services PMI,53.7,,43
921,0.3%,EUR,2015-10-23 04:00:00,0.3%,,Low,Italian Retail Sales m/m,0.3%,worse,43
922,0.2%,CAD,2015-10-23 07:30:00,0.3%,worse,High,Core CPI m/m,0.2%,,43
923,-0.2%,CAD,2015-10-23 07:30:00,-0.1%,worse,Medium,CPI m/m,0.0%,,43
924,-4.0,EUR,2015-10-23 08:00:00,-6.6,better,Low,Belgian NBB Business Climate,-6.8,,43
925,54.0,USD,2015-10-23 08:45:00,52.8,better,Low,Flash Manufacturing PMI,53.1,,43
926,,CHF,2015-10-24 21:00:00,,,Non-Economic,Daylight Saving Time Shift,,,43
927,,EUR,2015-10-24 21:00:00,,,Non-Economic,Daylight Saving Time Shift,,,43
928,,GBP,2015-10-24 21:00:00,,,Non-Economic,Daylight Saving Time Shift,,,43
929,,All,2015-10-11 00:00:00,,,Low,IMF Meetings,,,42
930,,JPY,2015-10-11 00:00:00,,,Non-Economic,Bank Holiday,,,42
931,9.0%,CNY,2015-10-12 04:26:00,,,Low,Foreign Direct Investment ytd/y,9.2%,,42
932,,CAD,2015-10-12 00:00:00,,,Non-Economic,Bank Holiday,,,42
933,,USD,2015-10-12 00:00:00,,,Non-Economic,Bank Holiday,,,42
934,,USD,2015-10-12 07:10:00,,,Medium,FOMC Member Lockhart Speaks,,,42
935,,GBP,2015-10-12 08:00:00,,,Medium,MPC Member Weale Speaks,,,42
936,0.2%,GBP,2015-10-12 08:30:00,,,Low,CB Leading Index m/m,-0.2%,better,42
937,,USD,2015-10-12 09:30:00,,,Medium,FOMC Member Evans Speaks,,,42
938,,CAD,2015-10-12 12:20:00,,,High,BOC Gov Poloz Speaks,,,42
939,,USD,2015-10-12 15:30:00,,,Medium,FOMC Member Brainard Speaks,,,42
940,,AUD,2015-10-12 16:40:00,,,Medium,RBA Deputy Gov Lowe Speaks,,,42
941,-0.5%,NZD,2015-10-12 16:45:00,,,Low,FPI m/m,-0.5%,,42
942,2.6%,GBP,2015-10-12 18:01:00,,,Low,BRC Retail Sales Monitor y/y,-1.0%,,42
943,,JPY,2015-10-12 18:50:00,,,Medium,Monetary Policy Meeting Minutes,,,42
944,2.6%,JPY,2015-10-12 18:50:00,,,Low,Bank Lending y/y,2.7%,,42
945,5,AUD,2015-10-12 19:30:00,,,High,NAB Business Confidence,1,,42
946,376B,CNY,2015-10-12 21:00:00,292B,better,High,Trade Balance,368B,,42
947,60.3B,CNY,2015-10-12 22:08:00,46.9B,better,Low,USD-Denominated Trade Balance,60.2B,,42
948,40.6,JPY,2015-10-13 00:00:00,41.6,worse,Low,Consumer Confidence,41.7,,42
949,-19.1%,JPY,2015-10-13 00:58:00,,,Low,Prelim Machine Tool Orders y/y,-16.5%,,42
950,-0.2%,EUR,2015-10-13 01:00:00,-0.2%,,Low,German Final CPI m/m,-0.2%,,42
951,-0.6%,EUR,2015-10-13 01:00:00,-0.3%,worse,Low,German WPI m/m,-0.8%,,42
952,-0.1%,CHF,2015-10-13 02:15:00,-0.1%,,Medium,PPI m/m,-0.7%,,42
953,-0.1%,GBP,2015-10-13 03:30:00,0.0%,worse,High,CPI y/y,0.0%,,42
954,,GBP,2015-10-13 03:30:00,,,Medium,BOE Credit Conditions Survey,,,42
955,0.6%,GBP,2015-10-13 03:30:00,0.2%,better,Medium,PPI Input m/m,-3.0%,worse,42
956,0.8%,GBP,2015-10-13 03:30:00,1.0%,worse,Medium,RPI y/y,1.1%,,42
957,1.0%,GBP,2015-10-13 03:30:00,1.1%,worse,Low,Core CPI y/y,1.0%,,42
958,5.2%,GBP,2015-10-13 03:30:00,5.5%,worse,Low,ONS HPI y/y,5.2%,,42
959,-0.1%,GBP,2015-10-13 03:30:00,-0.2%,,Low,PPI Output m/m,-0.5%,,42
960,1.9,EUR,2015-10-13 04:00:00,6.8,worse,High,German ZEW Economic Sentiment,12.1,,42
961,30.1,EUR,2015-10-13 04:00:00,30.1,,Medium,ZEW Economic Sentiment,33.3,,42
962,,GBP,2015-10-13 04:00:00,,,Medium,MPC Member Vlieghe Speaks,,,42
963,,GBP,2015-10-13 05:00:00,,,Medium,MPC Member McCafferty Speaks,,,42
964,96.1,USD,2015-10-13 05:00:00,95.6,,Low,NFIB Small Business Index,95.9,,42
965,,GBP,2015-10-13 12:00:00,,,Medium,MPC Member Haldane Speaks,,,42
966,,NZD,2015-10-13 15:10:00,,,High,RBNZ Gov Wheeler Speaks,,,42
967,4.2%,AUD,2015-10-13 18:30:00,,,Medium,Westpac Consumer Sentiment,-5.6%,,42
968,3.8%,JPY,2015-10-13 18:50:00,4.3%,worse,Low,M2 Money Stock y/y,4.2%,,42
969,-3.9%,JPY,2015-10-13 18:50:00,-3.9%,,Low,PPI y/y,-3.6%,,42
970,1.6%,CNY,2015-10-13 20:30:00,1.8%,worse,High,CPI y/y,2.0%,,42
971,-5.9%,CNY,2015-10-13 20:30:00,-5.9%,,Medium,PPI y/y,-5.9%,,42
972,-0.4%,EUR,2015-10-14 01:45:00,-0.4%,,Low,French Final CPI m/m,0.3%,,42
973,3.0%,GBP,2015-10-14 03:30:00,3.1%,worse,High,Average Earnings Index 3m/y,2.9%,,42
974,4.6K,GBP,2015-10-14 03:30:00,-2.3K,worse,High,Claimant Count Change,1.2K,,42
975,5.4%,GBP,2015-10-14 03:30:00,5.5%,better,Medium,Unemployment Rate,5.5%,,42
976,18.3,CHF,2015-10-14 04:00:00,,,Low,Credit Suisse Economic Expectations,9.7,,42
977,-0.5%,EUR,2015-10-14 04:00:00,-0.4%,worse,Low,Industrial Production m/m,0.8%,better,42
978,-0.3%,USD,2015-10-14 07:30:00,-0.1%,worse,High,Core Retail Sales m/m,-0.1%,worse,42
979,-0.5%,USD,2015-10-14 07:30:00,-0.2%,worse,High,PPI m/m,0.0%,,42
980,0.1%,USD,2015-10-14 07:30:00,0.2%,worse,High,Retail Sales m/m,0.0%,worse,42
981,-0.3%,USD,2015-10-14 07:30:00,0.1%,worse,Medium,Core PPI m/m,0.3%,,42
982,0.0%,USD,2015-10-14 09:00:00,0.1%,better,Low,Business Inventories m/m,0.0%,better,42
983,,USD,2015-10-14 13:00:00,,,Low,Beige Book,,,42
984,55.4,NZD,2015-10-14 16:30:00,,,Low,Business NZ Manufacturing Index,55.1,,42
985,3.5%,AUD,2015-10-14 19:00:00,,,Medium,MI Inflation Expectations,3.2%,,42
986,-5.1K,AUD,2015-10-14 19:30:00,7.2K,worse,High,Employment Change,18.1K,,42
987,6.2%,AUD,2015-10-14 19:30:00,6.2%,,High,Unemployment Rate,6.2%,,42
988,5.5%,AUD,2015-10-14 19:30:00,,,Low,New Motor Vehicle Sales m/m,-1.7%,,42
989,-1.2%,JPY,2015-10-14 23:30:00,-0.5%,worse,Low,Revised Industrial Production m/m,-0.5%,,42
990,0.1%,JPY,2015-10-14 23:30:00,0.0%,,Low,Tertiary Industry Activity m/m,0.2%,,42
991,13.1%,CNY,2015-10-15 03:00:00,13.1%,,Low,M2 Money Supply y/y,13.3%,,42
992,1050B,CNY,2015-10-15 03:00:00,900B,better,Low,New Loans,810B,,42
993,1.77|2.2,EUR,2015-10-15 03:48:00,,,Low,Spanish 10-y Bond Auction,1.84|1.8,,42
994,-0.2%,USD,2015-10-15 07:30:00,-0.2%,,High,CPI m/m,-0.1%,,42
995,0.2%,USD,2015-10-15 07:30:00,0.1%,better,High,Core CPI m/m,0.1%,,42
996,255K,USD,2015-10-15 07:30:00,269K,better,High,Unemployment Claims,262K,,42
997,-11.4,USD,2015-10-15 07:30:00,-7.3,worse,Medium,Empire State Manufacturing Index,-14.7,,42
998,-4.5,USD,2015-10-15 09:00:00,-1.8,worse,High,Philly Fed Manufacturing Index,-6.0,,42
999,,USD,2015-10-15 09:30:00,,,Medium,FOMC Member Dudley Speaks,,,42
1000,100B,USD,2015-10-15 09:30:00,92B,,Low,Natural Gas Storage,95B,,42
1001,7.6M,USD,2015-10-15 10:00:00,2.2M,,Medium,Crude Oil Inventories,3.1M,,42
1002,91.1B,USD,2015-10-15 14:26:00,93.8B,,Low,Federal Budget Balance,-64.4B,,42
1003,0.3%,NZD,2015-10-15 16:45:00,0.2%,better,High,CPI q/q,0.4%,,42
1004,,AUD,2015-10-15 19:30:00,,,Medium,RBA Financial Stability Review,,,42
1005,,JPY,2015-10-16 01:35:00,,,High,BOJ Gov Kuroda Speaks,,,42
1006,1.85B,EUR,2015-10-16 03:00:00,4.23B,worse,Low,Italian Trade Balance,8.07B,,42
1007,-0.1%,EUR,2015-10-16 04:00:00,-0.1%,,Medium,Final CPI y/y,-0.1%,,42
1008,0.9%,EUR,2015-10-16 04:00:00,0.9%,,Low,Final Core CPI y/y,0.9%,,42
1009,19.8B,EUR,2015-10-16 04:00:00,22.2B,worse,Low,Trade Balance,22.4B,,42
1010,,GBP,2015-10-16 05:30:00,,,Medium,MPC Member Forbes Speaks,,,42
1011,-0.2%,CAD,2015-10-16 07:30:00,-0.8%,better,High,Manufacturing Sales m/m,1.7%,,42
1012,3.11B,CAD,2015-10-16 07:30:00,2.21B,better,Medium,Foreign Securities Purchases,-10.09B,,42
1013,77.5%,USD,2015-10-16 08:15:00,77.4%,,Medium,Capacity Utilization Rate,77.8%,better,42
1014,-0.2%,USD,2015-10-16 08:15:00,-0.2%,,Medium,Industrial Production m/m,-0.1%,better,42
1015,92.1,USD,2015-10-16 09:00:00,88.8,better,High,Prelim UoM Consumer Sentiment,87.2,better,42
1016,5.37M,USD,2015-10-16 09:00:00,5.77M,worse,Medium,JOLTS Job Openings,5.67M,worse,42
1017,2.7%,USD,2015-10-16 09:00:00,,,Low,Prelim UoM Inflation Expectations,2.8%,,42
1018,20.4B,USD,2015-10-16 15:00:00,24.3B,worse,Low,TIC Long-Term Purchases,7.7B,,42
1019,,AUD,2015-10-04 00:00:00,,,Non-Economic,Bank Holiday,,,41
1020,52.3,AUD,2015-10-04 17:30:00,,,Low,AIG Services Index,55.6,,41
1021,0.3%,AUD,2015-10-04 18:30:00,,,Low,MI Inflation Gauge m/m,0.1%,,41
1022,,CNY,2015-10-04 00:00:00,,,Non-Economic,Bank Holiday,,,41
1023,3.9%,AUD,2015-10-04 19:30:00,,,Medium,ANZ Job Advertisements m/m,1.3%,better,41
1024,0.5%,JPY,2015-10-04 20:30:00,0.7%,worse,Low,Average Cash Earnings y/y,0.9%,better,41
1025,55.1,EUR,2015-10-05 02:15:00,59.7,worse,Low,Spanish Services PMI,59.6,,41
1026,53.3,EUR,2015-10-05 02:45:00,54.8,worse,Low,Italian Services PMI,54.6,,41
1027,51.9,EUR,2015-10-05 02:50:00,51.2,better,Low,French Final Services PMI,51.2,,41
1028,54.1,EUR,2015-10-05 02:55:00,54.4,,Low,German Final Services PMI,54.3,,41
1029,53.7,EUR,2015-10-05 03:00:00,54.0,,Low,Final Services PMI,54.0,,41
1030,11.7,EUR,2015-10-05 03:30:00,12.2,worse,Low,Sentix Investor Confidence,13.6,,41
1031,53.3,GBP,2015-10-05 03:30:00,56.4,worse,High,Services PMI,55.6,,41
1032,0.0%,EUR,2015-10-05 04:00:00,-0.1%,better,Low,Retail Sales m/m,0.6%,better,41
1033,,EUR,2015-10-05 00:00:00,,,Medium,Eurogroup Meetings,,,41
1034,55.1,USD,2015-10-05 08:45:00,55.7,worse,Low,Final Services PMI,55.6,,41
1035,56.9,USD,2015-10-05 09:00:00,58.0,worse,High,ISM Non-Manufacturing PMI,59.0,,41
1036,0.0,USD,2015-10-05 09:00:00,,,Low,Labor Market Conditions Index m/m,1.2,worse,41
1037,-14,NZD,2015-10-05 16:00:00,,,High,NZIER Business Confidence,5,,41
1038,,CNY,2015-10-05 00:00:00,,,Non-Economic,Bank Holiday,,,41
1039,-3.10B,AUD,2015-10-05 19:30:00,-2.48B,worse,High,Trade Balance,-2.79B,worse,41
1040,2.00%,AUD,2015-10-05 22:30:00,2.00%,,High,Cash Rate,2.00%,,41
1041,,AUD,2015-10-05 22:30:00,,,High,RBA Rate Statement,,,41
1042,-1.8%,EUR,2015-10-06 01:00:00,0.5%,worse,Medium,German Factory Orders m/m,-2.2%,worse,41
1043,-0.9%,GBP,2015-10-06 02:00:00,0.1%,worse,Medium,Halifax HPI m/m,2.7%,,41
1044,0.1%,CHF,2015-10-06 02:15:00,0.1%,,Low,CPI m/m,-0.2%,,41
1045,51.9,EUR,2015-10-06 03:10:00,,,Low,Retail PMI,51.4,,41
1046,-10.9B,GBP,2015-10-06 03:30:00,-12.5B,better,Low,Housing Equity Withdrawal q/q,-12.1B,better,41
1047,,EUR,2015-10-06 00:00:00,,,Medium,ECOFIN Meetings,,,41
1048,,EUR,2015-10-06 00:00:00,,,Medium,Eurogroup Meetings,,,41
1049,-2.5B,CAD,2015-10-06 07:30:00,-1.1B,worse,High,Trade Balance,-0.8B,worse,41
1050,-48.3B,USD,2015-10-06 07:30:00,-47.6B,,High,Trade Balance,-41.8B,,41
1051,53.7,CAD,2015-10-06 09:00:00,54.1,worse,Medium,Ivey PMI,58.0,,41
1052,47.3,USD,2015-10-06 09:00:00,44.6,better,Low,IBD/TIPP Economic Optimism,42.0,,41
1053,9.9%,NZD,2015-10-06 09:49:00,,,High,GDT Price Index,16.5%,,41
1054,,EUR,2015-10-06 12:00:00,,,High,ECB President Draghi Speaks,,,41
1055,,USD,2015-10-06 16:30:00,,,Medium,FOMC Member Williams Speaks,,,41
1056,51.9,AUD,2015-10-06 17:28:00,,,Low,AIG Construction Index,53.8,,41
1057,-1.9%,GBP,2015-10-06 18:01:00,,,Low,BRC Shop Price Index y/y,-1.4%,,41
1058,,CNY,2015-10-06 00:00:00,,,Non-Economic,Bank Holiday,,,41
1059,,JPY,2015-10-06 22:00:00,,,High,Monetary Policy Statement,,,41
1060,103.5%,JPY,2015-10-07 00:00:00,103.4%,,Low,Leading Indicators,105.0%,,41
1061,-1.2%,EUR,2015-10-07 01:00:00,0.3%,worse,Low,German Industrial Production m/m,1.2%,better,41
1062,,JPY,2015-10-07 01:31:00,,,High,BOJ Press Conference,,,41
1063,-3.0B,EUR,2015-10-07 01:45:00,-3.6B,better,Low,French Trade Balance,-3.2B,,41
1064,542B,CHF,2015-10-07 02:00:00,,,Medium,Foreign Currency Reserves,540B,,41
1065,,AUD,2015-10-07 02:05:00,,,Medium,RBA Assist Gov Debelle Speaks,,,41
1066,0.5%,GBP,2015-10-07 03:30:00,0.4%,better,High,Manufacturing Production m/m,-0.7%,better,41
1067,1.0%,GBP,2015-10-07 03:30:00,0.3%,better,Low,Industrial Production m/m,-0.3%,better,41
1068,0.62|1.1,EUR,2015-10-07 04:32:00,,,Low,German 10-y Bond Auction,0.69|1.2,,41
1069,-3.7%,CAD,2015-10-07 07:30:00,0.5%,worse,High,Building Permits m/m,0.7%,better,41
1070,0.5%,GBP,2015-10-07 09:00:00,,,Medium,NIESR GDP Estimate,0.5%,,41
1071,3.1M,USD,2015-10-07 09:30:00,2.2M,,Medium,Crude Oil Inventories,4.0M,,41
1072,2.07|2.6,USD,2015-10-07 12:01:00,,,Low,10-y Bond Auction,2.24|2.7,,41
1073,16.0B,USD,2015-10-07 14:00:00,18.8B,worse,Low,Consumer Credit m/m,18.9B,,41
1074,44%,GBP,2015-10-07 18:01:00,54%,worse,Low,RICS House Price Balance,53%,,41
1075,-5.7%,JPY,2015-10-07 18:50:00,3.3%,worse,Medium,Core Machinery Orders m/m,-3.6%,,41
1076,1.59T,JPY,2015-10-07 18:50:00,1.28T,better,Medium,Current Account,1.32T,,41
1077,1.35|3.3,JPY,2015-10-07 22:45:00,,,Low,30-y Bond Auction,1.41|3.1,,41
1078,,JPY,2015-10-08 00:00:00,,,Low,BOJ Monthly Report,,,41
1079,47.5,JPY,2015-10-08 00:00:00,48.6,worse,Low,Economy Watchers Sentiment,49.3,,41
1080,3.4%,CHF,2015-10-08 00:45:00,3.4%,,Low,Unemployment Rate,3.3%,,41
1081,19.6B,EUR,2015-10-08 01:00:00,20.2B,worse,Low,German Trade Balance,22.4B,,41
1082,1-0-8,GBP,2015-10-08 06:00:00,1-0-8,,High,MPC Official Bank Rate Votes,1-0-8,,41
1083,,GBP,2015-10-08 06:00:00,,,High,Monetary Policy Summary,,,41
1084,0.50%,GBP,2015-10-08 06:00:00,0.50%,,High,Official Bank Rate,0.50%,,41
1085,375B,GBP,2015-10-08 06:00:00,375B,,Medium,Asset Purchase Facility,375B,,41
1086,0-0-9,GBP,2015-10-08 06:00:00,0-0-9,,Medium,MPC Asset Purchase Facility Votes,0-0-9,,41
1087,,EUR,2015-10-08 06:30:00,,,Medium,ECB Monetary Policy Meeting Accounts,,,41
1088,231K,CAD,2015-10-08 07:13:00,202K,better,Low,Housing Starts,214K,worse,41
1089,0.3%,CAD,2015-10-08 07:30:00,0.2%,better,Medium,NHPI m/m,0.1%,,41
1090,263K,USD,2015-10-08 07:30:00,274K,better,High,Unemployment Claims,276K,,41
1091,95B,USD,2015-10-08 09:30:00,101B,,Low,Natural Gas Storage,98B,,41
1092,2.91|2.5,USD,2015-10-08 12:03:00,,,Low,30-y Bond Auction,2.98|2.5,,41
1093,,GBP,2015-10-08 13:00:00,,,High,BOE Gov Carney Speaks,,,41
1094,,USD,2015-10-08 13:00:00,,,High,FOMC Meeting Minutes,,,41
1095,,USD,2015-10-08 14:30:00,,,Medium,FOMC Member Williams Speaks,,,41
1096,2.9%,AUD,2015-10-08 19:30:00,4.9%,worse,Medium,Home Loans m/m,-0.3%,worse,41
1097,-89.7B,EUR,2015-10-09 01:45:00,,,Low,French Gov Budget Balance,-79.8B,,41
1098,1.6%,EUR,2015-10-09 01:45:00,0.6%,better,Low,French Industrial Production m/m,-1.1%,worse,41
1099,-0.5%,EUR,2015-10-09 03:00:00,-0.3%,worse,Low,Italian Industrial Production m/m,1.1%,,41
1100,-11.1B,GBP,2015-10-09 03:30:00,-10.0B,worse,Medium,Goods Trade Balance,-12.2B,worse,41
1101,-4.3%,GBP,2015-10-09 03:30:00,1.0%,worse,Low,Construction Output m/m,-1.0%,,41
1102,12.1K,CAD,2015-10-09 07:30:00,10.5K,better,High,Employment Change,12.0K,,41
1103,7.1%,CAD,2015-10-09 07:30:00,6.9%,worse,High,Unemployment Rate,7.0%,,41
1104,-0.1%,USD,2015-10-09 07:30:00,-0.5%,better,Medium,Import Prices m/m,-1.6%,better,41
1105,,USD,2015-10-09 08:10:00,,,Medium,FOMC Member Lockhart Speaks,,,41
1106,0.1%,USD,2015-10-09 09:00:00,0.1%,,Low,Final Wholesale Inventories m/m,-0.3%,better,41
1107,,All,2015-10-09 00:00:00,,,Low,IMF Meetings,,,41
1108,,CAD,2015-10-09 09:30:00,,,Medium,BOC Business Outlook Survey,,,41
1109,,USD,2015-10-09 12:10:00,,,Medium,FOMC Member Evans Speaks,,,41
1110,,EUR,2015-10-09 16:15:00,,,Medium,German Buba President Weidmann Speaks,,,41
1111,,All,2015-10-10 00:00:00,,,Low,IMF Meetings,,,41
1112,,CAD,2015-10-10 13:45:00,,,High,BOC Gov Poloz Speaks,,,41
1113,,GBP,2015-10-10 14:30:00,,,Medium,MPC Member Shafik Speaks,,,41
1114,,GBP,2015-09-28 02:00:00,,,Medium,MPC Member Cunliffe Speaks,,,40
1115,,USD,2015-09-28 04:15:00,,,Medium,FOMC Member Tarullo Speaks,,,40
1116,,USD,2015-09-28 07:30:00,,,High,FOMC Member Dudley Speaks,,,40
1117,0.1%,USD,2015-09-28 07:30:00,0.1%,,Medium,Core PCE Price Index m/m,0.1%,,40
1118,0.4%,USD,2015-09-28 07:30:00,0.3%,better,Medium,Personal Spending m/m,0.4%,better,40
1119,0.3%,USD,2015-09-28 07:30:00,0.4%,worse,Low,Personal Income m/m,0.5%,better,40
1120,-1.4%,USD,2015-09-28 09:00:00,0.4%,worse,Medium,Pending Home Sales m/m,0.5%,,40
1121,,USD,2015-09-28 12:30:00,,,Medium,FOMC Member Evans Speaks,,,40
1122,,USD,2015-09-28 16:00:00,,,Medium,FOMC Member Williams Speaks,,,40
1123,-1.5%,EUR,2015-09-29 01:00:00,-1.4%,worse,Low,German Import Prices m/m,-0.7%,,40
1124,-0.2%,EUR,2015-09-29 00:00:00,-0.1%,worse,Medium,German Prelim CPI m/m,0.0%,,40
1125,-0.9%,EUR,2015-09-29 02:00:00,-0.6%,worse,Medium,Spanish Flash CPI y/y,-0.4%,,40
1126,4.3B,GBP,2015-09-29 03:30:00,4.1B,better,Medium,Net Lending to Individuals m/m,4.0B,,40
1127,-0.4%,GBP,2015-09-29 03:30:00,0.7%,worse,Low,M4 Money Supply m/m,1.0%,,40
1128,71K,GBP,2015-09-29 03:30:00,70K,,Low,Mortgage Approvals,69K,,40
1129,1.82|1.3,EUR,2015-09-29 04:21:00,,,Low,Italian 10-y Bond Auction,1.95|1.4,,40
1130,49,GBP,2015-09-29 05:00:00,29,better,Low,CBI Realized Sales,24,,40
1131,-6.6%,CAD,2015-09-29 07:30:00,-7.3%,better,Medium,RMPI m/m,-6.0%,,40
1132,-0.3%,CAD,2015-09-29 07:30:00,-0.8%,better,Low,IPPI m/m,0.6%,worse,40
1133,-67.2B,USD,2015-09-29 07:30:00,-57.3B,worse,Medium,Goods Trade Balance,-59.1B,,40
1134,5.0%,USD,2015-09-29 08:00:00,5.1%,,Low,S&P/CS Composite-20 HPI y/y,4.9%,,40
1135,103.0,USD,2015-09-29 09:00:00,96.2,better,High,CB Consumer Confidence,101.3,,40
1136,,GBP,2015-09-29 14:15:00,,,High,BOE Gov Carney Speaks,,,40
1137,-4.9%,NZD,2015-09-29 16:45:00,,,Low,Building Consents m/m,20.3%,,40
1138,3,GBP,2015-09-29 18:05:00,5,worse,Low,GfK Consumer Confidence,7,,40
1139,0.8%,JPY,2015-09-29 18:50:00,1.2%,worse,Medium,Retail Sales y/y,1.8%,better,40
1140,-0.5%,JPY,2015-09-29 18:50:00,1.1%,worse,Low,Prelim Industrial Production m/m,-0.8%,worse,40
1141,-18.9,NZD,2015-09-29 19:00:00,,,High,ANZ Business Confidence,-29.1,,40
1142,-6.9%,AUD,2015-09-29 20:30:00,-1.8%,worse,High,Building Approvals m/m,7.9%,better,40
1143,0.6%,AUD,2015-09-29 20:30:00,0.5%,better,Low,Private Sector Credit m/m,0.6%,,40
1144,8.8%,JPY,2015-09-30 00:00:00,7.8%,better,Low,Housing Starts y/y,7.4%,,40
1145,0.5%,GBP,2015-09-30 00:58:00,0.4%,,Low,Nationwide HPI m/m,0.4%,,40
1146,1.63,CHF,2015-09-30 01:00:00,,,Low,UBS Consumption Indicator,1.59,worse,40
1147,-0.4%,EUR,2015-09-30 01:00:00,0.2%,worse,Medium,German Retail Sales m/m,1.6%,better,40
1148,0.3%,EUR,2015-09-30 00:00:00,0.2%,better,Low,French Consumer Spending m/m,0.4%,,40
1149,0.0%,EUR,2015-09-30 01:45:00,0.4%,worse,Low,French Consumer Spending m/m,0.3%,,40
1150,100.4,CHF,2015-09-30 02:00:00,101.2,worse,Medium,KOF Economic Barometer,101.2,better,40
1151,2K,EUR,2015-09-30 02:55:00,-5K,worse,Medium,German Unemployment Change,-6K,,40
1152,11.9%,EUR,2015-09-30 03:00:00,12.0%,better,Low,Italian Monthly Unemployment Rate,12.0%,,40
1153,-16.8B,GBP,2015-09-30 03:30:00,-22.2B,better,High,Current Account,-24.0B,better,40
1154,0.7%,GBP,2015-09-30 03:30:00,0.7%,,Medium,Final GDP q/q,0.7%,,40
1155,0.8%,GBP,2015-09-30 03:30:00,0.8%,,Low,Index of Services 3m/3m,0.6%,worse,40
1156,1.6%,GBP,2015-09-30 03:30:00,2.9%,worse,Low,Revised Business Investment q/q,2.9%,,40
1157,-0.1%,EUR,2015-09-30 04:00:00,0.0%,worse,Medium,CPI Flash Estimate y/y,0.1%,worse,40
1158,0.9%,EUR,2015-09-30 04:00:00,0.9%,,Medium,Core CPI Flash Estimate y/y,0.9%,worse,40
1159,11.0%,EUR,2015-09-30 04:00:00,10.9%,worse,Medium,Unemployment Rate,11.0%,worse,40
