,actual,country,date,forecast,forecast_error,impact,new,previous,previous_error,time
1351,1.4%,USD,"Friday, November 3, 2017",1.2%,u,Medium,USD Factory Orders (SEP),1.2%,-,14:00
1352,0.7%,USD,"Friday, November 3, 2017",,-,Low,USD Factory Orders Ex Trans (SEP),0.6%,u,14:00
1353,2.0%,USD,"Friday, November 3, 2017",2.0%,-,Medium,USD Durable Goods Orders (SEP F),2.2%,-,14:00
1354,0.7%,USD,"Friday, November 3, 2017",,-,Low,USD Durables Ex Transportation (SEP F),0.7%,-,14:00
1355,1.7%,USD,"Friday, November 3, 2017",,-,Low,USD Cap Goods Orders Nondef Ex Air (SEP F),1.3%,-,14:00
1356,0.9%,USD,"Friday, November 3, 2017",,-,Low,USD Cap Goods Ship Nondef Ex Air (SEP F),0.7%,-,14:00
1357,,USD,"Friday, November 3, 2017",,-,Low,USD Fed's Kashkari Speaks on Housing and Finance,,-,16:15
1358,898,USD,"Friday, November 3, 2017",,-,Medium,USD Baker Hughes U.S. Rig Count (NOV 03),909,-,17:00
1359,,EUR,"Friday, November 3, 2017",,-,Low,EUR ECB's Coeure Speaks in Washington,,-,20:15
1360,A$1745m,AUD,"Thursday, November 2, 2017",A$1200m,u,Medium,AUD Trade Balance (SEP),A$873m,d,00:30
1361,1.5%,AUD,"Thursday, November 2, 2017",-1.0%,u,Low,AUD Building Approvals (MoM) (SEP),0.1%,d,00:30
1362,0.2%,AUD,"Thursday, November 2, 2017",-2.4%,u,Medium,AUD Building Approvals (YoY) (SEP),-15.1%,u,00:30
1363,44.5,JPY,"Thursday, November 2, 2017",43.6,u,Medium,JPY Consumer Confidence Index (OCT),43.9,-,05:00
1364,-2,CHF,"Thursday, November 2, 2017",0,d,Medium,CHF SECO Consumer Confidence (OCT),-3,-,06:45
1365,-0.4%,CHF,"Thursday, November 2, 2017",0.3%,d,Medium,CHF Retail Sales Real (YoY) (SEP),-1.0%,u,08:15
1366,57.8,EUR,"Thursday, November 2, 2017",56.5,u,Low,EUR Markit/ADACI Italy Manufacturing PMI (OCT),56.3,-,08:45
1367,56.1,EUR,"Thursday, November 2, 2017",56.7,d,Low,EUR Markit France Manufacturing PMI (OCT F),56.7,-,08:50
1368,-11k,EUR,"Thursday, November 2, 2017",-10k,u,High,EUR German Unemployment Change (000's) (OCT),-22k,u,08:55
1369,5.6%,EUR,"Thursday, November 2, 2017",5.6%,-,High,EUR German Unemployment Claims Rate s.a. (OCT),5.6%,-,08:55
1370,60.6,EUR,"Thursday, November 2, 2017",60.5,u,Low,EUR Markit/BME Germany Manufacturing PMI (OCT F),60.5,-,08:55
1371,58.5,EUR,"Thursday, November 2, 2017",58.6,d,Low,EUR Markit Eurozone Manufacturing PMI (OCT F),58.6,-,09:00
1372,50.8,GBP,"Thursday, November 2, 2017",48.5,u,Medium,GBP Markit/CIPS UK Construction PMI (OCT),48.1,-,09:30
1373,,USD,"Thursday, November 2, 2017",,-,Low,USD New York Fed's Potter Speaks on Policy and Balance Sheet,,-,09:30
1374,-3.0%,USD,"Thursday, November 2, 2017",,-,Low,USD Challenger Job Cuts (YoY) (OCT),-27.0%,-,11:30
1375,0.50%,GBP,"Thursday, November 2, 2017",0.50%,-,High,GBP Bank of England Bank Rate (NOV 02),0.25%,-,12:00
1376,435b,GBP,"Thursday, November 2, 2017",435b,-,High,GBP BOE Asset Purchase Target (NOV),435b,-,12:00
1377,10b,GBP,"Thursday, November 2, 2017",10b,-,Low,GBP BOE Corporate Bond Target (NOV),10b,-,12:00
1378,,GBP,"Thursday, November 2, 2017",,-,High,GBP Bank of England Inflation Report,,-,12:00
1379,,USD,"Thursday, November 2, 2017",,-,Low,USD Fed's Powell Speaks at Alternative Reference Rates Event,,-,12:30
1380,229k,USD,"Thursday, November 2, 2017",235k,u,Medium,USD Initial Jobless Claims (OCT 28),234k,d,12:30
1381,1884k,USD,"Thursday, November 2, 2017",1894k,u,Medium,USD Continuing Claims (OCT 21),1899k,d,12:30
1382,3.0%,USD,"Thursday, November 2, 2017",2.6%,u,Low,USD Nonfarm Productivity (3Q P),1.5%,-,12:30
1383,0.5%,USD,"Thursday, November 2, 2017",0.4%,d,Low,USD Unit Labor Costs (3Q P),0.3%,d,12:30
1384,65,USD,"Thursday, November 2, 2017",63,d,Low,USD EIA Natural Gas Storage Change (OCT 27),64,-,14:30
1385,65,USD,"Thursday, November 2, 2017",63,d,Low,USD EIA Working Natural Gas Implied Flow (OCT 27),64,-,14:30
1386,,USD,"Thursday, November 2, 2017",,-,Low,USD Fed's Dudley Speaks at Alternative Reference Rates Roundtable,,-,16:20
1387,,USD,"Thursday, November 2, 2017",,-,High,USD US President Donald Trump Names Next Federal Reserve Chair,,-,19:00
1388,53.0,AUD,"Thursday, November 2, 2017",,-,Low,AUD CBA Australia PMI Services (OCT),53.2,-,22:00
1389,53.1,AUD,"Thursday, November 2, 2017",,-,Low,AUD CBA Australia PMI Composite (OCT),53.1,-,22:00
1390,,USD,"Thursday, November 2, 2017",,-,Low,USD Fed's Bostic Speaks in Chicago about Government Statistics,,-,22:15
1391,51.4,AUD,"Thursday, November 2, 2017",,-,Medium,AUD AiG Performance of Service Index (OCT),52.1,-,22:30
1392,-0.1%,GBP,"Wednesday, November 1, 2017",,-,Low,GBP BRC Shop Price Index (YoY) (OCT),-0.1%,-,00:01
1393,52.8,JPY,"Wednesday, November 1, 2017",,-,Low,JPY Nikkei Japan PMI Mfg (OCT F),52.5,-,00:30
1394,51,CNY,"Wednesday, November 1, 2017",51,-,Medium,CNY Caixin China PMI Mfg (OCT),51,-,01:45
1395,-4.7%,JPY,"Wednesday, November 1, 2017",,-,Low,JPY Vehicle Sales (YoY) (OCT),0.4%,-,05:00
1396,,JPY,"Wednesday, November 1, 2017",,-,Low,JPY BOJ Nakaso speaks at FinTech Forum,,-,05:00
1397,120.9,AUD,"Wednesday, November 1, 2017",,-,Low,AUD Commodity Index AUD (OCT),121.9,u,05:30
1398,9.1%,AUD,"Wednesday, November 1, 2017",,-,Low,AUD RBA Commodity Index SDR (YoY) (OCT),19.4%,u,05:30
1399,0.2%,GBP,"Wednesday, November 1, 2017",0.2%,-,Low,GBP Nationwide House PX (MoM) (OCT),0.4%,u,07:00
1400,2.5%,GBP,"Wednesday, November 1, 2017",2.2%,u,Medium,GBP Nationwide House Px n.s.a. (YoY) (OCT),2.3%,u,07:00
1401,62.0,CHF,"Wednesday, November 1, 2017",61.4,u,Medium,CHF PMI Manufacturing (OCT),61.7,-,08:30
1402,56.3,GBP,"Wednesday, November 1, 2017",55.9,u,Medium,GBP Markit UK PMI Manufacturing SA (OCT),56.0,u,09:30
1403,,GBP,"Wednesday, November 1, 2017",,-,Low,GBP Bank of England's Jon Cunliffe Speaks at House of Lords,,-,10:00
1404,-2.6%,USD,"Wednesday, November 1, 2017",,-,Medium,USD MBA Mortgage Applications (OCT 27),-4.6%,-,11:00
1405,0.10%,CAD,"Wednesday, November 1, 2017",,-,Low,CAD MLI Leading Indicator (MoM) (SEP),0.2%,-,11:00
1406,235k,USD,"Wednesday, November 1, 2017",200k,u,Medium,USD ADP Employment Change (OCT),110k,d,12:15
1407,54.3,CAD,"Wednesday, November 1, 2017",,-,High,CAD Markit Canada Manufacturing PMI (OCT),55,-,13:30
1408,54.6,USD,"Wednesday, November 1, 2017",54.5,u,Low,USD Markit US Manufacturing PMI (OCT F),54.5,-,13:45
1409,58.7,USD,"Wednesday, November 1, 2017",59.5,d,High,USD ISM Manufacturing (OCT),60.8,-,14:00
1410,68.5,USD,"Wednesday, November 1, 2017",67.8,u,Medium,USD ISM Prices Paid (OCT),71.5,-,14:00
1411,63.4,USD,"Wednesday, November 1, 2017",,-,Low,USD ISM New Orders (OCT),64.6,-,14:00
1412,59.8,USD,"Wednesday, November 1, 2017",,-,High,USD ISM Employment (OCT),60.3,-,14:00
1413,0.3%,USD,"Wednesday, November 1, 2017",-0.2%,u,Medium,USD Construction Spending (MoM) (SEP),0.1%,d,14:00
1414,-2435k,USD,"Wednesday, November 1, 2017",-1300k,u,Medium,USD DOE U.S. Crude Oil Inventories (OCT 27),856k,-,14:30
1415,90k,USD,"Wednesday, November 1, 2017",,-,Low,USD DOE Cushing OK Crude Inventory (OCT 27),-237k,-,14:30
1416,-4020k,USD,"Wednesday, November 1, 2017",-1550k,u,Low,USD DOE U.S. Gasoline Inventories (OCT 27),-5465k,-,14:30
1417,-320k,USD,"Wednesday, November 1, 2017",-2500k,d,Low,USD DOE U.S. Distillate Inventory (OCT 27),-5246k,-,14:30
1418,3.9%,NZD,"Wednesday, November 1, 2017",,-,Low,NZD QV House Prices (YoY) (OCT),4.3%,-,16:00
1419,,CHF,"Wednesday, November 1, 2017",,-,Low,CHF SNB's Zurbruegg Speaks in Bern,,-,17:15
1420,1.25%,USD,"Wednesday, November 1, 2017",1.25%,-,High,USD FOMC Rate Decision (Upper Bound) (NOV 01),1.25%,-,18:00
1421,1.00%,USD,"Wednesday, November 1, 2017",1.00%,-,High,USD FOMC Rate Decision (Lower Bound) (NOV 01),1.00%,-,18:00
1422,18.00m,USD,"Wednesday, November 1, 2017",17.50m,u,Low,USD Wards Total Vehicle Sales (OCT),18.47m,-,19:41
1423,14.02m,USD,"Wednesday, November 1, 2017",13.70m,u,Low,USD Domestic Vehicle Sales (OCT),14.33m,-,19:41
1424,,CAD,"Wednesday, November 1, 2017",,-,High,CAD Poloz and Wilkins testify at Senate,,-,20:15
1425,0.9%,NZD,"Wednesday, November 1, 2017",,-,Low,NZD ANZ Job Advertisements (MoM) (OCT),0.4%,-,21:00
1426,14.5%,JPY,"Wednesday, November 1, 2017",,-,Medium,JPY Monetary Base (YoY) (OCT),15.6%,-,23:50
1427,¥476.6t,JPY,"Wednesday, November 1, 2017",¥477.8t,d,Medium,JPY Monetary Base End of period (OCT),¥474.7t,-,23:50
1428,-¥1084.2b,JPY,"Wednesday, November 1, 2017",,-,Low,JPY Japan Buying Foreign Bonds (Yen) (OCT 27),¥11.2b,u,23:50
1429,¥369.5b,JPY,"Wednesday, November 1, 2017",,-,Low,JPY Japan Buying Foreign Stocks (Yen) (OCT 27),¥55.1b,-,23:50
1430,¥81.7b,JPY,"Wednesday, November 1, 2017",,-,Low,JPY Foreign Buying Japan Bonds (OCT 27),-¥421.6b,d,23:50
1431,¥697.0b,JPY,"Wednesday, November 1, 2017",,-,Low,JPY Foreign Buying Japan Stocks (OCT 27),¥683.3b,d,23:50
1432,22.2,NZD,"Tuesday, October 31, 2017",,-,Medium,NZD ANZ Activity Outlook (OCT),29.6,-,00:00
1433,-10.1,NZD,"Tuesday, October 31, 2017",,-,Low,NZD ANZ Business Confidence (OCT),0,-,00:00
1434,-6.1%,AUD,"Tuesday, October 31, 2017",,-,Medium,AUD HIA New Home Sales (MoM) (SEP),9.1%,-,00:00
1435,-10,GBP,"Tuesday, October 31, 2017",-10,-,Medium,GBP GfK Consumer Confidence (OCT),-9,-,00:01
1436,26,GBP,"Tuesday, October 31, 2017",,-,Low,GBP Lloyds Business Barometer (OCT),23,-,00:01
1437,0.3%,AUD,"Tuesday, October 31, 2017",0.5%,d,Low,AUD Private Sector Credit (MoM) (SEP),0.5%,-,00:30
1438,5.4%,AUD,"Tuesday, October 31, 2017",5.6%,d,Medium,AUD Private Sector Credit (YoY) (SEP),5.4%,d,00:30
1439,51.6,CNY,"Tuesday, October 31, 2017",52.0,d,High,CNY Manufacturing PMI (OCT),52.4,-,01:00
1440,54.3,CNY,"Tuesday, October 31, 2017",,-,Medium,CNY Non-manufacturing PMI (OCT),55.4,-,01:00
1441,,JPY,"Tuesday, October 31, 2017",,-,High,JPY BOJ Outlook Report,,-,03:05
1442,-0.10%,JPY,"Tuesday, October 31, 2017",-0.10%,-,High,JPY BOJ Policy Balance Rate (OCT 31),-0.10%,-,03:05
1443,0.00%,JPY,"Tuesday, October 31, 2017",0.00%,-,High,JPY BOJ 10-Yr Yield Target (OCT 31),0.00%,-,03:05
1444,1.7%,JPY,"Tuesday, October 31, 2017",,-,Low,JPY Vehicle Production (YoY) (SEP),5.7%,u,04:00
1445,-2.9%,JPY,"Tuesday, October 31, 2017",-3.2%,u,Medium,JPY Housing Starts (YoY) (SEP),-2.0%,-,05:00
1446,0.952m,JPY,"Tuesday, October 31, 2017",0.950m,u,Low,JPY Annualized Housing Starts (SEP),0.942m,-,05:00
1447,-11.6%,JPY,"Tuesday, October 31, 2017",,-,Medium,JPY Construction Orders (YoY) (SEP),-10.6%,-,05:00
1448,33.7b,CHF,"Tuesday, October 31, 2017",,-,Low,CHF SNB 9M Earnings,,-,06:25
1449,0.5%,EUR,"Tuesday, October 31, 2017",0.5%,-,Low,EUR French Gross Domestic Product (QoQ) (3Q A),0.6%,u,06:30
1450,2.2%,EUR,"Tuesday, October 31, 2017",2.1%,u,Medium,EUR French Gross Domestic Product (YoY) (3Q A),1.8%,-,06:30
1451,,CHF,"Tuesday, October 31, 2017",,-,Medium,CHF Swiss National Bank Releases 3Q 2017 Currency Allocation,,-,06:30
1452,,JPY,"Tuesday, October 31, 2017",,-,High,JPY BOJ Kuroda speaks at press conference after MPM,,-,06:30
1453,8.9%,EUR,"Tuesday, October 31, 2017",9.0%,u,Medium,EUR Euro-Zone Unemployment Rate (SEP),9.0%,u,10:00
1454,0.6%,EUR,"Tuesday, October 31, 2017",0.5%,u,Medium,EUR Euro-Zone Gross Domestic Product s.a. (QoQ) (3Q A),0.7%,u,10:00
1455,2.5%,EUR,"Tuesday, October 31, 2017",2.4%,u,High,EUR Euro-Zone Gross Domestic Product s.a. (YoY) (3Q A),2.3%,-,10:00
1456,1.4%,EUR,"Tuesday, October 31, 2017",1.5%,d,High,EUR Euro-Zone Consumer Price Index Estimate (YoY) (OCT),1.5%,-,10:00
1457,0.9%,EUR,"Tuesday, October 31, 2017",1.1%,d,High,EUR Euro-Zone Consumer Price Index Core (YoY) (OCT A),1.1%,-,10:00
1458,-0.1%,CAD,"Tuesday, October 31, 2017",0.1%,d,Medium,CAD Gross Domestic Product (MoM) (AUG),0.0%,-,12:30
1459,3.5%,CAD,"Tuesday, October 31, 2017",3.6%,d,High,CAD Gross Domestic Product (YoY) (AUG),3.9%,u,12:30
1460,-0.3%,CAD,"Tuesday, October 31, 2017",0.2%,d,Low,CAD Industrial Product Price (MoM) (SEP),0.4%,u,12:30
1461,-0.1%,CAD,"Tuesday, October 31, 2017",0.3%,d,Low,CAD Raw Materials Price Index (MoM) (SEP),0.9%,d,12:30
1462,0.7%,USD,"Tuesday, October 31, 2017",0.7%,-,Medium,USD Employment Cost Index (3Q),0.5%,-,12:30
1463,0.45%,USD,"Tuesday, October 31, 2017",0.4%,u,Medium,USD S&P CoreLogic CS 20-City (MoM) SA (AUG),0.38%,u,13:00
1464,5.92%,USD,"Tuesday, October 31, 2017",5.93%,d,Medium,USD S&P/CS Composite-20 (YoY) (AUG),5.83%,u,13:00
1465,202.87,USD,"Tuesday, October 31, 2017",,-,Low,USD S&P/CaseShiller 20-City Index n.s.a. (AUG),202.02,u,13:00
1466,6.07%,USD,"Tuesday, October 31, 2017",,-,Medium,USD S&P/Case-Shiller US Home Price Index (YoY) (AUG),5.88%,d,13:00
1467,195.05,USD,"Tuesday, October 31, 2017",,-,Low,USD S&P/Case-Shiller US Home Price Index (AUG),194.01,d,13:00
1468,66.2,USD,"Tuesday, October 31, 2017",60,u,Medium,USD Chicago Purchasing Manager (OCT),65.2,-,13:45
1469,125.9,USD,"Tuesday, October 31, 2017",121,u,High,USD Consumer Confidence Index (OCT),120.6,u,14:00
1470,151.1,USD,"Tuesday, October 31, 2017",,-,Medium,USD Conf. Board Present Situation (OCT),146.9,u,14:00
1471,109.1,USD,"Tuesday, October 31, 2017",,-,Low,USD Conf. Board Expectations (OCT),103.0,u,14:00
1472,,USD,"Tuesday, October 31, 2017",,-,Low,USD U.S. to Sell 4-Week Bills,,-,15:30
1473,,CAD,"Tuesday, October 31, 2017",,-,High,CAD Poloz and Wilkins testify at Finance Committee,,-,19:30
1474,4.6%,NZD,"Tuesday, October 31, 2017",4.7%,u,High,NZD Unemployment Rate (3Q),4.8%,-,21:45
1475,2.2%,NZD,"Tuesday, October 31, 2017",0.8%,u,Medium,NZD Employment Change (QoQ) (3Q),-0.1%,u,21:45
1476,4.2%,NZD,"Tuesday, October 31, 2017",2.5%,u,High,NZD Employment Change (YoY) (3Q),3.1%,-,21:45
1477,71.1%,NZD,"Tuesday, October 31, 2017",70.2%,u,Low,NZD Participation Rate (3Q),70.1%,u,21:45
1478,0.7%,NZD,"Tuesday, October 31, 2017",0.6%,u,Low,NZD Labor Cost Private Sector (QoQ) (3Q),0.4%,-,21:45
1479,0.7%,NZD,"Tuesday, October 31, 2017",0.7%,-,Low,NZD Private Wages ex Overtime (QoQ) (3Q),0.4%,-,21:45
1480,1.2%,NZD,"Tuesday, October 31, 2017",1.1%,u,Low,NZD Average Hourly Earnings (QoQ) (3Q),0.8%,-,21:45
1481,55.5,AUD,"Tuesday, October 31, 2017",,-,Low,AUD CBA Australia PMI Mfg (OCT),53.8,-,22:00
1482,51.1,AUD,"Tuesday, October 31, 2017",,-,Medium,AUD AiG Performance of Manufacturing Index (OCT),54.2,-,22:30
1483,0.0%,AUD,"Tuesday, October 31, 2017",,-,Low,AUD CoreLogic House Px (MoM) (OCT),0.3%,-,23:00
1484,,JPY,"Monday, October 30, 2017",,-,Low,JPY BOJ Outright Bond Purchase 1~3 Years,,-,01:10
1485,,JPY,"Monday, October 30, 2017",,-,Low,JPY BOJ Outright Bond Purchase 3~5 Years,,-,01:10
1486,0.5%,EUR,"Monday, October 30, 2017",0.5%,-,Low,EUR German Retail Sales (MoM) (SEP),-0.2%,u,07:00
1487,4.1%,EUR,"Monday, October 30, 2017",3.0%,u,Medium,EUR German Retail Sales (YoY) (SEP),3.0%,u,07:00
1488,109.1,CHF,"Monday, October 30, 2017",106.5,u,Medium,CHF KOF Leading Indicator (OCT),106.1,u,08:00
1489,578.5b,CHF,"Monday, October 30, 2017",,-,Low,CHF Total Sight Deposits CHF (OCT 27),578.6b,-,09:00
1490,469.4b,CHF,"Monday, October 30, 2017",,-,Low,CHF Domestic Sight Deposits CHF (OCT 27),468.7b,-,09:00
1491,1.6b,GBP,"Monday, October 30, 2017",1.5b,u,Medium,GBP Net Consumer Credit (SEP),1.8b,u,09:30
1492,3.8b,GBP,"Monday, October 30, 2017",4.0b,d,Medium,GBP Net Lending Sec. on Dwellings (SEP),3.9b,u,09:30
1493,66.2k,GBP,"Monday, October 30, 2017",66.0k,u,Medium,GBP Mortgage Approvals (SEP),67.2k,u,09:30
1494,-0.2%,GBP,"Monday, October 30, 2017",,-,Low,GBP M4 Money Supply (MoM) (SEP),1.1%,u,09:30
1495,4.8%,GBP,"Monday, October 30, 2017",,-,Low,GBP M4 Money Supply (YoY) (SEP),4.4%,-,09:30
1496,4.3%,GBP,"Monday, October 30, 2017",,-,Low,GBP M4 Ex IOFCs 3M Annualised (SEP),5.6%,u,09:30
1497,114.0,EUR,"Monday, October 30, 2017",113.3,u,Low,EUR Euro-Zone Economic Confidence (OCT),113.1,u,10:00
1498,1.44,EUR,"Monday, October 30, 2017",1.4,u,Low,EUR Euro-Zone Business Climate Indicator (OCT),1.34,-,10:00
1499,7.9,EUR,"Monday, October 30, 2017",7.1,u,Low,EUR Euro-Zone Industrial Confidence (OCT),6.7,u,10:00
1500,16.2,EUR,"Monday, October 30, 2017",15,u,Low,EUR Euro-Zone Services Confidence (OCT),15.4,u,10:00
1501,-1,EUR,"Monday, October 30, 2017",-1,-,Low,EUR Euro-Zone Consumer Confidence (OCT F),-1,-,10:00
1502,0.4%,USD,"Monday, October 30, 2017",0.4%,-,Medium,USD Personal Income (SEP),0.2%,-,12:30
1503,1.0%,USD,"Monday, October 30, 2017",0.9%,u,Medium,USD Personal Spending (SEP),0.1%,-,12:30
1504,0.6%,USD,"Monday, October 30, 2017",0.5%,u,Medium,USD Real Personal Spending (SEP),-0.1%,-,12:30
1505,0.4%,USD,"Monday, October 30, 2017",0.4%,-,Low,USD PCE Deflator (MoM) (SEP),0.2%,-,12:30
1506,1.6%,USD,"Monday, October 30, 2017",1.6%,-,Low,USD Personal Consumption Expenditure Deflator (YoY) (SEP),1.4%,-,12:30
1507,0.1%,USD,"Monday, October 30, 2017",0.1%,-,Medium,USD PCE Core (MoM) (SEP),0.1%,-,12:30
1508,1.3%,USD,"Monday, October 30, 2017",1.3%,-,High,USD PCE Core (YoY) (SEP),1.3%,-,12:30
1509,0.0%,EUR,"Monday, October 30, 2017",0.1%,d,Medium,EUR German Consumer Price Index (MoM) (OCT P),0.1%,-,13:00
1510,1.6%,EUR,"Monday, October 30, 2017",1.7%,d,High,EUR German Consumer Price Index (YoY) (OCT P),1.8%,-,13:00
1511,27.6,USD,"Monday, October 30, 2017",21,u,Low,USD Dallas Fed Manufacturing Activity (OCT),21.3,-,14:30
1512,,USD,"Monday, October 30, 2017",,-,Low,USD U.S. to Sell USD42 Bln 3-Month Bills,,-,15:30
1513,,USD,"Monday, October 30, 2017",,-,Low,USD U.S. to Sell USD36 Bln 6-Month Bills,,-,15:30
1514,,USD,"Monday, October 30, 2017",,-,Low,USD U.S. to Sell USD50 Bln Cash Management Bill,,-,17:00
1515,-2.3%,NZD,"Monday, October 30, 2017",,-,Medium,NZD Building Permits (MoM) (SEP),5.9%,d,21:45
1516,113.4,AUD,"Monday, October 30, 2017",,-,Low,AUD ANZ Roy Morgan Weekly Consumer Confidence Index (OCT 29),113.3,-,22:30
1517,2.8%,JPY,"Monday, October 30, 2017",2.8%,-,Medium,JPY Jobless Rate (SEP),2.8%,-,23:30
1518,1.52,JPY,"Monday, October 30, 2017",1.53,d,Low,JPY Job-To-Applicant Ratio (SEP),1.52,-,23:30
1519,-0.3%,JPY,"Monday, October 30, 2017",0.6%,d,Medium,JPY Overall Household Spending (YoY) (SEP),0.6%,-,23:30
1520,-1.1%,JPY,"Monday, October 30, 2017",-1.6%,u,Low,JPY Industrial Production (MoM) (SEP P),2.0%,-,23:50
1521,2.5%,JPY,"Monday, October 30, 2017",2.0%,u,Medium,JPY Industrial Production (YoY) (SEP P),5.3%,-,23:50
1522,0.8%,JPY,"Sunday, October 29, 2017",0.8%,-,Low,JPY Retail Trade s.a. (MoM) (SEP),-1.6%,u,23:50
1523,2.2%,JPY,"Sunday, October 29, 2017",2.3%,d,Medium,JPY Retail Trade (YoY) (SEP),1.8%,u,23:50
1524,1.9%,JPY,"Sunday, October 29, 2017",1.5%,u,Medium,JPY Large Retailers' Sales (SEP),0.6%,-,23:50
1525,57.2,CAD,"Thursday, October 26, 2017",,-,Low,CAD CFIB Business Barometer (OCT),56.9,-,
1526,-1.6%,AUD,"Thursday, October 26, 2017",-1.5%,d,Low,AUD Import Price Index (QoQ) (3Q),-0.1%,-,00:30
1527,-3.0%,AUD,"Thursday, October 26, 2017",-4.0%,u,Low,AUD Export Price Index (QoQ) (3Q),-5.7%,-,00:30
1528,10.7,EUR,"Thursday, October 26, 2017",10.8,d,Medium,EUR German GfK Consumer Confidence Survey (NOV),10.8,-,06:00
1529,,AUD,"Thursday, October 26, 2017",,-,Low,AUD RBA's Debelle Gives Speech in Sydney,,-,07:45
1530,5.1%,EUR,"Thursday, October 26, 2017",5.0%,u,Low,EUR Euro-Zone M3 s.a. (YoY) (SEP),5.0%,-,08:00
1531,-36,GBP,"Thursday, October 26, 2017",14,d,Low,GBP CBI Retailing Reported Sales (OCT),42,-,10:00
1532,1,GBP,"Thursday, October 26, 2017",,-,Low,GBP CBI Total Dist. Reported Sales (OCT),44,-,10:00
1533,0.00%,EUR,"Thursday, October 26, 2017",0.00%,-,High,EUR European Central Bank Rate Decision (OCT 26),0.00%,-,11:45
1534,0.25%,EUR,"Thursday, October 26, 2017",0.25%,-,High,EUR ECB Marginal Lending Facility (OCT 26),0.25%,-,11:45
1535,-0.40%,EUR,"Thursday, October 26, 2017",-0.40%,-,High,EUR ECB Deposit Facility Rate (OCT 26),-0.40%,-,11:45
1536,,EUR,"Thursday, October 26, 2017",,-,High,EUR ECB press conference after Governing Council meeting,,-,12:30
1537,0.3%,USD,"Thursday, October 26, 2017",0.4%,d,Medium,USD Wholesale Inventories (SEP P),0.9%,-,12:30
1538,233k,USD,"Thursday, October 26, 2017",235k,u,Medium,USD Initial Jobless Claims (OCT 21),223k,d,12:30
1539,1893k,USD,"Thursday, October 26, 2017",1890k,d,Medium,USD Continuing Claims (OCT 14),1896k,d,12:30
1540,-$64.1b,USD,"Thursday, October 26, 2017",-$64.0b,d,High,USD Advance Goods Trade Balance (SEP),-$63.3b,d,12:30
1541,-1.0%,USD,"Thursday, October 26, 2017",,-,Low,USD Retail Inventories (MoM) (SEP),0.7%,-,12:30
1542,0.0%,USD,"Thursday, October 26, 2017",0.5%,d,Low,USD Pending Home Sales (MoM) (SEP),-2.8%,u,14:00
1543,-5.4%,USD,"Thursday, October 26, 2017",-4.2%,d,Medium,USD Pending Home Sales (YoY) (SEP),-3.3%,u,14:00
1544,64,USD,"Thursday, October 26, 2017",65,d,Low,USD EIA Natural Gas Storage Change (OCT 20),51,-,14:30
1545,64,USD,"Thursday, October 26, 2017",65,d,Low,USD EIA Working Natural Gas Implied Flow (OCT 20),51,-,14:30
1546,23,USD,"Thursday, October 26, 2017",17,u,Low,USD Kansas City Fed Manf. Activity (OCT),17,-,15:00
1547,,USD,"Thursday, October 26, 2017",,-,Low,USD U.S. to Sell USD28 Bln 7-Year Notes,,-,17:00
1548,0.7%,JPY,"Thursday, October 26, 2017",0.7%,-,High,JPY National Consumer Price Index (YoY) (SEP),0.7%,-,23:30
1549,0.7%,JPY,"Thursday, October 26, 2017",0.7%,-,Medium,JPY National Consumer Price Index Ex-Fresh Food (YoY) (SEP),0.7%,-,23:30
1550,0.2%,JPY,"Thursday, October 26, 2017",0.2%,-,Medium,"JPY Natl CPI Ex Fresh Food, Energy (YoY) (SEP)",0.2%,-,23:30
1551,-0.2%,JPY,"Thursday, October 26, 2017",0.1%,d,Low,JPY Tokyo Consumer Price Index (YoY) (OCT),0.5%,-,23:30
1552,0.6%,JPY,"Thursday, October 26, 2017",0.5%,u,Low,JPY Tokyo Consumer Price Index Ex-Fresh Food (YoY) (OCT),0.5%,-,23:30
1553,0.1%,JPY,"Thursday, October 26, 2017",0.0%,u,Low,"JPY Tokyo CPI Ex-Fresh Food, Energy (YoY) (OCT)",,-,23:30
1554,,EUR,"Wednesday, October 25, 2017",,-,Low,EUR European Commission Economic Forecasts,,-,
1555,0.0%,AUD,"Wednesday, October 25, 2017",,-,Low,AUD Skilled Vacancies (MoM) (SEP),0.2%,d,00:00
1556,0.6%,AUD,"Wednesday, October 25, 2017",0.8%,d,Medium,AUD Consumer Prices Index (QoQ) (3Q),0.2%,-,00:30
1557,1.8%,AUD,"Wednesday, October 25, 2017",2.0%,d,High,AUD Consumer Prices Index (YoY) (3Q),1.9%,-,00:30
1558,0.3%,AUD,"Wednesday, October 25, 2017",0.5%,d,Medium,AUD Consumer Prices Index RBA Trimmed Mean (QoQ) (3Q),0.6%,u,00:30
1559,1.8%,AUD,"Wednesday, October 25, 2017",2.0%,d,Medium,AUD Consumer Prices Index RBA Trimmed Mean (YoY) (3Q),1.8%,-,00:30
1560,0.3%,AUD,"Wednesday, October 25, 2017",0.5%,d,Medium,AUD Consumer Prices Index RBA Weighted Median (QoQ) (3Q),0.6%,u,00:30
1561,1.9%,AUD,"Wednesday, October 25, 2017",2.0%,d,Medium,AUD Consumer Prices Index RBA Weighted Median (YoY) (3Q),1.9%,u,00:30
1562,,JPY,"Wednesday, October 25, 2017",,-,Low,JPY BOJ Outright Bond Purchase 1~3 Years,,-,01:10
