,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
1107,97B,USD,2011-10-06 09:30:00,98B,,Low,Natural Gas Storage,111B,,40
1108,,USD,2011-10-06 10:00:00,,,Medium,FOMC Member Fisher Speaks,,,40
1109,,GBP,2011-10-06 11:00:00,,,High,BOE Gov King Speaks,,,40
1110,,USD,2011-10-06 13:00:00,,,Medium,Treasury Sec Geithner Speaks,,,40
1111,30.0,AUD,2011-10-06 17:23:00,,,Low,AIG Construction Index,32.1,,40
1112,,CNY,2011-10-06 00:00:00,,,Non-Economic,Bank Holiday,,,40
1113,,JPY,2011-10-06 22:37:00,,,High,Monetary Policy Statement,,,40
1114,<0.10%,JPY,2011-10-06 22:37:00,<0.10%,,High,Overnight Call Rate,<0.10%,,40
1115,103.8%,JPY,2011-10-07 00:00:00,103.8%,,Low,Leading Indicators,104.6%,worse,40
1116,3.0%,CHF,2011-10-07 00:45:00,3.0%,,Low,Unemployment Rate,3.0%,,40
1117,-102.8B,EUR,2011-10-07 01:45:00,,,Low,French Gov Budget Balance,-86.6B,,40
1118,-5.0B,EUR,2011-10-07 01:45:00,-6.3B,better,Low,French Trade Balance,-6.4B,,40
1119,,JPY,2011-10-07 02:30:00,,,High,BOJ Press Conference,,,40
1120,1.7%,GBP,2011-10-07 03:30:00,1.3%,better,High,PPI Input m/m,-1.8%,,40
1121,0.3%,GBP,2011-10-07 03:30:00,0.2%,,Low,PPI Output m/m,0.1%,,40
1122,-1.0%,EUR,2011-10-07 05:00:00,-1.5%,better,Medium,German Industrial Production m/m,3.9%,,40
1123,60.9K,CAD,2011-10-07 06:00:00,15.2K,better,High,Employment Change,-5.5K,,40
1124,7.1%,CAD,2011-10-07 06:00:00,7.3%,better,High,Unemployment Rate,7.3%,,40
1125,103K,USD,2011-10-07 07:30:00,55K,better,High,Non-Farm Employment Change,57K,better,40
1126,9.1%,USD,2011-10-07 07:30:00,9.1%,,High,Unemployment Rate,9.1%,,40
1127,0.2%,USD,2011-10-07 07:30:00,0.2%,,Medium,Average Hourly Earnings m/m,-0.2%,worse,40
1128,,USD,2011-10-07 08:30:00,,,Medium,FOMC Member Fisher Speaks,,,40
1129,0.4%,USD,2011-10-07 09:00:00,0.6%,better,Low,Final Wholesale Inventories m/m,0.8%,,40
1130,-9.5B,USD,2011-10-07 14:00:00,8.0B,worse,Low,Consumer Credit m/m,11.9B,,40
1131,,CAD,2011-09-25 07:30:00,,,Medium,BOC Gov Carney Speaks,,,39
1132,-641M,NZD,2011-09-25 16:45:00,-315M,worse,Medium,Trade Balance,111M,worse,39
1133,107.5,EUR,2011-09-26 03:00:00,107.0,better,High,German Ifo Business Climate,108.7,,39
1134,,GBP,2011-09-26 03:30:00,,,Medium,MPC Member Broadbent Speaks,,,39
1135,,USD,2011-09-26 08:15:00,,,Medium,FOMC Member Raskin Speaks,,,39
1136,295K,USD,2011-09-26 09:00:00,296K,,High,New Home Sales,302K,better,39
1137,,EUR,2011-09-26 10:00:00,,,Medium,German Buba President Weidmann Speaks,,,39
1138,-0.4%,JPY,2011-09-26 18:50:00,-0.4%,,Low,SPPI y/y,-0.3%,better,39
1139,0.79,CHF,2011-09-27 01:00:00,,,Medium,UBS Consumption Indicator,1.28,,39
1140,5.2,EUR,2011-09-27 01:00:00,5.1,,Medium,German GfK Consumer Climate,5.2,,39
1141,,GBP,2011-09-27 02:30:00,,,Medium,MPC Member Posen Speaks,,,39
1142,2.8%,EUR,2011-09-27 03:00:00,2.0%,better,Medium,M3 Money Supply y/y,2.1%,,39
1143,2.6%,EUR,2011-09-27 03:00:00,2.5%,better,Low,Private Loans y/y,2.4%,,39
1144,-15,GBP,2011-09-27 05:00:00,-14,,Medium,CBI Realized Sales,-14,,39
1145,-4.1%,USD,2011-09-27 08:00:00,-4.4%,better,Medium,S&P/CS Composite-20 HPI y/y,-4.4%,,39
1146,-6,USD,2011-09-27 08:59:00,-8,better,Low,Richmond Manufacturing Index,-10,,39
1147,45.4,USD,2011-09-27 09:00:00,46.2,worse,High,CB Consumer Confidence,45.2,better,39
1148,,USD,2011-09-27 12:20:00,,,Medium,FOMC Member Fisher Speaks,,,39
1149,,CAD,2011-09-27 15:10:00,,,Low,Gov Council Member Macklem Speaks,,,39
1150,1.1%,AUD,2011-09-27 19:53:00,,,Medium,HIA New Home Sales m/m,-8.0%,,39
1151,-0.7%,EUR,2011-09-28 01:00:00,-0.3%,worse,Low,German Import Prices m/m,0.8%,,39
1152,0.1%,EUR,2011-09-28 00:00:00,-0.1%,better,Medium,German Prelim CPI m/m,0.0%,better,39
1153,,GBP,2011-09-28 03:30:00,,,Medium,BOE Credit Conditions Survey,,,39
1154,,GBP,2011-09-28 03:30:00,,,Low,FPC Statement,,,39
1155,-0.1%,USD,2011-09-28 07:30:00,0.1%,worse,High,Core Durable Goods Orders m/m,2.0%,better,39
1156,-0.1%,USD,2011-09-28 07:30:00,-0.2%,,Medium,Durable Goods Orders m/m,4.1%,,39
1157,1.9M,USD,2011-09-28 09:30:00,1.1M,,Medium,Crude Oil Inventories,-7.3M,,39
1158,,CHF,2011-09-28 11:15:00,,,Medium,Gov Board Member Jordan Speaks,,,39
1159,,USD,2011-09-28 16:00:00,,,High,Fed Chairman Bernanke Speaks,,,39
1160,-2.6%,JPY,2011-09-28 18:50:00,-0.6%,worse,Medium,Retail Sales y/y,0.6%,,39
1161,0.1%,GBP,2011-09-29 01:00:00,0.1%,,High,Nationwide HPI m/m,-0.6%,,39
1162,,JPY,2011-09-29 01:15:00,,,Medium,BOJ Gov Shirakawa Speaks,,,39
1163,3.1%,EUR,2011-09-29 02:00:00,3.0%,better,Low,Spanish Flash CPI y/y,3.0%,better,39
1164,,GBP,2011-09-29 02:00:00,,,Medium,MPC Member Miles Speaks,,,39
1165,-26K,EUR,2011-09-29 02:55:00,-9K,better,Medium,German Unemployment Change,-9K,,39
1166,49.6,EUR,2011-09-29 03:00:00,,,Low,Retail PMI,48.0,,39
1167,1.0B,GBP,2011-09-29 03:30:00,0.8B,better,Medium,Net Lending to Individuals m/m,1.0B,,39
1168,-0.2%,GBP,2011-09-29 03:30:00,0.3%,worse,Low,M4 Money Supply m/m,0.0%,,39
1169,52K,GBP,2011-09-29 03:30:00,50K,better,Low,Mortgage Approvals,50K,,39
1170,5.86|1.4,EUR,2011-09-29 04:30:00,,,Medium,Italian 10-y Bond Auction,5.22|1.3,,39
1171,-3.2%,CAD,2011-09-29 07:30:00,-1.9%,worse,Medium,RMPI m/m,-1.1%,,39
1172,0.5%,CAD,2011-09-29 07:30:00,-0.4%,better,Low,IPPI m/m,-0.4%,worse,39
1173,391K,USD,2011-09-29 07:30:00,420K,better,High,Unemployment Claims,428K,worse,39
1174,1.3%,USD,2011-09-29 07:30:00,1.2%,better,Medium,Final GDP q/q,1.0%,,39
1175,2.5%,USD,2011-09-29 07:30:00,2.4%,,Low,Final GDP Price Index q/q,2.4%,,39
1176,-1.2%,USD,2011-09-29 09:00:00,-1.7%,better,High,Pending Home Sales m/m,-1.3%,,39
1177,111B,USD,2011-09-29 09:30:00,97B,,Low,Natural Gas Storage,89B,,39
1178,12.5%,NZD,2011-09-29 16:45:00,,,High,Building Consents m/m,14.3%,better,39
1179,-30,GBP,2011-09-29 18:01:00,-33,better,Medium,GfK Consumer Confidence,-31,,39
1180,49.3,JPY,2011-09-29 18:15:00,,,Low,Final Manufacturing PMI,51.9,,39
1181,-4.1%,JPY,2011-09-29 18:30:00,-2.7%,worse,Medium,Household Spending y/y,-2.1%,,39
1182,-0.1%,JPY,2011-09-29 18:30:00,-0.1%,,Medium,Tokyo Core CPI y/y,-0.2%,,39
1183,0.2%,JPY,2011-09-29 18:30:00,0.1%,better,Low,National Core CPI y/y,0.1%,,39
1184,4.3%,JPY,2011-09-29 18:30:00,4.7%,better,Low,Unemployment Rate,4.7%,,39
1185,0.8%,JPY,2011-09-29 18:50:00,1.5%,worse,Medium,Prelim Industrial Production m/m,0.4%,worse,39
1186,30.3,NZD,2011-09-29 19:00:00,,,High,ANZ Business Confidence,34.4,,39
1187,0.2%,AUD,2011-09-29 20:30:00,0.2%,,Medium,Private Sector Credit m/m,0.3%,better,39
1188,49.9,CNY,2011-09-29 21:30:00,,,Medium,Caixin Manufacturing PMI,49.4,,39
1189,14.0%,JPY,2011-09-30 00:00:00,4.6%,better,Low,Housing Starts y/y,21.2%,,39
1190,-2.9%,EUR,2011-09-30 01:00:00,-0.4%,worse,Medium,German Retail Sales m/m,0.3%,better,39
1191,-0.2%,EUR,2011-09-30 00:00:00,0.2%,worse,Low,French Consumer Spending m/m,0.9%,worse,39
1192,0.2%,EUR,2011-09-30 01:45:00,0.4%,worse,Medium,French Consumer Spending m/m,-0.2%,,39
1193,7.9%,EUR,2011-09-30 03:00:00,8.0%,better,Low,Italian Monthly Unemployment Rate,8.0%,,39
1194,8.0%,EUR,2011-09-30 03:00:00,8.0%,,Low,Italian Quarterly Unemployment Rate,8.1%,better,39
1195,3.0%,EUR,2011-09-30 04:00:00,2.5%,better,Medium,CPI Flash Estimate y/y,2.5%,,39
1196,10.0%,EUR,2011-09-30 04:00:00,10.0%,,Medium,Unemployment Rate,10.0%,,39
1197,0.1%,EUR,2011-09-30 04:00:00,-0.1%,better,Low,Italian Prelim CPI m/m,0.3%,,39
1198,1.21,CHF,2011-09-30 04:30:00,1.41,worse,High,KOF Economic Barometer,1.61,,39
1199,0.3%,CAD,2011-09-30 07:30:00,0.3%,,High,GDP m/m,0.2%,,39
1200,0.1%,USD,2011-09-30 07:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.2%,,39
1201,0.2%,USD,2011-09-30 07:30:00,0.2%,,Medium,Personal Spending m/m,0.7%,worse,39
1202,-0.1%,USD,2011-09-30 07:30:00,0.1%,worse,Low,Personal Income m/m,0.1%,worse,39
1203,60.4,USD,2011-09-30 08:45:00,55.8,better,Medium,Chicago PMI,56.5,,39
1204,59.4,USD,2011-09-30 08:55:00,57.9,better,Medium,Revised UoM Consumer Sentiment,57.8,,39
1205,3.3%,USD,2011-09-30 08:55:00,,,Low,Revised UoM Inflation Expectations,3.7%,,39
1206,51.2,CNY,2011-09-30 20:00:00,51.2,,High,Manufacturing PMI,50.9,,39
1207,,AUD,2011-10-01 11:00:00,,,Non-Economic,Daylight Saving Time Shift,,,39
1208,112.0,NZD,2011-09-18 17:00:00,,,Low,Westpac Consumer Sentiment,112.0,,38
1209,0.7%,GBP,2011-09-18 18:01:00,,,Medium,Rightmove HPI m/m,-2.1%,,38
1210,,GBP,2011-09-18 18:01:00,,,Low,BOE Quarterly Bulletin,,,38
1211,,JPY,2011-09-18 00:00:00,,,Non-Economic,Bank Holiday,,,38
1212,14,USD,2011-09-19 09:00:00,15,worse,Low,NAHB Housing Market Index,15,,38
1213,,USD,2011-09-19 09:30:00,,,Low,President Obama Speaks,,,38
1214,,CAD,2011-09-19 13:00:00,,,Medium,Gov Council Member Lane Speaks,,,38
1215,,AUD,2011-09-19 20:30:00,,,High,Monetary Policy Meeting Minutes,,,38
1216,,CHF,2011-09-20 00:45:00,,,Medium,SECO Economic Forecasts,,,38
1217,0.81B,CHF,2011-09-20 01:00:00,1.97B,worse,Medium,Trade Balance,2.81B,,38
1218,-0.3%,EUR,2011-09-20 01:00:00,0.1%,worse,Medium,German PPI m/m,0.7%,,38
1219,-43.3,EUR,2011-09-20 04:00:00,-44.3,better,High,German ZEW Economic Sentiment,-37.6,,38
1220,-44.6,EUR,2011-09-20 04:00:00,-42.3,worse,Medium,ZEW Economic Sentiment,-40.0,,38
1221,,EUR,2011-09-20 05:00:00,,,Low,German Buba Monthly Report,,,38
1222,0.0%,CAD,2011-09-20 07:30:00,0.2%,worse,Medium,Leading Index m/m,0.1%,worse,38
1223,0.8%,CAD,2011-09-20 07:30:00,0.7%,,Medium,Wholesale Sales m/m,0.0%,worse,38
1224,0.62M,USD,2011-09-20 07:30:00,0.60M,,High,Building Permits,0.60M,,38
1225,0.57M,USD,2011-09-20 07:30:00,0.59M,,Medium,Housing Starts,0.60M,,38
1226,-2.5%,NZD,2011-09-20 09:30:00,,,Low,GDT Price Index,-0.7%,,38
1227,,CAD,2011-09-20 10:45:00,,,Medium,BOC Gov Carney Speaks,,,38
1228,-0.92B,NZD,2011-09-20 17:45:00,-0.69B,worse,High,Current Account,-0.09B,,38
1229,8.0%,NZD,2011-09-20 17:53:00,,,Low,Visitor Arrivals m/m,8.8%,better,38
1230,48,GBP,2011-09-20 18:01:00,47,better,Medium,Nationwide Consumer Confidence,49,,38
1231,-0.29T,JPY,2011-09-20 18:50:00,-0.01T,worse,Medium,Trade Balance,-0.16T,,38
1232,0.5%,AUD,2011-09-20 19:30:00,,,Medium,MI Leading Index m/m,0.1%,,38
1233,0.6%,CNY,2011-09-20 21:00:00,,,Low,CB Leading Index m/m,0.9%,worse,38
1234,4.7%,NZD,2011-09-20 22:00:00,,,Low,Credit Card Spending y/y,7.2%,,38
1235,0.4%,JPY,2011-09-20 23:30:00,0.9%,worse,Low,All Industries Activity m/m,2.2%,,38
1236,1-0-8,GBP,2011-09-21 03:30:00,1-0-8,,High,MPC Asset Purchase Facility Votes,1-0-8,,38
1237,0-0-9,GBP,2011-09-21 03:30:00,0-0-9,,High,MPC Official Bank Rate Votes,0-0-9,,38
1238,13.2B,GBP,2011-09-21 03:30:00,11.3B,worse,High,Public Sector Net Borrowing,-5.2B,better,38
1239,1.80|1.5,EUR,2011-09-21 04:11:00,,,Medium,German 10-y Bond Auction,2.15|1.4,,38
1240,0.4%,CAD,2011-09-21 06:00:00,0.1%,better,High,Core CPI m/m,0.2%,,38
1241,0.3%,CAD,2011-09-21 06:00:00,0.1%,better,Medium,CPI m/m,0.2%,,38
1242,,GBP,2011-09-21 06:35:00,,,Medium,MPC Member Dale Speaks,,,38
1243,,AUD,2011-09-21 08:20:00,,,Medium,RBA Deputy Gov Battellino Speaks,,,38
1244,5.03M,USD,2011-09-21 09:00:00,4.76M,better,High,Existing Home Sales,4.67M,,38
1245,-7.3M,USD,2011-09-21 09:30:00,-1.6M,,Medium,Crude Oil Inventories,-6.7M,,38
1246,,USD,2011-09-21 13:23:00,,,High,FOMC Statement,,,38
1247,<0.25%,USD,2011-09-21 13:23:00,<0.25%,,Medium,Federal Funds Rate,<0.25%,,38
1248,,AUD,2011-09-21 17:30:00,,,Medium,RBA Deputy Gov Lowe Speaks,,,38
1249,0.1%,NZD,2011-09-21 17:45:00,0.5%,worse,High,GDP q/q,0.9%,better,38
1250,49.4,CNY,2011-09-21 21:30:00,,,High,Caixin Flash Manufacturing PMI,49.9,,38
1251,,AUD,2011-09-22 00:30:00,,,Low,RBA Annual Report,,,38
1252,47.3,EUR,2011-09-22 02:00:00,48.6,worse,Medium,French Flash Manufacturing PMI,49.1,,38
1253,52.5,EUR,2011-09-22 02:00:00,54.4,worse,Medium,French Flash Services PMI,56.8,better,38
1254,50.0,EUR,2011-09-22 02:30:00,50.2,,Medium,German Flash Manufacturing PMI,50.9,worse,38
1255,50.3,EUR,2011-09-22 02:30:00,50.6,,Medium,German Flash Services PMI,51.1,better,38
1256,48.4,EUR,2011-09-22 03:00:00,48.6,,Medium,Flash Manufacturing PMI,49.0,worse,38
1257,49.1,EUR,2011-09-22 03:00:00,51.1,worse,Medium,Flash Services PMI,51.5,,38
1258,-75.7,CHF,2011-09-22 04:00:00,,,Medium,Credit Suisse Economic Expectations,-71.4,,38
1259,-2.1%,EUR,2011-09-22 04:00:00,-1.1%,worse,Medium,Industrial New Orders m/m,-1.2%,worse,38
1260,-9,GBP,2011-09-22 05:00:00,-5,worse,Medium,CBI Industrial Order Expectations,1,,38
1261,0.0%,CAD,2011-09-22 07:30:00,0.2%,worse,High,Core Retail Sales m/m,0.0%,better,38
1262,-0.6%,CAD,2011-09-22 07:30:00,-0.2%,worse,Medium,Retail Sales m/m,0.8%,better,38
1263,423K,USD,2011-09-22 07:30:00,419K,,High,Unemployment Claims,432K,,38
1264,-19,EUR,2011-09-22 09:00:00,-18,worse,Low,Consumer Confidence,-17,,38
1265,0.3%,USD,2011-09-22 09:00:00,0.2%,better,Low,CB Leading Index m/m,0.6%,better,38
1266,0.8%,USD,2011-09-22 09:00:00,0.0%,better,Low,HPI m/m,0.7%,worse,38
1267,,All,2011-09-22 00:00:00,,,Medium,G20 Meetings,,,38
1268,89B,USD,2011-09-22 09:30:00,91B,,Low,Natural Gas Storage,87B,,38
1269,-0.1%,AUD,2011-09-22 19:00:00,,,Medium,CB Leading Index m/m,-0.8%,,38
1270,,JPY,2011-09-22 00:00:00,,,Non-Economic,Bank Holiday,,,38
1271,,AUD,2011-09-22 20:30:00,,,Medium,RBA Financial Stability Review,,,38
1272,,CHF,2011-09-23 02:30:00,,,Low,SNB Quarterly Bulletin,,,38
1273,-0.1%,EUR,2011-09-23 03:00:00,0.3%,worse,Low,Italian Retail Sales m/m,-0.3%,worse,38
1274,35.2K,GBP,2011-09-23 03:30:00,33.2K,better,Medium,High Street Lending,33.7K,,38
1275,-9.4,EUR,2011-09-23 08:00:00,-8.9,worse,Medium,Belgian NBB Business Climate,-7.8,,38
1276,,All,2011-09-23 00:00:00,,,Medium,G20 Meetings,,,38
1277,,All,2011-09-23 00:00:00,,,Medium,IMF Meetings,,,38
1278,,USD,2011-09-23 12:30:00,,,Low,FOMC Member Dudley Speaks,,,38
1279,,EUR,2011-09-23 15:30:00,,,Medium,ECB President Trichet Speaks,,,38
1280,,NZD,2011-09-24 09:00:00,,,Non-Economic,Daylight Saving Time Shift,,,38
1281,,EUR,2011-09-24 18:00:00,,,Medium,ECB President Trichet Speaks,,,38
1282,,EUR,2011-09-11 17:00:00,,,Medium,ECB President Trichet Speaks,,,37
1283,10.3,JPY,2011-09-11 18:50:00,11.4,worse,Medium,BSI Manufacturing Index,-23.3,,37
1284,,JPY,2011-09-11 18:50:00,,,Medium,Monetary Policy Meeting Minutes,,,37
1285,-0.1%,JPY,2011-09-11 18:50:00,0.3%,worse,Medium,Tertiary Industry Activity m/m,1.8%,,37
1286,2.6%,JPY,2011-09-11 18:50:00,2.7%,,Low,PPI y/y,2.9%,,37
1287,,CNY,2011-09-11 00:00:00,,,Non-Economic,Bank Holiday,,,37
1288,1.83B,AUD,2011-09-11 20:30:00,1.91B,worse,High,Trade Balance,1.82B,worse,37
1289,-0.7%,EUR,2011-09-12 03:00:00,0.2%,worse,Low,Italian Industrial Production m/m,-0.8%,worse,37
1290,,USD,2011-09-12 15:00:00,,,Medium,FOMC Member Fisher Speaks,,,37
1291,-1.3%,NZD,2011-09-12 17:45:00,,,Low,FPI m/m,2.0%,,37
1292,2.1%,NZD,2011-09-12 17:45:00,,,Low,Manufacturing Sales q/q,2.7%,worse,37
1293,-23%,GBP,2011-09-12 18:01:00,-22%,worse,Medium,RICS House Price Balance,-22%,,37
1294,0.5%,NZD,2011-09-12 19:00:00,,,Medium,REINZ HPI m/m,-0.6%,,37
1295,-8,AUD,2011-09-12 20:30:00,,,Medium,NAB Business Confidence,2,,37
1296,0.5%,EUR,2011-09-13 00:30:00,0.3%,better,Low,French Final CPI m/m,-0.4%,,37
1297,4.5%,GBP,2011-09-13 03:30:00,4.5%,,High,CPI y/y,4.4%,,37
1298,-8.9B,GBP,2011-09-13 03:30:00,-8.5B,worse,Medium,Goods Trade Balance,-8.9B,,37
1299,5.2%,GBP,2011-09-13 03:30:00,5.0%,better,Medium,RPI y/y,5.0%,,37
1300,3.1%,GBP,2011-09-13 03:30:00,3.0%,better,Low,Core CPI y/y,3.1%,,37
1301,-1.5%,GBP,2011-09-13 03:30:00,-1.1%,worse,Low,ONS HPI y/y,-2.0%,,37
1302,,GBP,2011-09-13 06:00:00,,,Medium,MPC Member Posen Speaks,,,37
1303,88.1,USD,2011-09-13 06:30:00,88.0,,Low,NFIB Small Business Index,89.9,,37
1304,-0.4%,USD,2011-09-13 07:30:00,-0.7%,better,Medium,Import Prices m/m,0.3%,,37
1305,39.9,USD,2011-09-13 09:00:00,36.5,better,Low,IBD/TIPP Economic Optimism,35.8,,37
1306,,EUR,2011-09-13 10:30:00,,,Medium,German Buba President Weidmann Speaks,,,37
1307,2.00|3.0,USD,2011-09-13 12:00:00,,,Medium,10-y Bond Auction,2.14|3.2,,37
1308,-134.2B,USD,2011-09-13 12:54:00,-128.4B,worse,Medium,Federal Budget Balance,-129.4B,,37
1309,8.1%,AUD,2011-09-13 19:30:00,,,Medium,Westpac Consumer Sentiment,-3.5%,,37
1310,-4.7%,AUD,2011-09-13 20:30:00,0.0%,worse,Low,Housing Starts q/q,3.3%,better,37
1311,0.4%,JPY,2011-09-13 23:30:00,0.6%,worse,Low,Revised Industrial Production m/m,0.6%,,37
1312,,GBP,2011-09-14 01:30:00,,,High,BOE Gov King Speaks,,,37
1313,-1.2%,CHF,2011-09-14 02:15:00,-0.3%,worse,Medium,PPI m/m,-0.7%,,37
1314,20.3K,GBP,2011-09-14 03:30:00,34.8K,better,High,Claimant Count Change,33.7K,better,37
1315,2.8%,GBP,2011-09-14 03:30:00,2.7%,better,Medium,Average Earnings Index 3m/y,2.7%,better,37
1316,7.9%,GBP,2011-09-14 03:30:00,7.9%,,Low,Unemployment Rate,7.9%,,37
1317,1.0%,EUR,2011-09-14 04:00:00,1.5%,worse,Medium,Industrial Production m/m,-0.8%,worse,37
1318,78.4%,CAD,2011-09-14 07:30:00,79.0%,worse,Medium,Capacity Utilization Rate,78.9%,,37
1319,0.1%,USD,2011-09-14 07:30:00,0.2%,worse,High,Core Retail Sales m/m,0.3%,worse,37
1320,0.0%,USD,2011-09-14 07:30:00,-0.1%,better,High,PPI m/m,0.2%,,37
1321,0.0%,USD,2011-09-14 07:30:00,0.2%,worse,High,Retail Sales m/m,0.3%,worse,37
1322,0.1%,USD,2011-09-14 07:30:00,0.2%,worse,Medium,Core PPI m/m,0.4%,,37
1323,,USD,2011-09-14 07:30:00,,,Medium,Treasury Sec Geithner Speaks,,,37
1324,0.4%,USD,2011-09-14 09:00:00,0.4%,,Medium,Business Inventories m/m,0.4%,worse,37
1325,-6.7M,USD,2011-09-14 09:30:00,-3.1M,,Medium,Crude Oil Inventories,-4.0M,,37
1326,3.31|2.9,USD,2011-09-14 12:00:00,,,Low,30-y Bond Auction,3.75|2.1,,37
1327,2.50%,NZD,2011-09-14 16:00:00,2.50%,,High,Official Cash Rate,2.50%,,37
1328,,NZD,2011-09-14 16:00:00,,,High,RBNZ Press Conference,,,37
1329,,NZD,2011-09-14 16:00:00,,,High,RBNZ Rate Statement,,,37
1330,,NZD,2011-09-14 16:00:00,,,Medium,RBNZ Monetary Policy Statement,,,37
1331,52.9,NZD,2011-09-14 17:09:00,,,Low,Business NZ Manufacturing Index,53.2,,37
1332,2.8%,AUD,2011-09-14 20:00:00,,,Medium,MI Inflation Expectations,2.7%,,37
1333,3.3%,AUD,2011-09-14 20:30:00,,,Medium,New Motor Vehicle Sales m/m,9.0%,better,37
1334,,AUD,2011-09-14 20:30:00,,,Low,RBA Bulletin,,,37
1335,3.6%,CHF,2011-09-15 02:15:00,3.3%,better,Medium,Industrial Production q/q,-9.6%,worse,37
1336,<0.25%,CHF,2011-09-15 02:30:00,<0.25%,,High,Libor Rate,<0.25%,,37
1337,,CHF,2011-09-15 02:30:00,,,High,SNB Monetary Policy Assessment,,,37
1338,,EUR,2011-09-15 03:00:00,,,Medium,ECB Monthly Bulletin,,,37
1339,-0.2%,GBP,2011-09-15 03:30:00,-0.2%,,High,Retail Sales m/m,0.2%,,37
1340,4.2%,GBP,2011-09-15 03:30:00,,,Medium,Consumer Inflation Expectations,3.9%,,37
1341,5.16|2.0,EUR,2011-09-15 03:51:00,,,Medium,Spanish 10-y Bond Auction,5.90|1.9,,37
1342,2.5%,EUR,2011-09-15 04:00:00,2.5%,,Medium,Final CPI y/y,2.5%,,37
1343,1.2%,EUR,2011-09-15 04:00:00,1.2%,,Medium,Final Core CPI y/y,1.2%,,37
1344,0.3%,EUR,2011-09-15 04:00:00,0.2%,better,Low,Employment Change q/q,0.1%,better,37
1345,17.7%,CNY,2011-09-15 05:43:00,,,Low,Foreign Direct Investment ytd/y,18.6%,,37
1346,2.7%,CAD,2011-09-15 07:30:00,1.3%,better,Medium,Manufacturing Sales m/m,-1.3%,better,37
1347,-6.2%,CAD,2011-09-15 07:30:00,-2.3%,worse,Low,New Motor Vehicle Sales m/m,10.8%,,37
1348,0.2%,USD,2011-09-15 07:30:00,0.2%,,High,Core CPI m/m,0.2%,,37
1349,428K,USD,2011-09-15 07:30:00,410K,worse,High,Unemployment Claims,417K,,37
1350,0.4%,USD,2011-09-15 07:30:00,0.2%,better,Medium,CPI m/m,0.5%,,37
1351,-118B,USD,2011-09-15 07:30:00,-122B,better,Medium,Current Account,-120B,,37
1352,-8.8,USD,2011-09-15 07:30:00,-3.9,worse,Medium,Empire State Manufacturing Index,-7.7,,37
1353,,USD,2011-09-15 07:45:00,,,Medium,Fed Chairman Bernanke Speaks,,,37
1354,77.4%,USD,2011-09-15 08:15:00,77.5%,,Medium,Capacity Utilization Rate,77.3%,worse,37
1355,0.2%,USD,2011-09-15 08:15:00,0.1%,better,Medium,Industrial Production m/m,0.9%,,37
1356,-17.5,USD,2011-09-15 09:00:00,-14.7,worse,High,Philly Fed Manufacturing Index,-30.7,,37
1357,87B,USD,2011-09-15 09:30:00,85B,,Low,Natural Gas Storage,64B,,37
1358,,USD,2011-09-15 12:45:00,,,Low,FOMC Member Tarullo Speaks,,,37
1359,,EUR,2011-09-15 13:00:00,,,High,ECB President Trichet Speaks,,,37
1360,-12.9B,EUR,2011-09-16 03:00:00,-5.6B,worse,Medium,Current Account,-7.1B,better,37
1361,1.44B,EUR,2011-09-16 03:00:00,-1.97B,better,Low,Italian Trade Balance,-1.75B,better,37
1362,,EUR,2011-09-16 00:00:00,,,High,ECOFIN Meetings,,,37
1363,,GBP,2011-09-16 03:35:00,,,Low,Chancellor Osborne Speaks,,,37
1364,-2.5B,EUR,2011-09-16 04:00:00,1.7B,worse,Low,Trade Balance,-2.5B,worse,37
1365,11.78B,CAD,2011-09-16 07:30:00,2.03B,better,Medium,Foreign Securities Purchases,-3.45B,,37
1366,9.5B,USD,2011-09-16 08:00:00,31.3B,worse,High,TIC Long-Term Purchases,3.4B,,37
1367,57.8,USD,2011-09-16 08:55:00,57.3,,High,Prelim UoM Consumer Sentiment,55.7,better,37
1368,3.7%,USD,2011-09-16 08:55:00,,,Low,Prelim UoM Inflation Expectations,3.5%,,37
1369,,EUR,2011-09-17 00:00:00,,,High,ECOFIN Meetings,,,37
1370,52.1,AUD,2011-09-04 18:25:00,,,Medium,AIG Services Index,48.8,,36
1371,-0.1%,AUD,2011-09-04 19:30:00,,,Low,MI Inflation Gauge m/m,0.3%,,36
1372,-0.6%,AUD,2011-09-04 20:30:00,,,Medium,ANZ Job Advertisements m/m,-0.6%,,36
1373,6.7%,AUD,2011-09-04 20:30:00,3.1%,better,Medium,Company Operating Profits q/q,-2.2%,worse,36
1374,50.6,CNY,2011-09-04 21:30:00,,,Low,Caixin Services PMI,53.5,,36
1375,45.2,EUR,2011-09-05 02:15:00,,,Low,Spanish Services PMI,46.5,,36
1376,48.4,EUR,2011-09-05 02:45:00,48.4,,Low,Italian Services PMI,48.6,,36
1377,56.8,EUR,2011-09-05 02:50:00,56.1,better,Low,French Final Services PMI,56.1,,36
1378,51.1,EUR,2011-09-05 02:55:00,50.4,better,Low,German Final Services PMI,50.4,,36
1379,51.5,EUR,2011-09-05 03:00:00,51.5,,Low,Final Services PMI,51.5,,36
1380,-15.4,EUR,2011-09-05 03:30:00,-17.5,better,Low,Sentix Investor Confidence,-13.5,,36
