,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
976,,USD,2014-10-16 07:00:00,,,Medium,FOMC Member Plosser Speaks,,,42
977,-3.3%,CAD,2014-10-16 07:30:00,-1.6%,worse,High,Manufacturing Sales m/m,2.9%,better,42
978,10.28B,CAD,2014-10-16 07:30:00,4.31B,better,Medium,Foreign Securities Purchases,5.20B,,42
979,264K,USD,2014-10-16 07:30:00,286K,better,High,Unemployment Claims,287K,,42
980,1.0%,USD,2014-10-16 08:15:00,0.4%,better,High,Industrial Production m/m,-0.2%,worse,42
981,79.3%,USD,2014-10-16 08:15:00,79.0%,better,Medium,Capacity Utilization Rate,78.7%,,42
982,20.7,USD,2014-10-16 08:59:00,19.9,better,High,Philly Fed Manufacturing Index,22.5,,42
983,,USD,2014-10-16 09:00:00,,,Medium,FOMC Member Kocherlakota Speaks,,,42
984,54,USD,2014-10-16 09:00:00,59,worse,Medium,NAHB Housing Market Index,59,,42
985,94B,USD,2014-10-16 09:30:00,91B,,Low,Natural Gas Storage,105B,,42
986,8.9M,USD,2014-10-16 10:00:00,2.3M,,Medium,Crude Oil Inventories,5.0M,,42
987,52.1B,USD,2014-10-16 15:00:00,23.3B,better,Low,TIC Long-Term Purchases,-18.6B,,42
988,,EUR,2014-10-17 04:00:00,,,Medium,German Buba President Weidmann Speaks,,,42
989,0.2%,CAD,2014-10-17 07:30:00,0.1%,better,High,Core CPI m/m,0.5%,,42
990,0.1%,CAD,2014-10-17 07:30:00,0.0%,better,Medium,CPI m/m,0.0%,,42
991,1.02M,USD,2014-10-17 07:30:00,1.04M,,High,Building Permits,1.00M,,42
992,,USD,2014-10-17 07:30:00,,,High,Fed Chair Yellen Speaks,,,42
993,1.02M,USD,2014-10-17 07:30:00,1.02M,,Medium,Housing Starts,0.96M,,42
994,86.4,USD,2014-10-17 08:55:00,84.3,better,High,Prelim UoM Consumer Sentiment,84.6,,42
995,2.8%,USD,2014-10-17 08:55:00,,,Low,Prelim UoM Inflation Expectations,3.0%,,42
996,,AUD,2014-10-05 00:00:00,,,Non-Economic,Bank Holiday,,,41
997,0.1%,AUD,2014-10-05 18:30:00,,,Low,MI Inflation Gauge m/m,0.0%,,41
998,,CNY,2014-10-05 00:00:00,,,Non-Economic,Bank Holiday,,,41
999,0.9%,AUD,2014-10-05 19:30:00,,,Medium,ANZ Job Advertisements m/m,1.6%,,41
1000,-5.7%,EUR,2014-10-06 01:00:00,-2.4%,worse,Medium,German Factory Orders m/m,4.9%,better,41
1001,44.8,EUR,2014-10-06 03:10:00,,,Low,Retail PMI,45.8,,41
1002,-13.7,EUR,2014-10-06 03:30:00,-11.8,worse,Low,Sentix Investor Confidence,-9.8,,41
1003,-10.8B,GBP,2014-10-06 03:30:00,-11.3B,better,Low,Housing Equity Withdrawal q/q,-11.5B,better,41
1004,58.6,CAD,2014-10-06 09:00:00,53.4,better,High,Ivey PMI,50.9,,41
1005,2.5,USD,2014-10-06 09:00:00,,,Low,Labor Market Conditions Index m/m,,,41
1006,19,NZD,2014-10-06 16:00:00,,,High,NZIER Business Confidence,32,,41
1007,59.1,AUD,2014-10-06 17:30:00,,,Low,AIG Construction Index,55.0,,41
1008,,CNY,2014-10-06 00:00:00,,,Non-Economic,Bank Holiday,,,41
1009,2.50%,AUD,2014-10-06 22:30:00,2.50%,,High,Cash Rate,2.50%,,41
1010,,AUD,2014-10-06 22:30:00,,,High,RBA Rate Statement,,,41
1011,,JPY,2014-10-06 23:54:00,,,High,Monetary Policy Statement,,,41
1012,104.0%,JPY,2014-10-07 00:00:00,104.2%,,Low,Leading Indicators,105.4%,worse,41
1013,-4.0%,EUR,2014-10-07 01:00:00,-1.4%,worse,Low,German Industrial Production m/m,1.6%,worse,41
1014,,JPY,2014-10-07 01:32:00,,,High,BOJ Press Conference,,,41
1015,-94.1B,EUR,2014-10-07 01:45:00,,,Low,French Gov Budget Balance,-84.1B,,41
1016,462B,CHF,2014-10-07 02:00:00,,,Medium,Foreign Currency Reserves,454B,,41
1017,0.1%,CHF,2014-10-07 02:15:00,0.2%,worse,Medium,CPI m/m,0.0%,,41
1018,1.9%,CHF,2014-10-07 02:15:00,0.8%,better,Medium,Retail Sales y/y,-0.3%,better,41
1019,0.1%,GBP,2014-10-07 03:30:00,0.2%,worse,High,Manufacturing Production m/m,0.3%,,41
1020,,GBP,2014-10-07 03:30:00,,,Medium,BOE Credit Conditions Survey,,,41
1021,0.0%,GBP,2014-10-07 03:30:00,0.2%,worse,Low,Industrial Production m/m,0.4%,worse,41
1022,3.04|2.0,GBP,2014-10-07 04:34:00,,,Low,30-y Bond Auction,3.17|2.0,,41
1023,-27.3%,CAD,2014-10-07 07:30:00,-6.0%,worse,High,Building Permits m/m,11.6%,worse,41
1024,0.7%,GBP,2014-10-07 08:50:00,,,Medium,NIESR GDP Estimate,0.8%,better,41
1025,4.84M,USD,2014-10-07 09:00:00,4.71M,better,Medium,JOLTS Job Openings,4.61M,,41
1026,45.2,USD,2014-10-07 09:00:00,46.3,worse,Low,IBD/TIPP Economic Optimism,45.2,,41
1027,,USD,2014-10-07 12:20:00,,,Medium,FOMC Member Kocherlakota Speaks,,,41
1028,,USD,2014-10-07 14:00:00,,,Medium,FOMC Member Dudley Speaks,,,41
1029,13.5B,USD,2014-10-07 14:00:00,20.3B,worse,Low,Consumer Credit m/m,21.6B,worse,41
1030,-1.8%,GBP,2014-10-07 18:01:00,,,Low,BRC Shop Price Index y/y,-1.6%,,41
1031,0.13T,JPY,2014-10-07 18:50:00,0.19T,worse,Medium,Current Account,0.10T,,41
1032,53.5,CNY,2014-10-07 20:45:00,,,Medium,Caixin Services PMI,54.1,,41
1033,,JPY,2014-10-08 00:00:00,,,Low,BOJ Monthly Report,,,41
1034,47.4,JPY,2014-10-08 00:00:00,48.2,worse,Low,Economy Watchers Sentiment,47.4,,41
1035,3.2%,CHF,2014-10-08 00:45:00,3.1%,worse,Low,Unemployment Rate,3.2%,,41
1036,0.6%,GBP,2014-10-08 02:05:00,0.2%,better,Medium,Halifax HPI m/m,0.0%,,41
1037,197K,CAD,2014-10-08 07:13:00,195K,,Medium,Housing Starts,196K,better,41
1038,5.0M,USD,2014-10-08 09:30:00,2.1M,,Medium,Crude Oil Inventories,-1.4M,,41
1039,2.38|2.5,USD,2014-10-08 12:01:00,,,Medium,10-y Bond Auction,2.54|2.7,,41
1040,,USD,2014-10-08 13:00:00,,,High,FOMC Meeting Minutes,,,41
1041,30%,GBP,2014-10-08 18:01:00,38%,worse,Low,RICS House Price Balance,39%,worse,41
1042,4.7%,JPY,2014-10-08 18:50:00,1.1%,better,Medium,Core Machinery Orders m/m,3.5%,,41
1043,-29.7K,AUD,2014-10-08 19:30:00,17.6K,worse,High,Employment Change,32.1K,worse,41
1044,6.1%,AUD,2014-10-08 19:30:00,6.1%,,High,Unemployment Rate,6.0%,better,41
1045,17.5B,EUR,2014-10-09 01:00:00,18.4B,worse,Low,German Trade Balance,22.2B,,41
1046,34.8%,JPY,2014-10-09 01:00:00,,,Low,Prelim Machine Tool Orders y/y,35.5%,,41
1047,-5.8B,EUR,2014-10-09 01:45:00,-5.7B,,Low,French Trade Balance,-5.5B,,41
1048,,EUR,2014-10-09 03:00:00,,,Low,ECB Monthly Bulletin,,,41
1049,375B,GBP,2014-10-09 06:00:00,375B,,High,Asset Purchase Facility,375B,,41
1050,0.50%,GBP,2014-10-09 06:00:00,0.50%,,High,Official Bank Rate,0.50%,,41
1051,0.3%,CAD,2014-10-09 07:30:00,0.2%,better,Medium,NHPI m/m,0.0%,,41
1052,287K,USD,2014-10-09 07:30:00,291K,,High,Unemployment Claims,288K,,41
1053,0.7%,USD,2014-10-09 09:00:00,0.3%,worse,Low,Final Wholesale Inventories m/m,0.3%,worse,41
1054,105B,USD,2014-10-09 09:30:00,108B,,Low,Natural Gas Storage,112B,,41
1055,,EUR,2014-10-09 10:00:00,,,High,ECB President Draghi Speaks,,,41
1056,,All,2014-10-09 00:00:00,,,Medium,G20 Meetings,,,41
1057,3.07|2.4,USD,2014-10-09 12:01:00,,,Low,30-y Bond Auction,3.24|2.7,,41
1058,,USD,2014-10-09 12:10:00,,,Low,FOMC Member Tarullo Speaks,,,41
1059,,USD,2014-10-09 12:30:00,,,Medium,FOMC Member Fischer Speaks,,,41
1060,,JPY,2014-10-09 18:50:00,,,Medium,Monetary Policy Meeting Minutes,,,41
1061,-0.1%,JPY,2014-10-09 18:50:00,0.2%,worse,Medium,Tertiary Industry Activity m/m,-0.3%,worse,41
1062,2.3%,JPY,2014-10-09 18:50:00,,,Low,Bank Lending y/y,2.2%,,41
1063,-0.9%,AUD,2014-10-09 19:30:00,0.2%,worse,Medium,Home Loans m/m,0.4%,,41
1064,,AUD,2014-10-09 19:45:00,,,Medium,RBA Assist Gov Edey Speaks,,,41
1065,39.9,JPY,2014-10-10 00:00:00,42.2,worse,Low,Consumer Confidence,41.2,,41
1066,0.0%,EUR,2014-10-10 01:45:00,-0.2%,better,Medium,French Industrial Production m/m,0.3%,better,41
1067,0.3%,EUR,2014-10-10 03:00:00,0.6%,worse,Low,Italian Industrial Production m/m,-1.0%,,41
1068,-9.1B,GBP,2014-10-10 03:30:00,-9.6B,better,Medium,Goods Trade Balance,-10.4B,worse,41
1069,-3.9%,GBP,2014-10-10 03:30:00,0.5%,worse,Low,Construction Output m/m,1.9%,better,41
1070,,GBP,2014-10-10 03:30:00,,,Low,FPC Meeting Minutes,,,41
1071,0.4%,GBP,2014-10-10 04:00:00,,,Low,CB Leading Index m/m,0.1%,,41
1072,74.1K,CAD,2014-10-10 07:30:00,18.7K,better,High,Employment Change,-11.0K,,41
1073,6.8%,CAD,2014-10-10 07:30:00,7.0%,better,High,Unemployment Rate,7.0%,,41
1074,-0.5%,USD,2014-10-10 07:30:00,-0.5%,,Medium,Import Prices m/m,-0.6%,better,41
1075,,USD,2014-10-10 08:00:00,,,Medium,FOMC Member Plosser Speaks,,,41
1076,,All,2014-10-10 00:00:00,,,Medium,IMF Meetings,,,41
1077,,CAD,2014-10-10 09:30:00,,,Medium,BOC Business Outlook Survey,,,41
1078,,All,2014-10-10 00:00:00,,,Medium,G20 Meetings,,,41
1079,,USD,2014-10-10 14:30:00,,,Medium,FOMC Member Fisher Speaks,,,41
1080,,USD,2014-10-11 08:00:00,,,Low,FOMC Member Tarullo Speaks,,,41
1081,,All,2014-10-11 00:00:00,,,Medium,IMF Meetings,,,41
1082,,EUR,2014-10-11 11:00:00,,,High,ECB President Draghi Speaks,,,41
1083,,USD,2014-10-11 16:00:00,,,Medium,FOMC Member Fischer Speaks,,,41
1084,0.0%,EUR,2014-09-29 00:00:00,-0.1%,better,High,German Prelim CPI m/m,0.0%,,40
1085,-0.2%,EUR,2014-09-29 02:00:00,-0.3%,better,Medium,Spanish Flash CPI y/y,-0.5%,,40
1086,3.2B,GBP,2014-09-29 03:30:00,3.1B,,Medium,Net Lending to Individuals m/m,3.4B,,40
1087,0.3%,GBP,2014-09-29 03:30:00,0.4%,,Low,M4 Money Supply m/m,0.2%,,40
1088,64K,GBP,2014-09-29 03:30:00,66K,worse,Low,Mortgage Approvals,66K,,40
1089,2.45|1.3,EUR,2014-09-29 04:21:00,,,Medium,Italian 10-y Bond Auction,2.39|1.3,,40
1090,0.1%,USD,2014-09-29 07:30:00,0.0%,better,Medium,Core PCE Price Index m/m,0.1%,,40
1091,0.5%,USD,2014-09-29 07:30:00,0.5%,,Medium,Personal Spending m/m,0.0%,better,40
1092,0.3%,USD,2014-09-29 07:30:00,0.3%,,Low,Personal Income m/m,0.2%,,40
1093,-1.0%,USD,2014-09-29 09:00:00,-0.4%,worse,Medium,Pending Home Sales m/m,3.2%,,40
1094,0.0%,NZD,2014-09-29 16:45:00,,,Medium,Building Consents m/m,-1.7%,worse,40
1095,-1,GBP,2014-09-29 18:05:00,0,worse,Low,GfK Consumer Confidence,1,,40
1096,-4.7%,JPY,2014-09-29 18:30:00,-3.5%,worse,Medium,Household Spending y/y,-5.9%,,40
1097,3.5%,JPY,2014-09-29 18:30:00,3.8%,better,Low,Unemployment Rate,3.8%,,40
1098,-1.5%,JPY,2014-09-29 18:50:00,0.2%,worse,Medium,Prelim Industrial Production m/m,0.4%,better,40
1099,1.2%,JPY,2014-09-29 18:50:00,0.4%,better,Medium,Retail Sales y/y,0.6%,,40
1100,13.4,NZD,2014-09-29 19:00:00,,,High,ANZ Business Confidence,24.4,,40
1101,0.4%,AUD,2014-09-29 20:30:00,0.5%,worse,Low,Private Sector Credit m/m,0.4%,,40
1102,1.4%,JPY,2014-09-29 20:30:00,1.1%,better,Medium,Average Cash Earnings y/y,2.4%,worse,40
1103,50.2,CNY,2014-09-29 20:45:00,50.5,,High,Caixin Manufacturing PMI,50.5,,40
1104,-12.5%,JPY,2014-09-30 00:00:00,-13.9%,better,Low,Housing Starts y/y,-14.1%,,40
1105,2.5%,EUR,2014-09-30 01:00:00,0.6%,better,Medium,German Retail Sales m/m,-1.1%,better,40
1106,-0.2%,GBP,2014-09-30 01:00:00,0.6%,worse,Medium,Nationwide HPI m/m,0.8%,,40
1107,-0.7%,EUR,2014-09-30 00:00:00,-0.3%,worse,Low,French Consumer Spending m/m,0.8%,worse,40
1108,0.7%,EUR,2014-09-30 01:45:00,-0.2%,better,Medium,French Consumer Spending m/m,-0.7%,,40
1109,99.1,CHF,2014-09-30 02:00:00,99.1,,Medium,KOF Economic Barometer,99.6,,40
1110,12K,EUR,2014-09-30 02:55:00,-2K,worse,Medium,German Unemployment Change,3K,,40
1111,12.3%,EUR,2014-09-30 03:00:00,12.6%,better,Low,Italian Monthly Unemployment Rate,12.6%,,40
1112,-23.1B,GBP,2014-09-30 03:30:00,-16.9B,worse,High,Current Account,-20.5B,worse,40
1113,0.9%,GBP,2014-09-30 03:30:00,0.8%,better,Medium,Final GDP q/q,0.8%,,40
1114,1.0%,GBP,2014-09-30 03:30:00,1.0%,,Low,Index of Services 3m/3m,1.1%,better,40
1115,3.3%,GBP,2014-09-30 03:30:00,4.0%,worse,Low,Revised Business Investment q/q,5.0%,,40
1116,0.3%,EUR,2014-09-30 04:00:00,0.3%,,High,CPI Flash Estimate y/y,0.4%,better,40
1117,0.7%,EUR,2014-09-30 04:00:00,0.9%,worse,Medium,Core CPI Flash Estimate y/y,0.9%,,40
1118,11.5%,EUR,2014-09-30 04:00:00,11.5%,,Medium,Unemployment Rate,11.5%,,40
1119,-0.3%,EUR,2014-09-30 04:00:00,-0.3%,,Low,Italian Prelim CPI m/m,0.2%,,40
1120,0.0%,CAD,2014-09-30 07:30:00,0.2%,worse,High,GDP m/m,0.3%,,40
1121,-2.2%,CAD,2014-09-30 07:30:00,-1.7%,worse,Medium,RMPI m/m,-1.4%,,40
1122,0.2%,CAD,2014-09-30 07:30:00,-0.2%,better,Low,IPPI m/m,-0.3%,,40
1123,6.7%,USD,2014-09-30 08:00:00,7.5%,worse,Low,S&P/CS Composite-20 HPI y/y,8.1%,,40
1124,60.5,USD,2014-09-30 08:45:00,61.6,worse,Medium,Chicago PMI,64.3,,40
1125,86.0,USD,2014-09-30 09:00:00,92.2,worse,High,CB Consumer Confidence,93.4,better,40
1126,,GBP,2014-09-30 12:30:00,,,Medium,MPC Member Miles Speaks,,,40
1127,46.5,AUD,2014-09-30 18:30:00,,,Low,AIG Manufacturing Index,47.3,,40
1128,13,JPY,2014-09-30 18:50:00,10,better,Medium,Tankan Manufacturing Index,12,,40
1129,13,JPY,2014-09-30 18:50:00,17,worse,Medium,Tankan Non-Manufacturing Index,19,,40
1130,,CNY,2014-09-30 00:00:00,,,Non-Economic,Bank Holiday,,,40
1131,51.1,CNY,2014-09-30 19:59:00,51.1,,High,Manufacturing PMI,51.1,,40
1132,0.1%,AUD,2014-09-30 20:30:00,0.4%,worse,High,Retail Sales m/m,0.4%,,40
1133,51.7,JPY,2014-09-30 20:35:00,51.7,,Low,Final Manufacturing PMI,51.7,,40
1134,-16.8%,AUD,2014-10-01 01:30:00,,,Low,Commodity Prices y/y,-14.0%,worse,40
1135,52.6,EUR,2014-10-01 02:15:00,52.3,,Medium,Spanish Manufacturing PMI,52.8,,40
1136,50.4,CHF,2014-10-01 02:30:00,52.1,worse,Low,Manufacturing PMI,52.9,,40
1137,50.7,EUR,2014-10-01 02:45:00,49.4,better,Medium,Italian Manufacturing PMI,49.8,,40
1138,48.8,EUR,2014-10-01 02:50:00,48.8,,Low,French Final Manufacturing PMI,48.8,,40
1139,49.9,EUR,2014-10-01 02:55:00,50.3,worse,Medium,German Final Manufacturing PMI,50.3,,40
1140,50.3,EUR,2014-10-01 03:00:00,50.5,,Low,Final Manufacturing PMI,50.5,,40
1141,51.6,GBP,2014-10-01 03:30:00,52.6,worse,High,Manufacturing PMI,52.2,,40
1142,0.93|1.1,EUR,2014-10-01 04:33:00,,,Medium,German 10-y Bond Auction,1.05|1.4,,40
1143,213K,USD,2014-10-01 07:15:00,207K,,High,ADP Non-Farm Employment Change,202K,,40
1144,53.5,CAD,2014-10-01 08:30:00,,,Low,Manufacturing PMI,54.8,,40
1145,57.5,USD,2014-10-01 08:45:00,58.0,worse,Low,Final Manufacturing PMI,57.9,,40
1146,56.6,USD,2014-10-01 09:00:00,58.6,worse,High,ISM Manufacturing PMI,59.0,,40
1147,-0.8%,USD,2014-10-01 09:00:00,0.5%,worse,Low,Construction Spending m/m,1.2%,worse,40
1148,59.5,USD,2014-10-01 09:00:00,56.8,better,Low,ISM Manufacturing Prices,58.0,,40
1149,-1.4M,USD,2014-10-01 09:30:00,0.6M,,Medium,Crude Oil Inventories,-4.3M,,40
1150,-7.3%,NZD,2014-10-01 09:48:00,,,High,GDT Price Index,0.0%,,40
1151,16.4M,USD,2014-10-01 00:00:00,16.9M,worse,Low,Total Vehicle Sales,17.5M,,40
1152,,GBP,2014-10-01 12:30:00,,,Medium,MPC Member Forbes Speaks,,,40
1153,35.3%,JPY,2014-10-01 18:50:00,38.9%,worse,Low,Monetary Base y/y,40.5%,,40
1154,-1.3%,NZD,2014-10-01 19:00:00,,,Low,ANZ Commodity Prices m/m,-3.3%,,40
1155,,CNY,2014-10-01 00:00:00,,,Non-Economic,Bank Holiday,,,40
1156,3.0%,AUD,2014-10-01 20:30:00,1.1%,better,High,Building Approvals m/m,2.1%,,40
1157,-0.79B,AUD,2014-10-01 20:30:00,-0.75B,,High,Trade Balance,-1.08B,better,40
1158,0.52|3.5,JPY,2014-10-01 22:45:00,,,Low,10-y Bond Auction,0.52|3.6,,40
1159,,AUD,2014-10-02 00:15:00,,,Low,RBA Annual Report,,,40
1160,19.7K,EUR,2014-10-02 02:00:00,31.3K,better,Medium,Spanish Unemployment Change,8.1K,,40
1161,64.2,GBP,2014-10-02 03:30:00,63.7,better,High,Construction PMI,64.0,,40
1162,,GBP,2014-10-02 03:30:00,,,Medium,FPC Statement,,,40
1163,2.08|1.5,EUR,2014-10-02 03:42:00,,,Low,Spanish 10-y Bond Auction,2.27|1.8,,40
1164,1.23|2.0,EUR,2014-10-02 03:58:00,,,Low,French 10-y Bond Auction,1.32|2.8,,40
1165,-0.1%,EUR,2014-10-02 04:00:00,-0.2%,better,Low,PPI m/m,-0.2%,worse,40
1166,-24.4%,USD,2014-10-02 06:30:00,,,Low,Challenger Job Cuts y/y,-20.7%,,40
1167,0.05%,EUR,2014-10-02 06:45:00,0.05%,,High,Main Refinancing Rate,0.05%,,40
1168,,EUR,2014-10-02 07:30:00,,,High,ECB Press Conference,,,40
1169,287K,USD,2014-10-02 07:30:00,299K,better,High,Unemployment Claims,295K,,40
1170,-10.1%,USD,2014-10-02 09:00:00,-9.4%,worse,Medium,Factory Orders m/m,10.5%,,40
1171,112B,USD,2014-10-02 09:30:00,107B,,Low,Natural Gas Storage,97B,,40
1172,45.4,AUD,2014-10-02 18:30:00,,,Low,AIG Services Index,49.4,,40
1173,,CNY,2014-10-02 00:00:00,,,Non-Economic,Bank Holiday,,,40
1174,3.3%,AUD,2014-10-02 20:00:00,,,Low,HIA New Home Sales m/m,-5.7%,,40
1175,54.0,CNY,2014-10-02 20:00:00,,,Medium,Non-Manufacturing PMI,54.4,,40
1176,,EUR,2014-10-03 00:00:00,,,Non-Economic,German Bank Holiday,,,40
1177,55.8,EUR,2014-10-03 02:15:00,56.9,worse,Medium,Spanish Services PMI,58.1,,40
1178,48.8,EUR,2014-10-03 02:45:00,49.6,worse,Medium,Italian Services PMI,49.8,,40
1179,48.4,EUR,2014-10-03 02:50:00,49.4,worse,Low,French Final Services PMI,49.4,,40
1180,55.7,EUR,2014-10-03 02:55:00,55.4,,Medium,German Final Services PMI,55.4,,40
1181,52.4,EUR,2014-10-03 03:00:00,52.8,worse,Low,Final Services PMI,52.8,,40
1182,58.7,GBP,2014-10-03 03:30:00,59.1,worse,High,Services PMI,60.5,,40
1183,1.2%,EUR,2014-10-03 04:00:00,0.1%,better,Medium,Retail Sales m/m,-0.4%,,40
1184,-0.6B,CAD,2014-10-03 07:30:00,1.5B,worse,High,Trade Balance,2.2B,worse,40
1185,248K,USD,2014-10-03 07:30:00,216K,better,High,Non-Farm Employment Change,180K,better,40
1186,-40.1B,USD,2014-10-03 07:30:00,-41.0B,better,High,Trade Balance,-40.3B,,40
1187,5.9%,USD,2014-10-03 07:30:00,6.1%,better,High,Unemployment Rate,6.1%,,40
1188,0.0%,USD,2014-10-03 07:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.3%,better,40
1189,58.9,USD,2014-10-03 08:45:00,58.5,better,Low,Final Services PMI,58.5,,40
1190,58.6,USD,2014-10-03 09:00:00,58.5,,High,ISM Non-Manufacturing PMI,59.6,,40
1191,,AUD,2014-10-04 11:00:00,,,Non-Economic,Daylight Saving Time Shift,,,40
1192,116.7,NZD,2014-09-21 16:55:00,,,Low,Westpac Consumer Sentiment,121.2,,39
1193,,EUR,2014-09-22 05:00:00,,,Medium,German Buba Monthly Report,,,39
1194,,EUR,2014-09-22 08:00:00,,,High,ECB President Draghi Speaks,,,39
1195,-11,EUR,2014-09-22 09:00:00,-11,,Low,Consumer Confidence,-10,,39
1196,,USD,2014-09-22 09:00:00,,,High,FOMC Member Dudley Speaks,,,39
1197,5.05M,USD,2014-09-22 09:00:00,5.21M,worse,Medium,Existing Home Sales,5.14M,,39
1198,,CAD,2014-09-22 12:00:00,,,Medium,Gov Council Member Wilkins Speaks,,,39
1199,,USD,2014-09-22 18:30:00,,,Medium,FOMC Member Kocherlakota Speaks,,,39
1200,,JPY,2014-09-22 00:00:00,,,Non-Economic,Bank Holiday,,,39
1201,50.5,CNY,2014-09-22 20:45:00,50.0,better,High,Caixin Flash Manufacturing PMI,50.2,,39
1202,48.8,EUR,2014-09-23 02:00:00,47.1,better,High,French Flash Manufacturing PMI,46.9,better,39
1203,49.4,EUR,2014-09-23 02:00:00,50.2,worse,Medium,French Flash Services PMI,50.3,worse,39
1204,50.3,EUR,2014-09-23 02:30:00,51.3,worse,High,German Flash Manufacturing PMI,51.4,worse,39
1205,55.4,EUR,2014-09-23 02:30:00,54.6,better,Medium,German Flash Services PMI,54.9,worse,39
1206,50.5,EUR,2014-09-23 03:00:00,50.6,,Medium,Flash Manufacturing PMI,50.7,,39
1207,52.8,EUR,2014-09-23 03:00:00,53.2,worse,Medium,Flash Services PMI,53.1,worse,39
1208,41.6K,GBP,2014-09-23 03:30:00,42.9K,worse,Medium,High Street Lending,42.7K,,39
1209,10.9B,GBP,2014-09-23 03:30:00,10.3B,worse,Medium,Public Sector Net Borrowing,-0.5B,worse,39
1210,-0.6%,CAD,2014-09-23 07:30:00,-0.1%,worse,High,Core Retail Sales m/m,1.5%,,39
1211,-0.1%,CAD,2014-09-23 07:30:00,0.4%,worse,Medium,Retail Sales m/m,1.2%,better,39
1212,0.1%,USD,2014-09-23 08:00:00,0.4%,worse,Low,HPI m/m,0.3%,worse,39
1213,,USD,2014-09-23 08:20:00,,,Medium,FOMC Member Powell Speaks,,,39
1214,57.9,USD,2014-09-23 08:45:00,58.1,,Low,Flash Manufacturing PMI,57.9,,39
1215,14,USD,2014-09-23 08:59:00,10,better,Low,Richmond Manufacturing Index,12,,39
1216,,USD,2014-09-23 13:00:00,,,Medium,FOMC Member Kocherlakota Speaks,,,39
1217,-472M,NZD,2014-09-23 17:45:00,-1125M,better,High,Trade Balance,-724M,worse,39
1218,0.5%,AUD,2014-09-23 19:00:00,,,Medium,CB Leading Index m/m,0.2%,worse,39
1219,,AUD,2014-09-23 20:30:00,,,Medium,RBA Financial Stability Review,,,39
1220,51.7,JPY,2014-09-23 20:35:00,52.5,worse,Low,Flash Manufacturing PMI,52.2,,39
1221,1.35,CHF,2014-09-24 01:00:00,,,Low,UBS Consumption Indicator,1.67,,39
1222,104.7,EUR,2014-09-24 03:00:00,105.9,worse,High,German Ifo Business Climate,106.3,,39
1223,,CHF,2014-09-24 08:00:00,,,Low,SNB Quarterly Bulletin,,,39
1224,-7.2,EUR,2014-09-24 08:00:00,-7.1,,Low,Belgian NBB Business Climate,-7.3,,39
1225,504K,USD,2014-09-24 09:00:00,432K,better,High,New Home Sales,427K,better,39
1226,-4.3M,USD,2014-09-24 09:30:00,0.7M,,Medium,Crude Oil Inventories,3.7M,,39
1227,,USD,2014-09-24 11:05:00,,,Medium,FOMC Member Mester Speaks,,,39
1228,3.5%,JPY,2014-09-24 18:50:00,3.7%,worse,Low,SPPI y/y,3.4%,worse,39
1229,,AUD,2014-09-24 21:30:00,,,High,RBA Gov Stevens Speaks,,,39
1230,,EUR,2014-09-25 02:20:00,,,High,ECB President Draghi Speaks,,,39
1231,2.0%,EUR,2014-09-25 03:00:00,1.9%,,Medium,M3 Money Supply y/y,1.8%,,39
1232,-1.5%,EUR,2014-09-25 03:00:00,-1.5%,,Medium,Private Loans y/y,-1.6%,,39
1233,-0.1%,EUR,2014-09-25 05:00:00,0.2%,worse,Low,Italian Retail Sales m/m,-0.1%,worse,39
1234,31,GBP,2014-09-25 05:00:00,34,worse,Medium,CBI Realized Sales,37,,39
1235,0.7%,USD,2014-09-25 07:30:00,0.7%,,High,Core Durable Goods Orders m/m,-0.7%,,39
1236,-18.2%,USD,2014-09-25 07:30:00,-17.7%,worse,High,Durable Goods Orders m/m,22.6%,,39
1237,293K,USD,2014-09-25 07:30:00,294K,,High,Unemployment Claims,281K,,39
1238,,GBP,2014-09-25 07:40:00,,,High,BOE Gov Carney Speaks,,,39
1239,58.5,USD,2014-09-25 08:45:00,59.4,worse,Low,Flash Services PMI,59.5,better,39
1240,97B,USD,2014-09-25 09:30:00,98B,,Low,Natural Gas Storage,90B,,39
1241,2.6%,JPY,2014-09-25 18:30:00,2.7%,worse,Medium,Tokyo Core CPI y/y,2.7%,,39
1242,3.1%,JPY,2014-09-25 18:30:00,3.2%,worse,Low,National Core CPI y/y,3.3%,,39
1243,0.7%,CNY,2014-09-25 21:00:00,,,Low,CB Leading Index m/m,1.2%,worse,39
1244,8.3,EUR,2014-09-26 01:00:00,8.5,worse,Medium,German GfK Consumer Climate,8.6,,39
1245,-0.1%,EUR,2014-09-26 01:00:00,-0.2%,better,Low,German Import Prices m/m,-0.4%,,39
1246,4.6%,USD,2014-09-26 07:30:00,4.6%,,High,Final GDP q/q,4.2%,,39
1247,2.1%,USD,2014-09-26 07:30:00,2.1%,,Low,Final GDP Price Index q/q,2.1%,,39
1248,84.6,USD,2014-09-26 08:55:00,85.1,,Medium,Revised UoM Consumer Sentiment,84.6,,39
1249,3.0%,USD,2014-09-26 08:55:00,,,Low,Revised UoM Inflation Expectations,3.0%,,39
1250,,NZD,2014-09-27 09:00:00,,,Non-Economic,Daylight Saving Time Shift,,,39
1251,0.9%,GBP,2014-09-14 18:01:00,,,Low,Rightmove HPI m/m,-2.9%,,38
