,datetime,new,total_error,pips_candle_max_0_30_after,pips_candle_max_0_60_after,pips_candle_max_0_120_after,pips_candle_max_0_180_after,pips_candle_max_0_240_after
338,2008-10-03 10:00:00,ISM Non-Manufacturing PMI,0,10,76,89,111,119
339,2008-10-08 10:00:00,Pending Home Sales m/m,6,27,27,27,27,67
340,2008-10-09 08:30:00,Unemployment Claims,0,5,5,5,5,5
341,2008-10-10 08:30:00,Trade Balance,3,3,3,43,43,43
342,2008-10-15 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m,-12,8,8,8,29,29
343,2008-10-16 08:30:00,Core CPI m/m,-3,30,30,30,30,30
344,2008-10-16 09:00:00,TIC Long-Term Purchases,0,3,3,3,3,3
345,2008-10-17 08:30:00,Building Permits,-3,38,38,75,88,88
346,2008-10-17 09:55:00,Prelim UoM Consumer Sentiment,-6,11,11,24,24,24
347,2008-10-23 08:30:00,Unemployment Claims,-3,70,78,78,127,131
348,2008-10-24 10:00:00,Existing Home Sales,3,8,25,37,37,37
349,2008-10-27 10:00:00,New Home Sales,0,16,16,17,90,127
350,2008-10-28 10:00:00,CB Consumer Confidence,0,15,15,15,15,15
351,2008-10-29 08:30:00,Core Durable Goods Orders m/m,0,17,37,217,232,232
352,2008-10-29 14:18:00,Federal Funds Rate,0,21,61,97,97,97
353,2008-10-30 08:30:00,Advance GDP q/q,6,9,9,9,9,9
354,2008-11-03 10:00:00,ISM Manufacturing PMI,-3,23,23,23,23,23
355,2008-11-05 08:15:00,ADP Non-Farm Employment Change,-6,50,56,240,258,258
356,2008-11-05 10:00:00,ISM Non-Manufacturing PMI,-3,145,145,145,145,145
357,2008-11-07 08:30:00,Non-Farm Employment Change_Unemployment Rate,-9,66,66,68,69,69
358,2008-11-07 11:30:00,Pending Home Sales m/m,-3,11,11,11,11,11
359,2008-11-13 08:30:00,Trade Balance,0,23,23,48,48,48
360,2008-11-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m,-6,49,49,95,95,101
361,2008-11-14 09:55:00,Prelim UoM Consumer Sentiment,3,10,10,22,22,30
362,2008-11-18 08:30:00,PPI m/m,-3,54,54,54,54,67
363,2008-11-18 09:00:00,TIC Long-Term Purchases,6,24,42,42,76,76
364,2008-11-19 08:30:00,Core CPI m/m_Building Permits,-6,6,124,172,172,172
365,2008-11-20 08:30:00,Unemployment Claims,-3,37,93,93,93,93
366,2008-11-24 10:00:00,Existing Home Sales,-6,80,80,98,98,98
367,2008-11-25 08:30:00,Prelim GDP q/q,0,123,170,170,170,170
368,2008-11-25 10:00:00,CB Consumer Confidence,6,21,21,21,21,21
369,2008-11-26 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,-3,45,45,45,45,45
370,2008-11-26 10:00:00,New Home Sales,-6,12,12,12,12,12
371,2008-12-01 10:00:00,ISM Manufacturing PMI,-3,1,1,2,11,22
372,2008-12-03 08:15:00,ADP Non-Farm Employment Change,-6,22,22,31,70,70
373,2008-12-03 10:00:00,ISM Non-Manufacturing PMI,-3,12,55,55,55,55
374,2008-12-04 08:30:00,Unemployment Claims,3,9,70,79,200,226
375,2008-12-05 08:30:00,Non-Farm Employment Change_Unemployment Rate,-3,12,12,12,12,12
376,2008-12-09 10:00:00,Pending Home Sales m/m,6,44,63,101,147,147
377,2008-12-11 08:30:00,Trade Balance_Unemployment Claims,-9,34,45,48,48,110
378,2008-12-12 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m,-3,54,54,54,54,54
379,2008-12-12 09:55:00,Prelim UoM Consumer Sentiment,0,7,7,7,7,7
380,2008-12-15 09:00:00,TIC Long-Term Purchases,-3,25,48,144,144,144
381,2008-12-16 08:30:00,Core CPI m/m_Building Permits,-6,22,34,54,74,120
382,2008-12-16 14:21:00,Federal Funds Rate,-3,84,141,244,244,244
383,2008-12-18 08:30:00,Unemployment Claims,0,26,26,26,26,26
384,2008-12-23 10:00:00,Existing Home Sales_New Home Sales,-12,7,7,7,7,7
385,2008-12-24 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,-3,19,23,23,23,23
386,2008-12-30 10:00:00,CB Consumer Confidence,-3,14,14,14,14,14
387,2008-12-31 08:30:00,Unemployment Claims,3,28,92,115,115,115
388,2009-01-02 10:00:00,ISM Manufacturing PMI,-3,44,44,44,44,44
389,2009-01-06 10:00:00,Pending Home Sales m/m_ISM Non-Manufacturing PMI,-3,0,0,25,75,75
390,2009-01-07 08:15:00,ADP Non-Farm Employment Change,-6,116,124,124,124,124
391,2009-01-08 08:30:00,Unemployment Claims,3,56,105,105,105,105
392,2009-01-09 08:30:00,Non-Farm Employment Change_Unemployment Rate,-6,26,26,26,26,26
393,2009-01-13 08:30:00,Trade Balance,3,31,31,31,31,31
394,2009-01-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m,-12,1,1,1,1,15
395,2009-01-15 08:30:00,Unemployment Claims_PPI m/m,0,89,123,123,123,123
396,2009-01-16 08:30:00,Core CPI m/m,-3,43,48,48,48,48
397,2009-01-16 09:00:00,TIC Long-Term Purchases,-3,27,27,27,27,27
398,2009-01-16 09:55:00,Prelim UoM Consumer Sentiment,6,2,2,5,5,5
399,2009-01-22 08:30:00,Unemployment Claims_Building Permits,-6,6,6,27,27,27
400,2009-01-26 09:59:00,Existing Home Sales,0,15,15,15,46,46
401,2009-01-27 10:00:00,CB Consumer Confidence,0,3,22,37,39,47
402,2009-01-28 14:15:00,Federal Funds Rate,0,9,9,9,9,9
403,2009-01-29 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,-9,57,57,57,57,57
404,2009-01-29 10:00:00,New Home Sales,-6,7,7,7,7,7
405,2009-01-30 08:30:00,Advance GDP q/q,0,40,67,68,68,68
406,2009-02-02 10:00:00,ISM Manufacturing PMI,3,58,58,58,104,104
407,2009-02-03 10:00:00,Pending Home Sales m/m,6,71,71,110,110,110
408,2009-02-04 08:15:00,ADP Non-Farm Employment Change,3,43,58,101,101,101
409,2009-02-04 10:00:00,ISM Non-Manufacturing PMI,3,41,41,41,41,41
410,2009-02-05 08:30:00,Unemployment Claims,-3,18,35,35,80,103
411,2009-02-06 08:30:00,Non-Farm Employment Change_Unemployment Rate,-9,47,74,104,104,104
412,2009-02-11 08:30:00,Trade Balance,-6,27,27,27,27,27
413,2009-02-12 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m,-6,2,2,2,2,2
414,2009-02-13 09:55:00,Prelim UoM Consumer Sentiment,-6,41,68,75,75,75
415,2009-02-17 09:00:00,TIC Long-Term Purchases,0,7,25,32,32,32
416,2009-02-18 08:30:00,Building Permits,0,25,25,25,25,25
417,2009-02-19 08:30:00,Unemployment Claims_PPI m/m,0,44,56,63,63,63
418,2009-02-20 08:30:00,Core CPI m/m,3,11,11,60,60,226
419,2009-02-24 10:00:00,CB Consumer Confidence,-3,26,46,50,80,147
420,2009-02-25 10:00:00,Existing Home Sales,-3,0,0,0,0,0
421,2009-02-26 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,-9,24,24,24,24,24
422,2009-02-26 10:00:00,New Home Sales,0,6,7,25,25,25
423,2009-02-27 08:30:00,Prelim GDP q/q,-3,19,26,62,114,114
424,2009-03-02 10:00:00,ISM Manufacturing PMI,3,4,4,4,4,4
425,2009-03-03 10:00:00,Pending Home Sales m/m,-6,7,7,7,7,7
426,2009-03-04 08:15:00,ADP Non-Farm Employment Change,-6,33,51,59,59,99
427,2009-03-04 10:00:00,ISM Non-Manufacturing PMI,3,6,6,60,68,68
428,2009-03-05 08:30:00,Unemployment Claims,3,-2,-2,7,22,22
429,2009-03-06 08:30:00,Non-Farm Employment Change_Unemployment Rate,-6,15,17,21,21,21
430,2009-03-12 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m,6,7,7,7,7,7
431,2009-03-13 08:30:00,Trade Balance,3,5,5,9,9,9
432,2009-03-13 09:55:00,Prelim UoM Consumer Sentiment,3,29,29,29,29,29
433,2009-03-16 09:00:00,TIC Long-Term Purchases,-3,3,3,3,3,3
434,2009-03-17 08:30:00,PPI m/m_Building Permits,0,12,12,12,18,26
435,2009-03-18 08:30:00,Core CPI m/m,3,39,39,53,53,53
436,2009-03-18 14:17:00,Federal Funds Rate,0,217,279,283,297,321
437,2009-03-19 08:30:00,Unemployment Claims,3,17,56,68,99,99
438,2009-03-23 10:00:00,Existing Home Sales,3,27,31,45,67,119
439,2009-03-25 08:30:00,Core Durable Goods Orders m/m,0,6,6,134,134,134
440,2009-03-25 10:00:00,New Home Sales,6,14,14,14,14,14
441,2009-03-26 08:30:00,Unemployment Claims,0,46,46,46,46,46
442,2009-03-31 10:00:00,CB Consumer Confidence,-3,16,16,16,16,16
443,2009-04-01 08:15:00,ADP Non-Farm Employment Change,-6,30,42,42,42,42
444,2009-04-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m,6,10,10,10,10,10
445,2009-04-02 08:30:00,Unemployment Claims,-6,109,109,109,109,130
446,2009-04-03 08:30:00,Non-Farm Employment Change_Unemployment Rate,0,1,1,1,1,1
447,2009-04-03 10:00:00,ISM Non-Manufacturing PMI,-3,42,42,59,59,59
448,2009-04-09 08:30:00,Trade Balance_Unemployment Claims,3,9,9,9,9,9
449,2009-04-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m,-3,5,22,32,42,57
450,2009-04-15 08:30:00,Core CPI m/m,3,14,14,29,29,48
451,2009-04-15 09:00:00,TIC Long-Term Purchases,6,6,11,21,21,61
452,2009-04-16 08:30:00,Unemployment Claims_Building Permits,-3,22,27,27,27,27
453,2009-04-23 08:30:00,Unemployment Claims,-3,7,7,7,22,35
454,2009-04-23 10:00:00,Existing Home Sales,-3,31,47,54,71,89
455,2009-04-24 08:30:00,Core Durable Goods Orders m/m,0,29,73,73,73,73
456,2009-04-24 10:00:00,New Home Sales,6,14,17,28,42,42
457,2009-04-28 10:00:00,CB Consumer Confidence,6,9,10,15,40,60
458,2009-04-29 08:30:00,Advance GDP q/q,-6,9,9,16,75,86
459,2009-04-29 14:15:00,Federal Funds Rate,0,20,20,20,20,20
460,2009-04-30 08:30:00,Unemployment Claims,0,5,5,5,22,22
461,2009-05-01 10:00:00,ISM Manufacturing PMI,3,3,3,6,6,6
462,2009-05-04 10:00:00,Pending Home Sales m/m,3,28,37,73,102,102
463,2009-05-05 10:00:00,ISM Non-Manufacturing PMI,3,8,8,8,8,8
464,2009-05-06 08:15:00,ADP Non-Farm Employment Change,6,28,30,30,30,30
465,2009-05-07 08:30:00,Unemployment Claims,3,75,114,133,133,133
466,2009-05-08 08:30:00,Non-Farm Employment Change_Unemployment Rate,0,25,36,36,36,75
467,2009-05-12 08:30:00,Trade Balance,3,4,4,4,4,4
468,2009-05-13 08:30:00,Core Retail Sales m/m_Retail Sales m/m,-12,37,37,37,39,63
469,2009-05-14 08:30:00,Unemployment Claims_PPI m/m,0,19,42,51,69,69
470,2009-05-15 08:30:00,Core CPI m/m,3,27,50,64,78,78
471,2009-05-15 09:00:00,TIC Long-Term Purchases,3,35,49,63,63,63
472,2009-05-19 08:30:00,Building Permits,-3,7,7,7,29,29
473,2009-05-21 08:30:00,Unemployment Claims,-3,9,9,21,23,65
474,2009-05-26 10:00:00,CB Consumer Confidence,6,36,49,51,54,54
475,2009-05-27 10:00:00,Existing Home Sales,3,1,1,6,19,19
476,2009-05-28 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,0,23,81,81,108,108
477,2009-05-28 10:00:00,New Home Sales,-6,13,26,63,63,63
478,2009-05-29 08:30:00,Prelim GDP q/q,-3,15,24,42,58,60
479,2009-06-01 10:00:00,ISM Manufacturing PMI,3,3,3,3,3,23
480,2009-06-02 10:00:00,Pending Home Sales m/m,3,22,44,44,44,52
481,2009-06-03 08:15:00,ADP Non-Farm Employment Change,-6,13,13,13,13,13
482,2009-06-03 10:00:00,ISM Non-Manufacturing PMI,-3,27,29,29,29,29
483,2009-06-04 08:30:00,Unemployment Claims,0,66,73,73,116,116
484,2009-06-05 08:30:00,Non-Farm Employment Change_Unemployment Rate,3,2,2,2,2,2
485,2009-06-10 08:30:00,Trade Balance,-3,1,1,1,1,1
486,2009-06-11 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m,15,45,76,138,155,155
487,2009-06-15 09:00:00,TIC Long-Term Purchases,-3,4,4,4,4,4
488,2009-06-16 08:30:00,PPI m/m_Building Permits,-3,8,8,8,8,8
489,2009-06-17 08:30:00,Core CPI m/m,0,42,46,46,46,46
490,2009-06-18 08:30:00,Unemployment Claims,0,18,36,50,51,51
491,2009-06-18 09:59:00,Philly Fed Manufacturing Index,3,7,7,8,8,8
492,2009-06-23 10:00:00,Existing Home Sales,-3,9,9,36,82,82
493,2009-06-24 08:30:00,Core Durable Goods Orders m/m,0,20,20,20,20,20
494,2009-06-24 10:00:00,New Home Sales,-6,13,22,22,22,22
495,2009-06-24 14:18:00,Federal Funds Rate,0,14,14,14,14,14
496,2009-06-25 08:30:00,Unemployment Claims,-3,0,4,38,38,38
497,2009-06-30 10:00:00,CB Consumer Confidence,-3,1,1,1,1,1
498,2009-07-01 08:15:00,ADP Non-Farm Employment Change,0,39,64,88,88,117
499,2009-07-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m,0,20,20,57,57,57
500,2009-07-02 08:30:00,Non-Farm Employment Change_Unemployment Rate,3,10,10,10,10,10
501,2009-07-06 10:00:00,ISM Non-Manufacturing PMI,3,8,8,17,17,40
502,2009-07-10 08:30:00,Trade Balance,3,26,26,42,42,42
503,2009-07-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m,0,-1,11,16,16,16
504,2009-07-15 08:30:00,Core CPI m/m,0,23,23,32,40,40
505,2009-07-16 09:00:00,TIC Long-Term Purchases,-3,1,1,1,1,1
506,2009-07-17 08:30:00,Building Permits,3,33,47,55,55,55
507,2009-07-23 08:30:00,Unemployment Claims,0,15,15,34,67,67
508,2009-07-23 10:00:00,Existing Home Sales,0,41,44,74,74,74
509,2009-07-27 10:00:00,New Home Sales,6,5,5,5,5,5
510,2009-07-28 10:00:00,CB Consumer Confidence,-3,10,10,10,10,10
511,2009-07-29 08:30:00,Core Durable Goods Orders m/m,0,4,9,9,9,9
512,2009-07-30 08:30:00,Unemployment Claims,-6,11,19,19,33,33
513,2009-07-31 08:30:00,Advance GDP q/q,6,1,20,51,117,155
514,2009-08-03 10:00:00,ISM Manufacturing PMI,3,56,69,70,86,86
515,2009-08-04 10:00:00,Pending Home Sales m/m,6,11,11,11,13,13
516,2009-08-05 08:15:00,ADP Non-Farm Employment Change,0,6,6,6,6,6
517,2009-08-05 10:00:00,ISM Non-Manufacturing PMI,-3,9,13,27,49,59
518,2009-08-06 08:30:00,Unemployment Claims,3,32,32,32,32,32
519,2009-08-07 08:30:00,Non-Farm Employment Change_Unemployment Rate,9,6,6,6,6,6
520,2009-08-12 08:30:00,Trade Balance,3,19,25,59,64,93
521,2009-08-12 14:15:00,Federal Funds Rate,0,7,49,49,49,49
522,2009-08-13 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m,-3,25,41,41,41,41
523,2009-08-14 08:30:00,Core CPI m/m,0,2,2,2,2,2
524,2009-08-17 09:00:00,TIC Long-Term Purchases,3,5,5,5,11,11
525,2009-08-18 08:30:00,PPI m/m_Building Permits,-3,13,13,23,42,47
526,2009-08-20 08:30:00,Unemployment Claims,-3,9,9,11,27,27
527,2009-08-21 10:00:00,Existing Home Sales,3,4,4,4,4,4
528,2009-08-25 10:00:00,CB Consumer Confidence,6,6,6,6,6,6
529,2009-08-26 08:30:00,Core Durable Goods Orders m/m,0,26,26,26,26,26
530,2009-08-26 10:00:00,New Home Sales,6,14,14,14,14,14
531,2009-08-27 08:30:00,Unemployment Claims_Prelim GDP q/q,0,23,23,23,23,27
532,2009-09-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m,6,22,22,22,22,22
533,2009-09-02 08:15:00,ADP Non-Farm Employment Change,0,10,10,12,49,49
534,2009-09-03 08:30:00,Unemployment Claims,-3,11,11,11,11,11
535,2009-09-03 10:00:00,ISM Non-Manufacturing PMI,0,9,9,16,16,16
536,2009-09-04 08:30:00,Non-Farm Employment Change_Unemployment Rate,-3,7,7,7,7,52
537,2009-09-10 08:30:00,Trade Balance_Unemployment Claims,-3,31,31,31,31,31
538,2009-09-15 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m,9,4,4,4,4,11
539,2009-09-16 08:30:00,Core CPI m/m,0,40,44,44,44,67
540,2009-09-16 09:00:00,TIC Long-Term Purchases,-3,13,13,13,19,36
541,2009-09-17 08:30:00,Unemployment Claims_Building Permits,0,24,24,56,63,63
542,2009-09-23 14:15:00,Federal Funds Rate,0,31,31,31,31,31
543,2009-09-24 08:30:00,Unemployment Claims,0,14,14,14,14,14
544,2009-09-24 10:00:00,Existing Home Sales,-3,2,2,2,2,2
545,2009-09-25 08:30:00,Core Durable Goods Orders m/m,-3,18,37,84,90,90
546,2009-09-25 10:00:00,New Home Sales,-6,24,24,30,30,30
547,2009-09-29 10:00:00,CB Consumer Confidence,0,25,31,31,44,47
548,2009-09-30 08:15:00,ADP Non-Farm Employment Change,0,-2,-2,-2,-2,-2
549,2009-10-01 08:30:00,Unemployment Claims,-3,39,40,44,51,51
550,2009-10-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m,0,6,21,21,21,21
551,2009-10-02 08:30:00,Non-Farm Employment Change_Unemployment Rate,0,43,72,144,150,150
552,2009-10-05 10:00:00,ISM Non-Manufacturing PMI,3,13,15,39,40,54
553,2009-10-08 08:30:00,Unemployment Claims,3,47,47,47,47,64
554,2009-10-09 08:30:00,Trade Balance,3,11,11,21,22,22
555,2009-10-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m,0,21,32,37,37,37
556,2009-10-15 08:30:00,Unemployment Claims_Core CPI m/m,6,11,15,37,70,70
557,2009-10-16 09:00:00,TIC Long-Term Purchases,0,4,22,23,34,34
558,2009-10-20 08:30:00,PPI m/m_Building Permits,-3,2,2,2,2,2
559,2009-10-22 08:30:00,Unemployment Claims,-6,8,23,23,23,23
560,2009-10-23 10:00:00,Existing Home Sales,3,6,9,34,34,34
561,2009-10-27 10:00:00,CB Consumer Confidence,-3,10,16,24,24,24
562,2009-10-28 08:30:00,Core Durable Goods Orders m/m,0,15,20,23,23,23
563,2009-10-28 10:00:00,New Home Sales,-6,28,28,28,28,28
564,2009-10-29 08:30:00,Unemployment Claims_Advance GDP q/q,3,60,60,66,90,101
565,2009-11-02 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m,6,31,31,31,31,31
566,2009-11-04 08:15:00,ADP Non-Farm Employment Change,0,26,32,73,76,77
567,2009-11-04 10:00:00,ISM Non-Manufacturing PMI,-3,16,19,20,20,21
568,2009-11-04 14:19:00,Federal Funds Rate,0,46,46,46,46,46
569,2009-11-05 08:30:00,Unemployment Claims,3,37,37,37,37,37
570,2009-11-06 08:30:00,Non-Farm Employment Change_Unemployment Rate,-3,23,36,72,72,72
571,2009-11-12 08:30:00,Unemployment Claims,3,20,22,22,22,22
572,2009-11-13 08:30:00,Trade Balance,-3,11,11,11,11,41
573,2009-11-13 09:55:00,Prelim UoM Consumer Sentiment,0,30,67,67,108,108
574,2009-11-16 08:30:00,Core Retail Sales m/m_Retail Sales m/m,-6,21,21,40,40,40
575,2009-11-17 08:30:00,PPI m/m,-3,19,19,19,19,19
576,2009-11-17 09:00:00,TIC Long-Term Purchases,6,3,3,3,3,3
577,2009-11-18 08:30:00,Core CPI m/m_Building Permits,0,7,33,33,45,46
578,2009-11-19 08:30:00,Unemployment Claims,0,13,21,21,21,46
579,2009-11-23 10:00:00,Existing Home Sales,0,9,9,9,9,9
580,2009-11-24 08:30:00,Prelim GDP q/q,-3,26,26,26,26,26
581,2009-11-24 10:00:00,CB Consumer Confidence,6,4,14,14,14,28
582,2009-11-25 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,3,9,9,9,9,14
583,2009-11-25 10:00:00,New Home Sales,6,2,2,22,26,31
584,2009-11-30 09:45:00,Chicago PMI,3,23,33,33,33,33
585,2009-12-01 10:00:00,ISM Manufacturing PMI_Pending Home Sales m/m,0,13,23,32,32,32
586,2009-12-02 08:15:00,ADP Non-Farm Employment Change,0,13,13,13,13,13
587,2009-12-03 08:30:00,Unemployment Claims,3,31,31,31,31,31
588,2009-12-03 10:00:00,ISM Non-Manufacturing PMI,-3,17,32,34,34,34
589,2009-12-04 08:30:00,Non-Farm Employment Change_Unemployment Rate,9,11,11,11,11,11
590,2009-12-10 08:30:00,Trade Balance_Unemployment Claims,3,3,9,9,9,9
591,2009-12-11 08:30:00,Core Retail Sales m/m_Retail Sales m/m,0,24,24,24,24,24
592,2009-12-11 09:55:00,Prelim UoM Consumer Sentiment,6,21,21,21,21,21
593,2009-12-15 08:30:00,PPI m/m,3,22,34,41,41,41
594,2009-12-15 09:00:00,TIC Long-Term Purchases,-3,19,19,26,26,26
595,2009-12-16 08:30:00,Core CPI m/m_Building Permits,-3,5,5,44,44,44
596,2009-12-16 14:15:00,Federal Funds Rate,0,1,1,1,1,1
597,2009-12-17 08:30:00,Unemployment Claims,-3,9,25,30,30,30
598,2009-12-17 10:00:00,Philly Fed Manufacturing Index,3,1,1,1,1,1
599,2009-12-22 10:00:00,Existing Home Sales,3,13,13,13,13,13
600,2009-12-23 10:00:00,New Home Sales,-6,32,32,32,53,53
601,2009-12-24 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,9,11,11,11,11,11
602,2009-12-29 10:00:00,CB Consumer Confidence,3,16,16,16,16,16
603,2009-12-30 09:45:00,Chicago PMI,3,17,25,25,67,67
604,2009-12-31 08:30:00,Unemployment Claims,3,28,28,28,28,28
605,2010-01-04 10:00:00,ISM Manufacturing PMI,3,14,33,33,33,33
606,2010-01-05 10:00:00,Pending Home Sales m/m,0,13,13,13,13,13
607,2010-01-06 08:15:00,ADP Non-Farm Employment Change,0,10,10,29,47,53
608,2010-01-06 10:00:00,ISM Non-Manufacturing PMI,-3,18,23,42,42,48
609,2010-01-07 08:30:00,Unemployment Claims,3,14,22,27,27,27
610,2010-01-08 08:30:00,Non-Farm Employment Change_Unemployment Rate,3,85,85,85,85,85
611,2010-01-12 08:30:00,Trade Balance,-3,17,26,57,75,75
612,2010-01-14 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m,-3,25,25,25,25,25
613,2010-01-15 08:30:00,Core CPI m/m,0,8,27,27,27,27
614,2010-01-15 09:55:00,Prelim UoM Consumer Sentiment,-6,1,1,1,1,1
615,2010-01-19 09:00:00,TIC Long-Term Purchases,3,19,32,32,32,32
616,2010-01-20 08:30:00,PPI m/m_Building Permits,6,8,8,8,8,8
617,2010-01-21 08:30:00,Unemployment Claims,-3,18,25,35,35,67
618,2010-01-21 10:00:00,Philly Fed Manufacturing Index,-3,10,10,37,42,42
619,2010-01-25 10:00:00,Existing Home Sales,-3,15,15,15,15,15
620,2010-01-26 10:00:00,CB Consumer Confidence,6,18,18,40,49,49
621,2010-01-27 10:00:00,New Home Sales,0,9,9,9,9,9
622,2010-01-27 14:16:00,Federal Funds Rate,0,25,25,25,25,25
623,2010-01-28 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,0,12,15,15,15,15
624,2010-01-29 08:30:00,Advance GDP q/q,0,20,20,20,20,20
625,2010-02-01 10:00:00,ISM Manufacturing PMI,3,20,20,20,20,22
626,2010-02-02 10:00:00,Pending Home Sales m/m,0,24,24,24,31,35
627,2010-02-03 08:15:00,ADP Non-Farm Employment Change,6,4,4,4,4,4
628,2010-02-03 10:00:00,ISM Non-Manufacturing PMI,-3,5,5,5,5,5
629,2010-02-04 08:30:00,Unemployment Claims,-3,3,3,3,3,3
630,2010-02-05 08:30:00,Non-Farm Employment Change_Unemployment Rate,-3,7,7,7,7,7
631,2010-02-10 08:30:00,Trade Balance,-3,11,11,11,11,11
632,2010-02-11 08:30:00,Unemployment Claims,3,4,4,4,4,4
633,2010-02-12 08:30:00,Core Retail Sales m/m_Retail Sales m/m,9,26,26,69,69,69
634,2010-02-12 09:55:00,Prelim UoM Consumer Sentiment,0,23,23,23,23,23
635,2010-02-16 09:00:00,TIC Long-Term Purchases,3,7,7,49,92,108
636,2010-02-17 08:30:00,Building Permits,0,8,8,8,8,8
637,2010-02-18 08:30:00,Unemployment Claims_PPI m/m,0,35,68,105,105,105
638,2010-02-18 10:00:00,Philly Fed Manufacturing Index,3,4,4,4,4,4
639,2010-02-19 08:30:00,Core CPI m/m,-3,8,8,8,8,49
640,2010-02-23 10:00:00,CB Consumer Confidence,0,22,35,35,35,35
641,2010-02-24 10:00:00,New Home Sales,0,1,36,36,36,36
642,2010-02-25 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m,-3,28,28,48,66,66
643,2010-02-26 08:30:00,Prelim GDP q/q,3,35,35,59,116,124
644,2010-02-26 10:00:00,Existing Home Sales,-3,54,101,119,119,119
645,2010-03-01 10:00:00,ISM Manufacturing PMI,-3,15,15,15,17,40
646,2010-03-03 08:15:00,ADP Non-Farm Employment Change,-3,18,27,27,81,90
647,2010-03-03 10:00:00,ISM Non-Manufacturing PMI,3,16,59,99,99,99
648,2010-03-04 08:30:00,Unemployment Claims,0,27,27,27,27,27
649,2010-03-04 10:00:00,Pending Home Sales m/m,-6,0,0,0,0,0
650,2010-03-05 08:30:00,Non-Farm Employment Change_Unemployment Rate,6,35,37,70,84,84
651,2010-03-11 08:30:00,Trade Balance_Unemployment Claims,0,18,18,18,18,18
652,2010-03-12 08:30:00,Core Retail Sales m/m_Retail Sales m/m,0,7,7,7,21,21
653,2010-03-12 09:55:00,Prelim UoM Consumer Sentiment,-3,2,14,29,29,29
654,2010-03-15 08:58:00,TIC Long-Term Purchases,-3,2,2,2,2,2
655,2010-03-16 08:30:00,Building Permits,0,9,14,24,52,52
656,2010-03-16 14:13:00,Federal Funds Rate,0,19,24,38,38,38
657,2010-03-17 08:30:00,PPI m/m,-3,3,3,3,3,3
658,2010-03-18 08:30:00,Unemployment Claims_Core CPI m/m,0,5,5,15,15,15
659,2010-03-18 10:00:00,Philly Fed Manufacturing Index,3,3,3,3,3,3
660,2010-03-23 10:00:00,Existing Home Sales,0,40,46,46,48,48
661,2010-03-24 08:30:00,Core Durable Goods Orders m/m,6,3,8,28,28,28
662,2010-03-24 10:00:00,New Home Sales,0,20,20,20,20,20
663,2010-03-25 08:30:00,Unemployment Claims,3,19,19,19,21,44
664,2010-03-30 10:00:00,CB Consumer Confidence,6,5,5,5,5,5
665,2010-03-31 08:15:00,ADP Non-Farm Employment Change,-3,18,18,26,45,45
666,2010-04-01 08:30:00,Unemployment Claims,0,29,29,48,89,114
667,2010-04-01 10:00:00,ISM Manufacturing PMI,3,12,40,83,83,83
668,2010-04-02 08:30:00,Non-Farm Employment Change_Unemployment Rate,0,9,9,9,9,9
669,2010-04-05 10:00:00,Pending Home Sales m/m_ISM Non-Manufacturing PMI,3,6,6,6,6,6
670,2010-04-08 08:30:00,Unemployment Claims,-3,29,29,48,62,62
671,2010-04-13 08:30:00,Trade Balance,-3,30,32,32,32,32
672,2010-04-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Core CPI m/m,9,35,35,35,68,73
673,2010-04-15 08:30:00,Unemployment Claims,-3,25,25,32,46,46
674,2010-04-15 09:00:00,TIC Long-Term Purchases,0,8,8,29,32,32
675,2010-04-15 10:00:00,Philly Fed Manufacturing Index,3,16,27,30,30,30
676,2010-04-16 08:30:00,Building Permits,6,5,5,13,14,14
677,2010-04-16 09:55:00,Prelim UoM Consumer Sentiment,0,31,32,32,32,32
