,datetime,new,total_error,pips_candle_max_0_30_after,pips_candle_max_0_60_after,pips_candle_max_0_120_after,pips_candle_max_0_180_after,pips_candle_max_0_240_after
1165,2009-04-23 08:30:00,Unemployment Claims,-3,7,7,7,22,35
1166,2009-04-23 10:00:00,Existing Home Sales,-3,31,47,54,71,89
1167,2009-04-23 10:30:00,Natural Gas Storage,0,20,20,33,56,66
1168,2009-04-24 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,0,29,73,73,73,73
1169,2009-04-24 10:00:00,New Home Sales,6,14,17,28,42,42
1170,2009-04-28 09:00:00,S&P/CS Composite-20 HPI y/y,1,2,17,23,28,53
1171,2009-04-28 09:59:00,Richmond Manufacturing Index,1,9,10,15,40,60
1172,2009-04-28 10:00:00,CB Consumer Confidence,6,9,10,15,40,60
1173,2009-04-29 08:30:00,Advance GDP q/q_Advance GDP Price Index q/q,-2,9,9,16,75,86
1174,2009-04-29 10:30:00,Crude Oil Inventories,0,12,67,78,78,78
1175,2009-04-29 14:15:00,Federal Funds Rate,0,20,20,20,20,20
1176,2009-04-30 08:30:00,Unemployment Claims_Employment Cost Index q/q_Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,-3,5,5,5,22,22
1177,2009-04-30 09:45:00,Chicago PMI,2,35,35,66,66,66
1178,2009-04-30 10:30:00,Natural Gas Storage,0,26,46,46,46,46
1179,2009-05-01 01:00:00,Total Vehicle Sales,-1,2,4,35,35,35
1180,2009-05-01 09:55:00,Revised UoM Consumer Sentiment,2,9,9,9,9,9
1181,2009-05-01 10:00:00,ISM Manufacturing PMI_ISM Manufacturing Prices_Factory Orders m/m,-2,3,3,6,6,6
1182,2009-05-04 10:00:00,Construction Spending m/m_Pending Home Sales m/m,4,28,37,73,102,102
1183,2009-05-05 10:00:00,ISM Non-Manufacturing PMI,3,8,8,8,8,8
1184,2009-05-06 08:15:00,ADP Non-Farm Employment Change,6,28,30,30,30,30
1185,2009-05-06 10:30:00,Crude Oil Inventories,0,24,24,38,38,51
1186,2009-05-07 08:30:00,Unemployment Claims_Prelim Nonfarm Productivity q/q_Prelim Unit Labor Costs q/q,9,75,114,133,133,133
1187,2009-05-07 10:30:00,Natural Gas Storage,0,23,23,23,23,23
1188,2009-05-07 15:00:00,Consumer Credit m/m,-2,6,9,16,27,27
1189,2009-05-08 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,-2,25,36,36,36,75
1190,2009-05-08 10:00:00,Final Wholesale Inventories m/m,2,3,14,24,80,115
1191,2009-05-12 08:30:00,Trade Balance,3,4,4,4,4,4
1192,2009-05-12 10:00:00,IBD/TIPP Economic Optimism,-1,7,39,39,39,39
1193,2009-05-12 14:00:00,Federal Budget Balance,0,9,25,27,30,30
1194,2009-05-13 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Import Prices m/m,-12,37,37,37,39,63
1195,2009-05-13 10:00:00,Business Inventories m/m,0,36,40,48,72,72
1196,2009-05-13 10:30:00,Crude Oil Inventories,0,5,13,37,37,37
1197,2009-05-14 08:30:00,Unemployment Claims_PPI m/m_Core PPI m/m,0,19,42,51,69,69
1198,2009-05-14 10:30:00,Natural Gas Storage,0,8,24,24,34,47
1199,2009-05-15 08:30:00,Empire State Manufacturing Index_Core CPI m/m_CPI m/m,5,27,50,64,78,78
1200,2009-05-15 09:00:00,TIC Long-Term Purchases,3,35,49,63,63,63
1201,2009-05-15 09:15:00,Capacity Utilization Rate_Industrial Production m/m,0,26,38,52,52,52
1202,2009-05-15 09:55:00,Prelim UoM Consumer Sentiment,4,0,18,18,18,18
1203,2009-05-18 13:00:00,NAHB Housing Market Index,0,8,8,8,23,29
1204,2009-05-19 08:30:00,Building Permits_Housing Starts,-5,7,7,7,29,29
1205,2009-05-20 10:30:00,Crude Oil Inventories,0,6,7,8,8,48
1206,2009-05-21 08:30:00,Unemployment Claims,-3,9,9,21,23,65
1207,2009-05-21 10:00:00,Philly Fed Manufacturing Index_CB Leading Index m/m,0,28,30,59,145,149
1208,2009-05-21 10:30:00,Natural Gas Storage,0,30,30,72,145,165
1209,2009-05-26 09:00:00,S&P/CS Composite-20 HPI y/y,-1,0,42,81,83,86
1210,2009-05-26 10:00:00,Richmond Manufacturing Index_CB Consumer Confidence,7,36,49,51,54,54
1211,2009-05-27 09:46:00,HPI m/m,-2,14,14,14,14,14
1212,2009-05-27 10:00:00,Existing Home Sales,3,1,1,6,19,19
1213,2009-05-28 08:30:00,Unemployment Claims_Core Durable Goods Orders m/m_Durable Goods Orders m/m,0,23,81,81,108,108
1214,2009-05-28 10:00:00,New Home Sales,-6,13,26,63,63,63
1215,2009-05-28 10:30:00,Natural Gas Storage,0,17,54,54,54,54
1216,2009-05-28 11:00:00,Crude Oil Inventories,0,37,37,37,37,37
1217,2009-05-29 08:30:00,Prelim GDP q/q_Prelim GDP Price Index q/q,-3,15,24,42,58,60
1218,2009-05-29 09:45:00,Chicago PMI,-2,57,70,86,88,88
1219,2009-05-29 09:55:00,Revised UoM Consumer Sentiment,2,54,70,70,72,72
1220,2009-06-01 08:30:00,Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,4,16,16,22,22,22
1221,2009-06-01 10:00:00,Construction Spending m/m_ISM Manufacturing PMI_ISM Manufacturing Prices,5,3,3,3,3,23
1222,2009-06-02 01:00:00,Total Vehicle Sales,1,3,3,3,3,3
1223,2009-06-02 10:00:00,Pending Home Sales m/m,3,22,44,44,44,52
1224,2009-06-03 08:15:00,ADP Non-Farm Employment Change,-6,13,13,13,13,13
1225,2009-06-03 10:00:00,Factory Orders m/m_ISM Non-Manufacturing PMI,-7,27,29,29,29,29
1226,2009-06-03 10:30:00,Crude Oil Inventories,0,23,23,23,23,23
1227,2009-06-04 08:30:00,Unemployment Claims_Revised Nonfarm Productivity q/q_Revised Unit Labor Costs q/q,-2,66,73,73,116,116
1228,2009-06-04 10:30:00,Natural Gas Storage,0,35,66,66,66,66
1229,2009-06-05 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,1,2,2,2,2,2
1230,2009-06-05 15:00:00,Consumer Credit m/m,-2,5,5,8,8,8
1231,2009-06-09 10:00:00,IBD/TIPP Economic Optimism_Final Wholesale Inventories m/m,2,32,46,61,73,73
1232,2009-06-10 08:30:00,Trade Balance,-3,1,1,1,1,1
1233,2009-06-10 10:30:00,Crude Oil Inventories,0,17,17,17,17,17
1234,2009-06-10 14:00:00,Federal Budget Balance,-2,41,56,73,73,73
1235,2009-06-11 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m,15,45,76,138,155,155
1236,2009-06-11 10:00:00,Business Inventories m/m,4,55,55,72,92,131
1237,2009-06-11 10:30:00,Natural Gas Storage,0,3,29,29,80,88
1238,2009-06-12 08:30:00,Import Prices m/m,-2,18,27,27,59,71
1239,2009-06-12 09:55:00,Prelim UoM Consumer Sentiment,2,37,58,88,88,88
1240,2009-06-15 08:30:00,Empire State Manufacturing Index,-2,19,19,19,19,19
1241,2009-06-15 09:00:00,TIC Long-Term Purchases,-3,4,4,4,4,4
1242,2009-06-15 13:00:00,NAHB Housing Market Index,-1,12,12,19,21,25
1243,2009-06-16 08:30:00,PPI m/m_Core PPI m/m_Building Permits_Housing Starts,-3,8,8,8,8,8
1244,2009-06-16 09:15:00,Capacity Utilization Rate_Industrial Production m/m,-6,0,0,26,27,27
1245,2009-06-17 08:30:00,Core CPI m/m_CPI m/m_Current Account,-6,42,46,46,46,46
1246,2009-06-17 10:30:00,Crude Oil Inventories,0,21,21,21,26,112
1247,2009-06-18 08:30:00,Unemployment Claims,0,18,36,50,51,51
1248,2009-06-18 09:59:00,Philly Fed Manufacturing Index,3,7,7,8,8,8
1249,2009-06-18 10:00:00,CB Leading Index m/m,2,7,7,8,8,8
1250,2009-06-18 10:30:00,Natural Gas Storage,0,1,22,22,22,22
1251,2009-06-23 10:00:00,Richmond Manufacturing Index_Existing Home Sales_HPI m/m,-2,9,9,36,82,82
1252,2009-06-24 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,2,20,20,20,20,20
1253,2009-06-24 10:00:00,New Home Sales,-6,13,22,22,22,22
1254,2009-06-24 10:30:00,Crude Oil Inventories,0,28,28,28,28,28
1255,2009-06-24 14:18:00,Federal Funds Rate,0,14,14,14,14,14
1256,2009-06-25 08:30:00,Unemployment Claims_Final GDP q/q_Final GDP Price Index q/q,-1,0,4,38,38,38
1257,2009-06-25 10:30:00,Natural Gas Storage,0,7,19,34,91,91
1258,2009-06-26 08:30:00,Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,4,10,10,10,10,10
1259,2009-06-26 09:55:00,Revised UoM Consumer Sentiment,2,18,19,19,38,50
1260,2009-06-30 09:00:00,S&P/CS Composite-20 HPI y/y,2,1,1,1,1,1
1261,2009-06-30 09:45:00,Chicago PMI,2,0,0,0,0,0
1262,2009-06-30 10:00:00,CB Consumer Confidence,-3,1,1,1,1,1
1263,2009-07-01 01:00:00,Total Vehicle Sales,0,7,7,41,52,52
1264,2009-07-01 08:15:00,ADP Non-Farm Employment Change,0,39,64,88,88,117
1265,2009-07-01 10:00:00,Construction Spending m/m_ISM Manufacturing PMI_Pending Home Sales m/m_ISM Manufacturing Prices,0,20,20,57,57,57
1266,2009-07-01 10:30:00,Crude Oil Inventories,0,3,3,52,52,52
1267,2009-07-02 08:30:00,Unemployment Claims_Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,3,10,10,10,10,10
1268,2009-07-02 10:00:00,Factory Orders m/m,0,6,18,18,18,18
1269,2009-07-02 10:30:00,Natural Gas Storage,0,24,24,24,24,24
1270,2009-07-06 10:00:00,ISM Non-Manufacturing PMI,3,8,8,17,17,40
1271,2009-07-08 10:30:00,Crude Oil Inventories,0,8,8,8,8,8
1272,2009-07-08 15:00:00,Consumer Credit m/m,0,12,30,39,39,39
1273,2009-07-09 08:30:00,Unemployment Claims,2,22,22,22,22,84
1274,2009-07-09 10:00:00,Final Wholesale Inventories m/m,-2,17,17,83,106,106
1275,2009-07-09 10:30:00,Natural Gas Storage,0,34,56,126,126,126
1276,2009-07-10 08:30:00,Trade Balance_Import Prices m/m,5,26,26,42,42,42
1277,2009-07-10 09:55:00,Prelim UoM Consumer Sentiment,0,28,28,28,37,52
1278,2009-07-13 14:00:00,Federal Budget Balance,0,15,15,33,33,33
1279,2009-07-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m_Core PPI m/m,2,-1,11,16,16,16
1280,2009-07-14 10:00:00,IBD/TIPP Economic Optimism_Business Inventories m/m,3,9,9,9,9,9
1281,2009-07-15 08:30:00,Empire State Manufacturing Index_Core CPI m/m_CPI m/m,4,23,23,32,40,40
1282,2009-07-15 09:15:00,Capacity Utilization Rate_Industrial Production m/m,2,24,24,33,41,41
1283,2009-07-15 10:30:00,Crude Oil Inventories,0,12,26,26,26,41
1284,2009-07-16 08:30:00,Unemployment Claims,2,3,3,3,3,3
1285,2009-07-16 09:00:00,TIC Long-Term Purchases,-3,1,1,1,1,1
1286,2009-07-16 10:00:00,Philly Fed Manufacturing Index,-2,11,15,21,21,21
1287,2009-07-16 10:30:00,Natural Gas Storage,0,10,16,16,16,37
1288,2009-07-16 13:00:00,NAHB Housing Market Index,1,0,8,32,34,43
1289,2009-07-17 08:30:00,Building Permits_Housing Starts,7,33,47,55,55,55
1290,2009-07-20 10:00:00,CB Leading Index m/m,2,7,7,7,23,23
1291,2009-07-22 10:00:00,HPI m/m,0,13,36,40,54,64
1292,2009-07-22 10:30:00,Crude Oil Inventories,0,38,42,48,66,66
1293,2009-07-23 08:30:00,Unemployment Claims,0,15,15,34,67,67
1294,2009-07-23 10:00:00,Existing Home Sales,0,41,44,74,74,74
1295,2009-07-23 10:30:00,Natural Gas Storage,0,6,36,36,36,36
1296,2009-07-24 09:55:00,Revised UoM Consumer Sentiment,2,9,9,9,9,13
1297,2009-07-27 10:00:00,New Home Sales,6,5,5,5,5,5
1298,2009-07-28 09:00:00,S&P/CS Composite-20 HPI y/y,2,1,1,1,1,1
1299,2009-07-28 09:59:00,Richmond Manufacturing Index,1,10,10,10,10,10
1300,2009-07-28 10:00:00,CB Consumer Confidence,-3,10,10,10,10,10
1301,2009-07-29 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,-4,4,9,9,9,9
1302,2009-07-29 10:30:00,Crude Oil Inventories,0,3,3,3,3,3
1303,2009-07-30 08:30:00,Unemployment Claims,-6,11,19,19,33,33
1304,2009-07-30 10:30:00,Natural Gas Storage,0,8,28,28,28,28
1305,2009-07-31 08:30:00,Advance GDP q/q_Advance GDP Price Index q/q_Employment Cost Index q/q,6,1,20,51,117,155
1306,2009-07-31 09:45:00,Chicago PMI,2,33,44,101,139,139
1307,2009-08-03 01:00:00,Total Vehicle Sales,1,8,8,15,15,39
1308,2009-08-03 10:00:00,Construction Spending m/m_ISM Manufacturing PMI_ISM Manufacturing Prices,5,56,69,70,86,86
1309,2009-08-04 08:30:00,Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,-2,10,14,34,34,34
1310,2009-08-04 10:00:00,Pending Home Sales m/m,6,11,11,11,13,13
1311,2009-08-05 08:15:00,ADP Non-Farm Employment Change,0,6,6,6,6,6
1312,2009-08-05 10:00:00,Factory Orders m/m_ISM Non-Manufacturing PMI,-1,9,13,27,49,59
1313,2009-08-05 10:30:00,Crude Oil Inventories,0,22,34,57,65,68
1314,2009-08-06 08:30:00,Unemployment Claims,3,32,32,32,32,32
1315,2009-08-06 10:30:00,Natural Gas Storage,0,10,10,10,10,10
1316,2009-08-07 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,11,6,6,6,6,6
1317,2009-08-07 15:00:00,Consumer Credit m/m,-2,10,10,12,12,12
1318,2009-08-11 08:30:00,Prelim Nonfarm Productivity q/q_Prelim Unit Labor Costs q/q,-8,1,1,1,1,3
1319,2009-08-11 10:00:00,IBD/TIPP Economic Optimism_Final Wholesale Inventories m/m,3,24,36,36,59,59
1320,2009-08-12 08:30:00,Trade Balance,3,19,25,59,64,93
1321,2009-08-12 10:30:00,Crude Oil Inventories,0,25,26,55,55,55
1322,2009-08-12 14:00:00,Federal Budget Balance,-2,18,18,18,18,18
1323,2009-08-12 14:15:00,Federal Funds Rate,0,7,49,49,49,49
1324,2009-08-13 08:30:00,Unemployment Claims_Core Retail Sales m/m_Retail Sales m/m_Import Prices m/m,-7,25,41,41,41,41
1325,2009-08-13 10:00:00,Business Inventories m/m,4,12,23,23,23,23
1326,2009-08-13 10:30:00,Natural Gas Storage,0,18,18,18,18,18
1327,2009-08-14 08:30:00,Core CPI m/m_CPI m/m,0,2,2,2,2,2
1328,2009-08-14 09:15:00,Capacity Utilization Rate_Industrial Production m/m,4,5,5,5,5,5
1329,2009-08-14 09:55:00,Prelim UoM Consumer Sentiment,0,1,1,1,1,1
1330,2009-08-17 08:30:00,Empire State Manufacturing Index,2,7,7,7,7,11
1331,2009-08-17 09:00:00,TIC Long-Term Purchases,3,5,5,5,11,11
1332,2009-08-17 13:00:00,NAHB Housing Market Index,0,5,13,19,19,19
1333,2009-08-18 08:30:00,PPI m/m_Core PPI m/m_Building Permits_Housing Starts,-5,13,13,23,42,47
1334,2009-08-19 10:30:00,Crude Oil Inventories,0,37,37,61,61,61
1335,2009-08-20 08:30:00,Unemployment Claims,-3,9,9,11,27,27
1336,2009-08-20 10:00:00,Philly Fed Manufacturing Index_CB Leading Index m/m,3,4,13,29,29,29
1337,2009-08-20 10:30:00,Natural Gas Storage,0,11,27,27,27,35
1338,2009-08-21 10:00:00,Existing Home Sales,3,4,4,4,4,4
1339,2009-08-25 09:00:00,S&P/CS Composite-20 HPI y/y,2,26,27,27,27,27
1340,2009-08-25 10:00:00,Richmond Manufacturing Index_CB Consumer Confidence,5,6,6,6,6,6
1341,2009-08-25 10:08:00,HPI m/m,0,9,18,18,18,18
1342,2009-08-26 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,4,26,26,26,26,26
1343,2009-08-26 10:00:00,New Home Sales,6,14,14,14,14,14
1344,2009-08-26 10:30:00,Crude Oil Inventories,0,10,10,10,11,14
1345,2009-08-27 08:30:00,Unemployment Claims_Prelim GDP q/q_Prelim GDP Price Index q/q,-1,23,23,23,23,27
1346,2009-08-27 10:30:00,Natural Gas Storage,0,8,24,46,46,173
1347,2009-08-28 08:30:00,Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,-2,4,27,27,27,27
1348,2009-08-28 09:55:00,Revised UoM Consumer Sentiment,2,1,1,13,13,13
1349,2009-08-31 09:45:00,Chicago PMI,2,60,81,83,83,83
1350,2009-09-01 01:00:00,Total Vehicle Sales,1,4,22,24,24,24
1351,2009-09-01 10:00:00,Construction Spending m/m_ISM Manufacturing PMI_Pending Home Sales m/m_ISM Manufacturing Prices,7,22,22,22,22,22
1352,2009-09-02 08:15:00,ADP Non-Farm Employment Change,0,10,10,12,49,49
1353,2009-09-02 08:30:00,Revised Nonfarm Productivity q/q_Revised Unit Labor Costs q/q,-1,9,9,11,48,48
1354,2009-09-02 10:00:00,Factory Orders m/m,0,20,38,57,89,89
1355,2009-09-02 10:30:00,Crude Oil Inventories,0,49,68,68,100,100
1356,2009-09-03 08:30:00,Unemployment Claims,-3,11,11,11,11,11
1357,2009-09-03 10:00:00,ISM Non-Manufacturing PMI,0,9,9,16,16,16
1358,2009-09-03 10:30:00,Natural Gas Storage,0,15,16,26,26,26
1359,2009-09-04 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,1,7,7,7,7,52
1360,2009-09-08 15:00:00,Consumer Credit m/m,-2,23,24,24,24,24
1361,2009-09-10 08:30:00,Trade Balance_Unemployment Claims,-3,31,31,31,31,31
1362,2009-09-10 10:30:00,Natural Gas Storage,0,44,51,51,83,83
1363,2009-09-10 11:00:00,Crude Oil Inventories,0,14,14,46,46,46
1364,2009-09-11 08:30:00,Import Prices m/m,2,5,30,37,37,37
1365,2009-09-11 09:55:00,Prelim UoM Consumer Sentiment,4,2,13,16,16,16
1366,2009-09-11 10:00:00,Final Wholesale Inventories m/m,2,24,46,49,49,49
1367,2009-09-11 14:00:00,Federal Budget Balance,2,15,20,20,20,20
1368,2009-09-15 08:29:00,Empire State Manufacturing Index,2,4,4,4,4,11
1369,2009-09-15 08:30:00,Core Retail Sales m/m_Retail Sales m/m_PPI m/m_Core PPI m/m,11,4,4,4,4,11
1370,2009-09-15 10:00:00,IBD/TIPP Economic Optimism_Business Inventories m/m,4,20,30,46,62,109
1371,2009-09-16 08:30:00,Core CPI m/m_CPI m/m_Current Account,-2,40,44,44,44,67
1372,2009-09-16 09:00:00,TIC Long-Term Purchases,-3,13,13,13,19,36
1373,2009-09-16 09:15:00,Capacity Utilization Rate_Industrial Production m/m,8,3,3,15,36,43
1374,2009-09-16 10:30:00,Crude Oil Inventories,0,34,40,68,68,69
1375,2009-09-16 13:00:00,NAHB Housing Market Index,0,20,26,35,35,35
1376,2009-09-17 08:30:00,Unemployment Claims_Building Permits_Housing Starts,0,24,24,56,63,63
1377,2009-09-17 10:00:00,Philly Fed Manufacturing Index,2,16,23,23,23,23
1378,2009-09-17 10:30:00,Natural Gas Storage,0,27,27,27,27,27
1379,2009-09-21 10:00:00,CB Leading Index m/m,0,23,23,61,61,61
1380,2009-09-22 09:59:00,Richmond Manufacturing Index,-1,14,17,25,25,25
1381,2009-09-22 10:00:00,HPI m/m,-2,14,17,25,25,25
1382,2009-09-23 10:30:00,Crude Oil Inventories,0,19,19,19,19,81
1383,2009-09-23 14:15:00,Federal Funds Rate,0,31,31,31,31,31
1384,2009-09-24 08:30:00,Unemployment Claims,0,14,14,14,14,14
1385,2009-09-24 10:00:00,Existing Home Sales,-3,2,2,2,2,2
1386,2009-09-24 10:30:00,Natural Gas Storage,0,2,2,2,2,2
1387,2009-09-25 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,-5,18,37,84,90,90
1388,2009-09-25 09:55:00,Revised UoM Consumer Sentiment,2,38,38,44,44,44
1389,2009-09-25 10:00:00,New Home Sales,-6,24,24,30,30,30
1390,2009-09-29 09:00:00,S&P/CS Composite-20 HPI y/y,2,17,20,20,20,23
1391,2009-09-29 10:00:00,CB Consumer Confidence,0,25,31,31,44,47
1392,2009-09-30 08:15:00,ADP Non-Farm Employment Change,0,-2,-2,-2,-2,-2
1393,2009-09-30 08:30:00,Final GDP q/q_Final GDP Price Index q/q,2,0,0,0,7,34
1394,2009-09-30 09:45:00,Chicago PMI,-2,3,22,30,61,61
1395,2009-09-30 10:30:00,Crude Oil Inventories,0,14,20,47,51,51
1396,2009-10-01 01:00:00,Total Vehicle Sales,-1,13,13,13,13,13
1397,2009-10-01 08:30:00,Unemployment Claims_Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,3,39,40,44,51,51
1398,2009-10-01 10:00:00,Construction Spending m/m_ISM Manufacturing PMI_Pending Home Sales m/m_ISM Manufacturing Prices,-1,6,21,21,21,21
1399,2009-10-01 10:30:00,Natural Gas Storage,0,42,42,42,42,42
1400,2009-10-02 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,0,43,72,144,150,150
1401,2009-10-02 10:00:00,Factory Orders m/m,-2,5,11,11,11,11
1402,2009-10-05 10:00:00,ISM Non-Manufacturing PMI,3,13,15,39,40,54
1403,2009-10-07 10:30:00,Crude Oil Inventories,0,23,25,25,25,25
1404,2009-10-07 15:00:00,Consumer Credit m/m,0,16,20,27,27,27
1405,2009-10-08 08:30:00,Unemployment Claims,3,47,47,47,47,64
1406,2009-10-08 10:00:00,Final Wholesale Inventories m/m,2,27,43,61,89,89
1407,2009-10-08 10:30:00,Natural Gas Storage,0,21,39,67,67,67
1408,2009-10-09 08:30:00,Trade Balance,3,11,11,21,22,22
1409,2009-10-13 10:00:00,IBD/TIPP Economic Optimism,-1,12,17,32,32,49
1410,2009-10-14 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Import Prices m/m,-4,21,32,37,37,37
1411,2009-10-14 10:00:00,Business Inventories m/m,4,6,17,17,17,48
1412,2009-10-15 08:28:00,Empire State Manufacturing Index,2,11,15,37,70,70
1413,2009-10-15 08:30:00,Unemployment Claims_Core CPI m/m_CPI m/m,6,11,15,37,70,70
1414,2009-10-15 10:00:00,Philly Fed Manufacturing Index,-2,30,56,63,63,63
1415,2009-10-15 10:30:00,Natural Gas Storage,0,31,38,38,38,38
1416,2009-10-15 11:00:00,Crude Oil Inventories,0,13,13,13,13,13
1417,2009-10-16 09:00:00,TIC Long-Term Purchases,0,4,22,23,34,34
1418,2009-10-16 09:15:00,Capacity Utilization Rate_Industrial Production m/m,8,10,28,40,40,40
1419,2009-10-16 09:55:00,Prelim UoM Consumer Sentiment,0,7,7,29,29,29
1420,2009-10-16 15:30:00,Federal Budget Balance,-2,8,9,11,11,11
1421,2009-10-19 13:00:00,NAHB Housing Market Index,-1,6,8,8,8,31
1422,2009-10-20 08:30:00,PPI m/m_Core PPI m/m_Building Permits_Housing Starts,-7,2,2,2,2,2
1423,2009-10-21 10:30:00,Crude Oil Inventories,0,31,31,32,55,60
1424,2009-10-22 08:30:00,Unemployment Claims,-6,8,23,23,23,23
1425,2009-10-22 10:00:00,CB Leading Index m/m_HPI m/m,-1,25,40,40,41,47
1426,2009-10-22 10:30:00,Natural Gas Storage,0,27,27,27,28,47
1427,2009-10-23 10:00:00,Existing Home Sales,3,6,9,34,34,34
1428,2009-10-27 09:00:00,S&P/CS Composite-20 HPI y/y,2,3,3,3,3,3
1429,2009-10-27 10:00:00,Richmond Manufacturing Index_CB Consumer Confidence,-4,10,16,24,24,24
1430,2009-10-28 08:30:00,Core Durable Goods Orders m/m_Durable Goods Orders m/m,-4,15,20,23,23,23
1431,2009-10-28 10:00:00,New Home Sales,-6,28,28,28,28,28
1432,2009-10-28 10:30:00,Crude Oil Inventories,0,1,1,1,1,1
1433,2009-10-29 08:30:00,Unemployment Claims_Advance GDP q/q_Advance GDP Price Index q/q,-1,60,60,66,90,101
1434,2009-10-29 10:30:00,Natural Gas Storage,0,24,47,58,64,64
1435,2009-10-30 08:30:00,Employment Cost Index q/q_Core PCE Price Index m/m_Personal Spending m/m_Personal Income m/m,-4,7,7,7,7,7
1436,2009-10-30 09:45:00,Chicago PMI,2,11,11,11,11,11
1437,2009-10-30 09:55:00,Revised UoM Consumer Sentiment,0,16,16,16,16,16
1438,2009-11-02 10:00:00,Construction Spending m/m_ISM Manufacturing PMI_Pending Home Sales m/m_ISM Manufacturing Prices,7,31,31,31,31,31
1439,2009-11-03 00:00:00,Total Vehicle Sales,1,5,19,23,23,23
1440,2009-11-03 10:00:00,Factory Orders m/m,-2,7,33,33,33,55
1441,2009-11-04 08:15:00,ADP Non-Farm Employment Change,0,26,32,73,76,77
1442,2009-11-04 10:00:00,ISM Non-Manufacturing PMI,-3,16,19,20,20,21
1443,2009-11-04 10:30:00,Crude Oil Inventories,0,16,17,17,17,60
1444,2009-11-04 14:19:00,Federal Funds Rate,0,46,46,46,46,46
1445,2009-11-05 08:30:00,Unemployment Claims_Prelim Nonfarm Productivity q/q_Prelim Unit Labor Costs q/q,-3,37,37,37,37,37
1446,2009-11-05 10:30:00,Natural Gas Storage,0,30,30,30,30,30
1447,2009-11-06 08:30:00,Non-Farm Employment Change_Unemployment Rate_Average Hourly Earnings m/m,-1,23,36,72,72,72
1448,2009-11-06 10:00:00,Final Wholesale Inventories m/m,0,19,19,19,19,19
1449,2009-11-06 15:00:00,Consumer Credit m/m,0,8,15,17,17,17
1450,2009-11-10 10:00:00,IBD/TIPP Economic Optimism,-1,26,26,26,26,26
1451,2009-11-12 08:30:00,Unemployment Claims,3,20,22,22,22,22
1452,2009-11-12 11:00:00,Crude Oil Inventories,0,1,1,1,1,1
1453,2009-11-12 14:00:00,Federal Budget Balance,-2,9,9,9,9,9
1454,2009-11-13 08:30:00,Trade Balance_Import Prices m/m,-5,11,11,11,11,41
1455,2009-11-13 09:55:00,Prelim UoM Consumer Sentiment,0,30,67,67,108,108
1456,2009-11-13 10:30:00,Natural Gas Storage,0,47,47,77,88,88
1457,2009-11-16 08:30:00,Core Retail Sales m/m_Retail Sales m/m_Empire State Manufacturing Index,-8,21,21,40,40,40
1458,2009-11-16 10:00:00,Business Inventories m/m,0,15,15,15,15,23
1459,2009-11-17 08:30:00,PPI m/m_Core PPI m/m,-5,19,19,19,19,19
1460,2009-11-17 09:00:00,TIC Long-Term Purchases,6,3,3,3,3,3
1461,2009-11-17 09:15:00,Capacity Utilization Rate_Industrial Production m/m,-6,15,16,16,16,16
1462,2009-11-17 13:00:00,NAHB Housing Market Index,-2,6,25,25,32,35
1463,2009-11-18 08:30:00,Core CPI m/m_Building Permits_CPI m/m_Housing Starts,0,7,33,33,45,46
1464,2009-11-18 10:30:00,Crude Oil Inventories,0,29,32,33,33,33
1465,2009-11-19 08:30:00,Unemployment Claims,0,13,21,21,21,46
1466,2009-11-19 10:00:00,Philly Fed Manufacturing Index_CB Leading Index m/m,1,22,22,43,51,51
1467,2009-11-19 10:30:00,Natural Gas Storage,0,10,10,42,42,42
1468,2009-11-23 10:00:00,Existing Home Sales,0,9,9,9,9,9
1469,2009-11-24 08:30:00,Prelim GDP q/q_Prelim GDP Price Index q/q,-4,26,26,26,26,26
1470,2009-11-24 09:00:00,S&P/CS Composite-20 HPI y/y,-2,3,3,3,3,3
1471,2009-11-24 09:59:00,Richmond Manufacturing Index,-1,4,14,14,14,28
1472,2009-11-24 10:00:00,CB Consumer Confidence_HPI m/m,4,4,14,14,14,28
