,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
1131,,USD,2012-09-24 14:30:00,,,Medium,FOMC Member Williams Speaks,,,39
1132,-0.3%,JPY,2012-09-24 18:50:00,-0.2%,worse,Low,SPPI y/y,-0.3%,worse,39
1133,,AUD,2012-09-24 20:30:00,,,Medium,RBA Financial Stability Review,,,39
1134,1.7%,CNY,2012-09-24 21:00:00,,,Low,CB Leading Index m/m,0.6%,worse,39
1135,1.03,CHF,2012-09-25 01:00:00,,,Low,UBS Consumption Indicator,1.48,worse,39
1136,5.9,EUR,2012-09-25 01:00:00,6.0,,Medium,German GfK Consumer Climate,5.9,,39
1137,,CHF,2012-09-25 03:06:00,,,High,SNB Chairman Jordan Speaks,,,39
1138,,AUD,2012-09-25 03:30:00,,,Medium,RBA Assist Gov Debelle Speaks,,,39
1139,30.5K,GBP,2012-09-25 03:30:00,28.4K,better,Medium,High Street Lending,28.8K,,39
1140,,GBP,2012-09-25 04:30:00,,,Medium,MPC Member Fisher Speaks,,,39
1141,0.4%,CAD,2012-09-25 07:30:00,0.3%,better,High,Core Retail Sales m/m,-0.4%,,39
1142,0.7%,CAD,2012-09-25 07:30:00,0.2%,better,Medium,Retail Sales m/m,-0.3%,better,39
1143,,EUR,2012-09-25 08:00:00,,,High,ECB President Draghi Speaks,,,39
1144,1.2%,USD,2012-09-25 08:00:00,1.3%,,Medium,S&P/CS Composite-20 HPI y/y,0.6%,,39
1145,4,USD,2012-09-25 08:59:00,-6,better,Low,Richmond Manufacturing Index,-9,,39
1146,70.3,USD,2012-09-25 09:00:00,63.1,better,High,CB Consumer Confidence,61.3,better,39
1147,0.2%,USD,2012-09-25 09:00:00,0.4%,worse,Low,HPI m/m,0.7%,,39
1148,,USD,2012-09-25 12:30:00,,,Medium,Treasury Sec Geithner Speaks,,,39
1149,,CAD,2012-09-25 13:15:00,,,Medium,Gov Council Member Lane Speaks,,,39
1150,-789M,NZD,2012-09-25 17:45:00,-617M,worse,Low,Trade Balance,97M,better,39
1151,0.0%,EUR,2012-09-26 00:00:00,0.0%,,Medium,German Prelim CPI m/m,0.4%,better,39
1152,-0.2%,EUR,2012-09-26 03:00:00,-0.1%,worse,Low,Italian Retail Sales m/m,0.4%,,39
1153,,GBP,2012-09-26 03:30:00,,,Medium,BOE Credit Conditions Survey,,,39
1154,1.52|1.2,EUR,2012-09-26 04:34:00,,,Medium,German 10-y Bond Auction,1.42|1.1,,39
1155,6,GBP,2012-09-26 05:00:00,5,,Medium,CBI Realized Sales,-3,,39
1156,373K,USD,2012-09-26 09:00:00,381K,worse,High,New Home Sales,374K,,39
1157,-2.4M,USD,2012-09-26 09:30:00,1.7M,,Medium,Crude Oil Inventories,8.5M,,39
1158,17.0,NZD,2012-09-26 20:00:00,,,High,ANZ Business Confidence,19.5,,39
1159,1.3%,EUR,2012-09-27 01:00:00,0.9%,better,Low,German Import Prices m/m,0.7%,,39
1160,9K,EUR,2012-09-27 02:55:00,10K,,Medium,German Unemployment Change,11K,worse,39
1161,2.9%,EUR,2012-09-27 03:00:00,3.3%,worse,Medium,M3 Money Supply y/y,3.6%,worse,39
1162,-0.6%,EUR,2012-09-27 03:00:00,0.1%,worse,Low,Private Loans y/y,-0.4%,worse,39
1163,47.1,EUR,2012-09-27 03:10:00,,,Low,Retail PMI,44.4,,39
1164,-20.8B,GBP,2012-09-27 03:30:00,-12.3B,worse,High,Current Account,-15.4B,worse,39
1165,-0.4%,GBP,2012-09-27 03:30:00,-0.5%,better,Medium,Final GDP q/q,-0.5%,,39
1166,,GBP,2012-09-27 03:30:00,,,Low,FPC Meeting Minutes,,,39
1167,0.9%,GBP,2012-09-27 03:30:00,-1.5%,better,Low,Revised Business Investment q/q,-1.5%,,39
1168,5.24|1.3,EUR,2012-09-27 04:24:00,,,High,Italian 10-y Bond Auction,5.82|1.4,,39
1169,-1.6%,USD,2012-09-27 07:30:00,0.2%,worse,High,Core Durable Goods Orders m/m,-1.3%,worse,39
1170,359K,USD,2012-09-27 07:30:00,378K,better,High,Unemployment Claims,385K,,39
1171,-13.2%,USD,2012-09-27 07:30:00,-4.7%,worse,Medium,Durable Goods Orders m/m,3.3%,worse,39
1172,1.3%,USD,2012-09-27 07:30:00,1.7%,worse,Medium,Final GDP q/q,1.7%,,39
1173,1.6%,USD,2012-09-27 07:30:00,1.6%,,Low,Final GDP Price Index q/q,1.6%,,39
1174,-2.6%,USD,2012-09-27 09:00:00,-0.4%,worse,High,Pending Home Sales m/m,2.6%,better,39
1175,80B,USD,2012-09-27 09:30:00,75B,,Low,Natural Gas Storage,67B,,39
1176,1.9%,NZD,2012-09-27 17:45:00,,,Medium,Building Consents m/m,2.2%,,39
1177,-28,GBP,2012-09-27 18:01:00,-27,worse,Low,GfK Consumer Confidence,-29,,39
1178,48.0,JPY,2012-09-27 18:15:00,,,Low,Final Manufacturing PMI,47.7,,39
1179,1.8%,JPY,2012-09-27 18:30:00,1.1%,better,Medium,Household Spending y/y,1.7%,,39
1180,-0.4%,JPY,2012-09-27 18:30:00,-0.2%,worse,Medium,Tokyo Core CPI y/y,-0.5%,,39
1181,-0.3%,JPY,2012-09-27 18:30:00,-0.3%,,Low,National Core CPI y/y,-0.3%,,39
1182,4.2%,JPY,2012-09-27 18:30:00,4.3%,better,Low,Unemployment Rate,4.3%,,39
1183,-1.3%,JPY,2012-09-27 18:50:00,-0.4%,worse,Medium,Prelim Industrial Production m/m,-1.0%,better,39
1184,1.8%,JPY,2012-09-27 18:50:00,-0.3%,better,Medium,Retail Sales y/y,-0.7%,,39
1185,0.2%,AUD,2012-09-27 20:30:00,0.3%,worse,Medium,Private Sector Credit m/m,0.2%,,39
1186,-5.5%,JPY,2012-09-28 00:00:00,-7.4%,better,Low,Housing Starts y/y,-9.6%,,39
1187,0.3%,EUR,2012-09-28 01:00:00,0.5%,worse,Medium,German Retail Sales m/m,-1.0%,,39
1188,0.4%,EUR,2012-09-28 00:00:00,0.1%,better,Low,French Consumer Spending m/m,0.4%,better,39
1189,-0.8%,EUR,2012-09-28 01:45:00,-0.4%,worse,Medium,French Consumer Spending m/m,0.4%,,39
1190,1.67,CHF,2012-09-28 02:00:00,1.54,,Medium,KOF Economic Barometer,1.59,,39
1191,3.5%,EUR,2012-09-28 02:00:00,3.0%,better,Low,Spanish Flash CPI y/y,2.7%,,39
1192,0.1%,GBP,2012-09-28 03:30:00,0.2%,worse,Low,Index of Services 3m/3m,-0.1%,,39
1193,2.7%,EUR,2012-09-28 04:00:00,2.4%,better,Medium,CPI Flash Estimate y/y,2.6%,,39
1194,0.0%,EUR,2012-09-28 04:00:00,-0.1%,better,Low,Italian Prelim CPI m/m,0.4%,,39
1195,0.2%,CAD,2012-09-28 07:30:00,0.1%,better,High,GDP m/m,0.1%,worse,39
1196,0.1%,USD,2012-09-28 07:30:00,0.1%,,Medium,Core PCE Price Index m/m,0.1%,better,39
1197,0.5%,USD,2012-09-28 07:30:00,0.5%,,Medium,Personal Spending m/m,0.4%,,39
1198,0.1%,USD,2012-09-28 07:30:00,0.2%,worse,Low,Personal Income m/m,0.1%,worse,39
1199,49.7,USD,2012-09-28 08:45:00,52.9,worse,Medium,Chicago PMI,53.0,,39
1200,78.3,USD,2012-09-28 08:55:00,79.0,worse,Medium,Revised UoM Consumer Sentiment,79.2,,39
1201,3.3%,USD,2012-09-28 08:55:00,,,Low,Revised UoM Inflation Expectations,3.5%,,39
1202,,EUR,2012-09-28 11:00:00,,,High,Spanish Bank Stress Test Results,,,39
1203,47.9,CNY,2012-09-28 21:30:00,,,Medium,Caixin Manufacturing PMI,47.8,,39
1204,,NZD,2012-09-29 09:00:00,,,Non-Economic,Daylight Saving Time Shift,,,39
1205,102.5,NZD,2012-09-16 17:00:00,,,Low,Westpac Consumer Sentiment,99.9,,38
1206,-0.6%,GBP,2012-09-16 18:01:00,,,Medium,Rightmove HPI m/m,-2.4%,,38
1207,,JPY,2012-09-16 00:00:00,,,Non-Economic,Bank Holiday,,,38
1208,3.6%,AUD,2012-09-16 20:30:00,,,Medium,New Motor Vehicle Sales m/m,-1.1%,worse,38
1209,9.7B,EUR,2012-09-17 03:00:00,10.9B,worse,Medium,Current Account,14.3B,better,38
1210,4.49B,EUR,2012-09-17 03:00:00,1.97B,better,Low,Italian Trade Balance,2.52B,,38
1211,7.9B,EUR,2012-09-17 04:00:00,10.2B,worse,Low,Trade Balance,9.3B,worse,38
1212,6.67B,CAD,2012-09-17 07:30:00,11.30B,worse,Medium,Foreign Securities Purchases,-7.76B,,38
1213,-10.4,USD,2012-09-17 07:30:00,-1.9,worse,Medium,Empire State Manufacturing Index,-5.9,,38
1214,,AUD,2012-09-17 20:30:00,,,High,Monetary Policy Meeting Minutes,,,38
1215,,AUD,2012-09-17 22:00:00,,,Medium,RBA Assist Gov Debelle Speaks,,,38
1216,,CHF,2012-09-18 00:45:00,,,Medium,SECO Economic Forecasts,,,38
1217,2.5%,GBP,2012-09-18 03:30:00,2.5%,,High,CPI y/y,2.6%,,38
1218,2.9%,GBP,2012-09-18 03:30:00,3.1%,worse,Medium,RPI y/y,3.2%,,38
1219,2.1%,GBP,2012-09-18 03:30:00,2.2%,worse,Low,Core CPI y/y,2.3%,,38
1220,2.0%,GBP,2012-09-18 03:30:00,2.2%,worse,Low,ONS HPI y/y,2.3%,,38
1221,-18.2,EUR,2012-09-18 04:00:00,-19.2,better,High,German ZEW Economic Sentiment,-25.5,,38
1222,-3.8,EUR,2012-09-18 04:00:00,-16.3,better,Medium,ZEW Economic Sentiment,-21.2,,38
1223,-117B,USD,2012-09-18 07:30:00,-126B,better,Medium,Current Account,-134B,better,38
1224,67.0B,USD,2012-09-18 07:38:00,37.3B,better,Medium,TIC Long-Term Purchases,9.3B,,38
1225,40,USD,2012-09-18 09:00:00,38,better,Low,NAHB Housing Market Index,37,,38
1226,1.0%,NZD,2012-09-18 09:30:00,,,Low,GDT Price Index,6.4%,,38
1227,,USD,2012-09-18 11:45:00,,,Low,FOMC Member Dudley Speaks,,,38
1228,,USD,2012-09-18 15:30:00,,,Low,FOMC Member Dudley Speaks,,,38
1229,-1.80B,NZD,2012-09-18 17:45:00,-1.63B,,High,Current Account,-1.07B,better,38
1230,,USD,2012-09-18 18:15:00,,,Medium,FOMC Member Lacker Speaks,,,38
1231,0.4%,AUD,2012-09-18 19:30:00,,,Medium,MI Leading Index m/m,0.5%,,38
1232,,AUD,2012-09-18 19:50:00,,,Medium,RBA Assist Gov Kent Speaks,,,38
1233,-3.4%,CNY,2012-09-18 20:53:00,,,Low,Foreign Direct Investment ytd/y,-3.6%,,38
1234,,JPY,2012-09-18 22:44:00,,,High,Monetary Policy Statement,,,38
1235,<0.10%,JPY,2012-09-18 22:44:00,<0.10%,,High,Overnight Call Rate,<0.10%,,38
1236,,JPY,2012-09-19 02:30:00,,,High,BOJ Press Conference,,,38
1237,0-0-9,GBP,2012-09-19 03:30:00,0-0-9,,High,MPC Asset Purchase Facility Votes,0-0-9,,38
1238,0-0-9,GBP,2012-09-19 03:30:00,0-0-9,,High,MPC Official Bank Rate Votes,0-0-9,,38
1239,-34.9,CHF,2012-09-19 04:00:00,,,Medium,Credit Suisse Economic Expectations,-33.3,,38
1240,0.80M,USD,2012-09-19 07:30:00,0.79M,,High,Building Permits,0.81M,,38
1241,0.75M,USD,2012-09-19 07:30:00,0.77M,,Medium,Housing Starts,0.73M,,38
1242,4.82M,USD,2012-09-19 09:00:00,4.57M,better,High,Existing Home Sales,4.47M,,38
1243,8.5M,USD,2012-09-19 09:30:00,-0.2M,,Medium,Crude Oil Inventories,2.0M,,38
1244,0.6%,NZD,2012-09-19 17:45:00,0.4%,better,High,GDP q/q,1.0%,worse,38
1245,-0.47T,JPY,2012-09-19 18:50:00,-0.37T,worse,Medium,Trade Balance,-0.37T,,38
1246,47.8,CNY,2012-09-19 21:30:00,,,High,Caixin Flash Manufacturing PMI,47.6,,38
1247,-0.6%,JPY,2012-09-19 23:30:00,-0.5%,,Low,All Industries Activity m/m,0.3%,,38
1248,,JPY,2012-09-20 00:00:00,,,Low,BOJ Monthly Report,,,38
1249,,AUD,2012-09-20 00:31:00,,,Low,RBA Annual Report,,,38
1250,1.73B,CHF,2012-09-20 01:00:00,2.45B,worse,Medium,Trade Balance,2.88B,worse,38
1251,0.5%,EUR,2012-09-20 01:00:00,0.4%,better,Medium,German PPI m/m,0.0%,,38
1252,,JPY,2012-09-20 01:35:00,,,Medium,BOJ Gov Shirakawa Speaks,,,38
1253,42.6,EUR,2012-09-20 02:00:00,46.5,worse,Medium,French Flash Manufacturing PMI,46.0,,38
1254,46.1,EUR,2012-09-20 02:00:00,49.5,worse,Medium,French Flash Services PMI,49.2,worse,38
1255,47.3,EUR,2012-09-20 02:30:00,45.4,better,High,German Flash Manufacturing PMI,44.7,worse,38
1256,50.6,EUR,2012-09-20 02:30:00,48.5,better,Medium,German Flash Services PMI,48.3,,38
1257,46.0,EUR,2012-09-20 03:00:00,45.6,better,Medium,Flash Manufacturing PMI,45.1,,38
1258,46.0,EUR,2012-09-20 03:00:00,47.6,worse,Medium,Flash Services PMI,47.2,,38
1259,-0.2%,GBP,2012-09-20 03:30:00,-0.3%,better,High,Retail Sales m/m,0.3%,,38
1260,5.67|2.8,EUR,2012-09-20 03:41:00,,,High,Spanish 10-y Bond Auction,6.65|2.4,,38
1261,-8,GBP,2012-09-20 05:00:00,-14,better,Medium,CBI Industrial Order Expectations,-21,,38
1262,382K,USD,2012-09-20 07:30:00,374K,worse,High,Unemployment Claims,385K,,38
1263,51.5,USD,2012-09-20 08:00:00,51.6,,Medium,Flash Manufacturing PMI,51.5,worse,38
1264,,USD,2012-09-20 08:30:00,,,Medium,FOMC Member Lockhart Speaks,,,38
1265,-26,EUR,2012-09-20 09:00:00,-24,worse,Low,Consumer Confidence,-25,,38
1266,-1.9,USD,2012-09-20 09:00:00,-4.1,better,High,Philly Fed Manufacturing Index,-7.1,,38
1267,-0.1%,USD,2012-09-20 09:00:00,-0.1%,,Low,CB Leading Index m/m,0.5%,better,38
1268,67B,USD,2012-09-20 09:30:00,66B,,Low,Natural Gas Storage,27B,,38
1269,,GBP,2012-09-20 13:00:00,,,High,BOE Gov King Speaks,,,38
1270,,USD,2012-09-20 16:00:00,,,Medium,FOMC Member Pianalto Speaks,,,38
1271,5.4%,NZD,2012-09-20 17:45:00,,,Low,Visitor Arrivals m/m,-3.3%,,38
1272,0.0%,AUD,2012-09-20 19:00:00,,,Medium,CB Leading Index m/m,0.5%,better,38
1273,1.9%,NZD,2012-09-20 22:00:00,,,Low,Credit Card Spending y/y,0.0%,,38
1274,,CHF,2012-09-21 02:30:00,,,Low,SNB Quarterly Bulletin,,,38
1275,12.4B,GBP,2012-09-21 03:30:00,13.2B,better,High,Public Sector Net Borrowing,-1.9B,,38
1276,0.3%,CAD,2012-09-21 07:30:00,0.3%,,High,Core CPI m/m,-0.1%,,38
1277,0.2%,CAD,2012-09-21 07:30:00,0.4%,worse,Medium,CPI m/m,-0.1%,,38
1278,-0.6%,CAD,2012-09-21 07:30:00,-0.1%,worse,Medium,Wholesale Sales m/m,-0.3%,worse,38
1279,-11.6,EUR,2012-09-21 08:00:00,-11.1,worse,Medium,Belgian NBB Business Climate,-11.8,,38
1280,,USD,2012-09-21 11:40:00,,,Medium,FOMC Member Lockhart Speaks,,,38
1281,20.2%,CNY,2012-09-09 00:30:00,20.4%,,Medium,Fixed Asset Investment ytd/y,20.4%,,37
1282,8.9%,CNY,2012-09-09 00:30:00,9.0%,,Medium,Industrial Production y/y,9.2%,,37
1283,13.2%,CNY,2012-09-09 00:30:00,13.2%,,Low,Retail Sales y/y,13.1%,,37
1284,-1.1%,NZD,2012-09-09 17:45:00,,,Low,Manufacturing Sales q/q,-1.5%,better,37
1285,0.34T,JPY,2012-09-09 18:50:00,0.39T,worse,High,Current Account,0.77T,,37
1286,0.2%,JPY,2012-09-09 18:50:00,0.3%,worse,Medium,Final GDP q/q,0.3%,,37
1287,0.9%,JPY,2012-09-09 18:50:00,,,Low,Bank Lending y/y,0.7%,,37
1288,-0.9%,JPY,2012-09-09 18:50:00,-1.1%,better,Low,Final GDP Price Index y/y,-1.1%,,37
1289,-1.0%,AUD,2012-09-09 20:30:00,0.1%,worse,Medium,Home Loans m/m,1.0%,worse,37
1290,1.3%,NZD,2012-09-09 20:35:00,,,Medium,REINZ HPI m/m,-0.7%,,37
1291,26.7B,CNY,2012-09-09 22:03:00,18.9B,better,High,USD-Denominated Trade Balance,25.1B,,37
1292,40.5,JPY,2012-09-10 00:00:00,39.6,better,Low,Consumer Confidence,39.7,,37
1293,43.6,JPY,2012-09-10 01:00:00,43.6,,Low,Economy Watchers Sentiment,44.2,,37
1294,0.2%,EUR,2012-09-10 01:45:00,-0.5%,better,Medium,French Industrial Production m/m,0.0%,,37
1295,-23.2,EUR,2012-09-10 03:30:00,-30.4,better,Medium,Sentix Investor Confidence,-30.3,,37
1296,-3.3B,USD,2012-09-10 14:00:00,9.1B,worse,Low,Consumer Credit m/m,9.8B,better,37
1297,-19%,GBP,2012-09-10 18:01:00,-22%,better,Medium,RICS House Price Balance,-23%,better,37
1298,2.5,JPY,2012-09-10 18:50:00,-6.1,better,Medium,BSI Manufacturing Index,-5.7,,37
1299,2.4%,JPY,2012-09-10 18:50:00,2.3%,better,Low,M2 Money Stock y/y,2.2%,,37
1300,-2,AUD,2012-09-10 20:30:00,,,Medium,NAB Business Confidence,3,worse,37
1301,704B,CNY,2012-09-10 21:00:00,605B,better,Medium,New Loans,540B,,37
1302,-0.1%,EUR,2012-09-11 00:30:00,-0.1%,,Low,French Final Private Payrolls q/q,-0.1%,,37
1303,1.1%,EUR,2012-09-11 01:00:00,0.3%,better,Low,German WPI m/m,0.3%,,37
1304,-2.6%,JPY,2012-09-11 01:00:00,,,Low,Prelim Machine Tool Orders y/y,-6.7%,,37
1305,13.5%,CNY,2012-09-11 02:59:00,14.1%,worse,Low,M2 Money Supply y/y,13.9%,,37
1306,-7.1B,GBP,2012-09-11 03:30:00,-8.9B,better,Medium,Goods Trade Balance,-10.1B,,37
1307,,GBP,2012-09-11 04:00:00,,,Medium,MPC Member McCafferty Speaks,,,37
1308,92.9,USD,2012-09-11 06:30:00,91.5,better,Low,NFIB Small Business Index,91.2,,37
1309,225K,CAD,2012-09-11 07:13:00,203K,better,Low,Housing Starts,208K,,37
1310,-2.3B,CAD,2012-09-11 07:30:00,-1.4B,worse,High,Trade Balance,-1.9B,,37
1311,-42.0B,USD,2012-09-11 07:30:00,-44.2B,better,High,Trade Balance,-41.9B,better,37
1312,51.8,USD,2012-09-11 09:00:00,47.3,better,Low,IBD/TIPP Economic Optimism,45.6,,37
1313,3.66M,USD,2012-09-11 09:00:00,3.74M,worse,Low,JOLTS Job Openings,3.72M,,37
1314,,GBP,2012-09-11 12:15:00,,,Medium,MPC Member Miles Speaks,,,37
1315,4.6%,JPY,2012-09-11 18:50:00,1.7%,better,Medium,Core Machinery Orders m/m,5.6%,,37
1316,-0.8%,JPY,2012-09-11 18:50:00,-0.4%,worse,Medium,Tertiary Industry Activity m/m,0.2%,,37
1317,-1.8%,JPY,2012-09-11 18:50:00,-1.9%,,Low,PPI y/y,-2.2%,,37
1318,1.6%,AUD,2012-09-11 19:30:00,,,Medium,Westpac Consumer Sentiment,-2.5%,,37
1319,4.6%,AUD,2012-09-11 20:30:00,2.7%,better,Low,Housing Starts q/q,-7.8%,better,37
1320,0.7%,EUR,2012-09-12 00:30:00,0.5%,better,Low,French Final CPI m/m,-0.4%,,37
1321,0.4%,EUR,2012-09-12 01:00:00,0.3%,better,Low,German Final CPI m/m,0.3%,,37
1322,,EUR,2012-09-12 03:00:00,,,High,German Constitutional Court Ruling,,,37
1323,-0.2%,EUR,2012-09-12 03:00:00,-0.5%,better,Medium,Italian Industrial Production m/m,-1.3%,better,37
1324,,EUR,2012-09-12 00:00:00,,,High,Dutch Parliamentary Election,,,37
1325,-15.0K,GBP,2012-09-12 03:30:00,0.1K,better,High,Claimant Count Change,-13.6K,better,37
1326,8.1%,GBP,2012-09-12 03:30:00,8.0%,worse,Medium,Unemployment Rate,8.0%,,37
1327,1.5%,GBP,2012-09-12 03:30:00,1.5%,,Low,Average Earnings Index 3m/y,1.8%,better,37
1328,0.6%,EUR,2012-09-12 04:00:00,0.0%,better,Medium,Industrial Production m/m,-0.6%,,37
1329,0.1%,GBP,2012-09-12 04:00:00,,,Low,CB Leading Index m/m,-0.4%,worse,37
1330,,GBP,2012-09-12 06:00:00,,,Medium,MPC Member Broadbent Speaks,,,37
1331,0.7%,USD,2012-09-12 07:30:00,1.4%,worse,Medium,Import Prices m/m,-0.7%,,37
1332,0.7%,USD,2012-09-12 09:00:00,0.3%,worse,Low,Final Wholesale Inventories m/m,-0.2%,,37
1333,2.0M,USD,2012-09-12 09:30:00,-1.8M,,Medium,Crude Oil Inventories,-7.4M,,37
1334,1.76|2.9,USD,2012-09-12 12:00:00,,,Medium,10-y Bond Auction,1.68|2.5,,37
1335,2.50%,NZD,2012-09-12 16:00:00,2.50%,,High,Official Cash Rate,2.50%,,37
1336,,NZD,2012-09-12 16:00:00,,,High,RBNZ Press Conference,,,37
1337,,NZD,2012-09-12 16:00:00,,,High,RBNZ Rate Statement,,,37
1338,,NZD,2012-09-12 16:00:00,,,Medium,RBNZ Monetary Policy Statement,,,37
1339,47.2,NZD,2012-09-12 17:24:00,,,Low,Business NZ Manufacturing Index,49.4,,37
1340,,GBP,2012-09-12 18:01:00,,,Low,BOE Quarterly Bulletin,,,37
1341,2.4%,AUD,2012-09-12 19:59:00,,,Medium,MI Inflation Expectations,2.4%,,37
1342,,AUD,2012-09-12 20:30:00,,,Low,RBA Bulletin,,,37
1343,0.5%,CHF,2012-09-13 02:15:00,-0.2%,better,Medium,PPI m/m,-0.3%,,37
1344,<0.25%,CHF,2012-09-13 02:30:00,<0.25%,,High,Libor Rate,<0.25%,,37
1345,,CHF,2012-09-13 02:30:00,,,High,SNB Monetary Policy Assessment,,,37
1346,,EUR,2012-09-13 03:00:00,,,Medium,ECB Monthly Bulletin,,,37
1347,1.83|1.8,GBP,2012-09-13 04:40:00,,,Medium,10-y Bond Auction,1.72|2.2,,37
1348,0.1%,CAD,2012-09-13 07:30:00,0.2%,worse,Medium,NHPI m/m,0.2%,,37
1349,81.0%,CAD,2012-09-13 07:30:00,81.1%,,Low,Capacity Utilization Rate,80.5%,worse,37
1350,1.7%,USD,2012-09-13 07:30:00,1.1%,better,High,PPI m/m,0.3%,,37
1351,382K,USD,2012-09-13 07:30:00,370K,worse,High,Unemployment Claims,367K,,37
1352,0.2%,USD,2012-09-13 07:30:00,0.2%,,Medium,Core PPI m/m,0.4%,,37
1353,27B,USD,2012-09-13 09:30:00,26B,,Low,Natural Gas Storage,28B,,37
1354,2.90|2.7,USD,2012-09-13 10:30:00,,,Low,30-y Bond Auction,2.83|2.4,,37
1355,,USD,2012-09-13 11:30:00,,,High,FOMC Statement,,,37
1356,<0.25%,USD,2012-09-13 11:30:00,<0.25%,,Medium,Federal Funds Rate,<0.25%,,37
1357,-190.5B,USD,2012-09-13 12:54:00,-156.1B,worse,Medium,Federal Budget Balance,-69.6B,,37
1358,,USD,2012-09-13 13:00:00,,,High,FOMC Economic Projections,,,37
1359,,USD,2012-09-13 13:15:00,,,High,FOMC Press Conference,,,37
1360,0.1%,NZD,2012-09-13 17:45:00,,,Low,FPI m/m,0.2%,,37
1361,-1.0%,JPY,2012-09-13 23:30:00,-1.2%,better,Low,Revised Industrial Production m/m,-1.2%,,37
1362,2.6%,EUR,2012-09-14 04:00:00,2.6%,,Medium,Final CPI y/y,2.6%,,37
1363,1.5%,EUR,2012-09-14 04:00:00,1.7%,worse,Medium,Final Core CPI y/y,1.7%,,37
1364,0.0%,EUR,2012-09-14 04:00:00,-0.2%,better,Low,Final Employment Change q/q,-0.3%,worse,37
1365,,EUR,2012-09-14 00:00:00,,,Medium,ECOFIN Meetings,,,37
1366,-1.5%,CAD,2012-09-14 07:30:00,0.4%,worse,Medium,Manufacturing Sales m/m,-0.8%,worse,37
1367,0.1%,USD,2012-09-14 07:30:00,0.2%,worse,High,Core CPI m/m,0.1%,,37
1368,0.8%,USD,2012-09-14 07:30:00,0.7%,better,High,Core Retail Sales m/m,0.8%,,37
1369,0.9%,USD,2012-09-14 07:30:00,0.7%,better,High,Retail Sales m/m,0.6%,worse,37
1370,0.6%,USD,2012-09-14 07:30:00,0.5%,better,Medium,CPI m/m,0.0%,,37
1371,78.2%,USD,2012-09-14 08:15:00,79.3%,worse,Medium,Capacity Utilization Rate,79.2%,,37
1372,-1.2%,USD,2012-09-14 08:15:00,0.1%,worse,Medium,Industrial Production m/m,0.5%,worse,37
1373,79.2,USD,2012-09-14 08:55:00,74.1,better,High,Prelim UoM Consumer Sentiment,74.3,better,37
1374,3.5%,USD,2012-09-14 08:55:00,,,Low,Prelim UoM Inflation Expectations,3.6%,,37
1375,0.8%,USD,2012-09-14 09:00:00,0.3%,worse,Medium,Business Inventories m/m,0.1%,,37
1376,,USD,2012-09-14 12:00:00,,,Low,FOMC Member Lockhart Speaks,,,37
1377,,USD,2012-09-14 12:45:00,,,Low,FOMC Member Raskin Speaks,,,37
1378,,EUR,2012-09-15 00:00:00,,,Medium,Eurogroup Meetings,,,37
1379,-2.6%,NZD,2012-09-02 17:45:00,-2.0%,worse,Low,Overseas Trade Index q/q,-2.3%,,36
1380,45.3,AUD,2012-09-02 18:30:00,,,Low,AIG Manufacturing Index,40.3,,36
1381,7.7%,JPY,2012-09-02 18:50:00,8.9%,worse,Medium,Capital Spending q/y,3.3%,,36
1382,0.6%,AUD,2012-09-02 19:30:00,,,Low,MI Inflation Gauge m/m,0.2%,,36
1383,56.3,CNY,2012-09-02 20:00:00,,,Low,Non-Manufacturing PMI,55.6,,36
1384,-0.8%,AUD,2012-09-02 20:30:00,0.3%,worse,High,Retail Sales m/m,1.2%,better,36
1385,-2.3%,AUD,2012-09-02 20:30:00,,,Medium,ANZ Job Advertisements m/m,-0.8%,,36
1386,-0.7%,AUD,2012-09-02 20:30:00,1.1%,worse,Medium,Company Operating Profits q/q,-3.7%,better,36
1387,47.6,CNY,2012-09-02 21:30:00,,,Medium,Caixin Manufacturing PMI,47.8,,36
1388,-13.7%,AUD,2012-09-03 01:30:00,,,Low,Commodity Prices y/y,-11.1%,worse,36
1389,,CHF,2012-09-03 02:00:00,,,High,SNB Chairman Jordan Speaks,,,36
1390,3.2%,CHF,2012-09-03 02:15:00,3.5%,worse,High,Retail Sales y/y,3.3%,worse,36
1391,44.0,EUR,2012-09-03 02:15:00,,,Medium,Spanish Manufacturing PMI,42.3,,36
1392,46.7,CHF,2012-09-03 02:30:00,49.2,worse,Medium,Manufacturing PMI,48.6,,36
1393,43.6,EUR,2012-09-03 02:45:00,44.9,worse,Medium,Italian Manufacturing PMI,44.3,,36
1394,46.0,EUR,2012-09-03 02:50:00,46.2,,Low,French Final Manufacturing PMI,46.2,,36
1395,44.7,EUR,2012-09-03 02:55:00,45.1,worse,Low,German Final Manufacturing PMI,45.1,,36
1396,45.1,EUR,2012-09-03 03:00:00,45.3,,Low,Final Manufacturing PMI,45.3,,36
1397,49.5,GBP,2012-09-03 03:30:00,46.1,better,High,Manufacturing PMI,45.2,,36
1398,,CAD,2012-09-03 00:00:00,,,Non-Economic,Bank Holiday,,,36
1399,,USD,2012-09-03 00:00:00,,,Non-Economic,Bank Holiday,,,36
1400,,EUR,2012-09-03 08:30:00,,,Medium,ECB President Draghi Speaks,,,36
1401,-0.4%,GBP,2012-09-03 18:00:00,,,Medium,BRC Retail Sales Monitor y/y,0.1%,,36
