,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
631,4.47|2.3,USD,2009-11-12 13:00:00,,,Low,30-y Bond Auction,4.01|2.4,,46
632,,EUR,2009-11-12 14:00:00,,,Medium,ECB President Trichet Speaks,,,46
633,-176.4B,USD,2009-11-12 14:00:00,-152.5B,worse,Medium,Federal Budget Balance,-46.6B,,46
634,1.3%,NZD,2009-11-12 16:00:00,,,Medium,REINZ HPI m/m,1.9%,,46
635,2.1%,JPY,2009-11-12 23:30:00,1.4%,better,Low,Revised Industrial Production m/m,1.4%,,46
636,40.5,JPY,2009-11-13 00:00:00,40.9,worse,Low,Consumer Confidence,40.5,,46
637,0.7%,EUR,2009-11-13 02:00:00,0.8%,worse,High,German Prelim GDP q/q,0.4%,better,46
638,0.1%,EUR,2009-11-13 02:40:00,0.2%,worse,Low,French Final CPI m/m,-0.2%,,46
639,0.0%,EUR,2009-11-13 02:45:00,-0.2%,better,Medium,French Prelim Private Payrolls q/q,-0.7%,worse,46
640,0.3%,EUR,2009-11-13 02:50:00,0.6%,worse,Low,French Prelim GDP q/q,0.3%,,46
641,-0.4%,CHF,2009-11-13 03:15:00,0.1%,worse,Medium,PPI m/m,0.2%,,46
642,0.6%,EUR,2009-11-13 04:00:00,0.8%,worse,Low,Italian Prelim GDP q/q,-0.5%,,46
643,0.4%,EUR,2009-11-13 05:00:00,0.6%,worse,Medium,Flash GDP q/q,-0.2%,worse,46
644,,EUR,2009-11-13 08:15:00,,,Medium,German Buba President Weber Speaks,,,46
645,-0.9B,CAD,2009-11-13 08:30:00,-1.6B,better,High,Trade Balance,-2.0B,,46
646,1.2%,CAD,2009-11-13 08:30:00,0.1%,better,Low,New Motor Vehicle Sales m/m,-0.2%,,46
647,-36.5B,USD,2009-11-13 08:30:00,-31.8B,worse,High,Trade Balance,-30.8B,,46
648,0.7%,USD,2009-11-13 08:30:00,1.1%,worse,Medium,Import Prices m/m,0.2%,,46
649,66.0,USD,2009-11-13 09:55:00,71.1,worse,High,Prelim UoM Consumer Sentiment,70.6,better,46
650,2.8%,USD,2009-11-13 09:55:00,,,Low,Prelim UoM Inflation Expectations,2.9%,,46
651,25B,USD,2009-11-13 10:30:00,17B,,Low,Natural Gas Storage,29B,,46
652,,USD,2009-11-13 11:30:00,,,Medium,FOMC Member Evans Speaks,,,46
653,,USD,2009-11-13 20:30:00,,,Low,FOMC Member Dudley Speaks,,,46
654,,CAD,2009-11-01 02:00:00,,,Non-Economic,Daylight Saving Time Shift,,,45
655,,USD,2009-11-01 02:00:00,,,Non-Economic,Daylight Saving Time Shift,,,45
656,51.7,AUD,2009-11-01 17:30:00,,,Low,AIG Manufacturing Index,52.0,,45
657,-0.3%,AUD,2009-11-01 18:30:00,,,Low,MI Inflation Gauge m/m,0.0%,,45
658,4.2%,AUD,2009-11-01 19:30:00,3.1%,better,Medium,HPI q/q,4.2%,,45
659,,AUD,2009-11-01 20:30:00,,,Medium,Mid-Year Economic and Fiscal Outlook,,,45
660,-1.6%,JPY,2009-11-01 20:30:00,-2.0%,better,Medium,Average Cash Earnings y/y,-2.7%,better,45
661,55.4,CNY,2009-11-01 21:30:00,,,Medium,Caixin Manufacturing PMI,55.0,,45
662,-31.1%,AUD,2009-11-02 00:30:00,,,Medium,Commodity Prices y/y,-33.9%,worse,45
663,46.3,EUR,2009-11-02 03:15:00,,,Low,Spanish Manufacturing PMI,45.8,,45
664,54.0,CHF,2009-11-02 03:30:00,55.1,worse,Medium,Manufacturing PMI,54.3,,45
665,49.2,EUR,2009-11-02 03:45:00,48.9,,Low,Italian Manufacturing PMI,47.6,,45
666,55.6,EUR,2009-11-02 03:50:00,55.3,,Low,French Final Manufacturing PMI,55.3,,45
667,51.0,EUR,2009-11-02 03:55:00,51.1,,Low,German Final Manufacturing PMI,51.1,,45
668,50.7,EUR,2009-11-02 04:00:00,50.9,,Low,Final Manufacturing PMI,50.7,,45
669,53.7,GBP,2009-11-02 04:30:00,50.1,better,High,Manufacturing PMI,49.9,better,45
670,55.7,USD,2009-11-02 10:00:00,53.1,better,High,ISM Manufacturing PMI,52.6,,45
671,6.1%,USD,2009-11-02 10:00:00,0.2%,better,High,Pending Home Sales m/m,6.4%,,45
672,0.8%,USD,2009-11-02 10:00:00,-0.3%,better,Low,Construction Spending m/m,-0.1%,worse,45
673,65.0,USD,2009-11-02 10:00:00,64.1,better,Low,ISM Manufacturing Prices,63.5,,45
674,,USD,2009-11-02 15:00:00,,,Low,FOMC Member Tarullo Speaks,,,45
675,0.4%,NZD,2009-11-02 16:45:00,0.3%,better,High,Labor Cost Index q/q,0.3%,,45
676,,JPY,2009-11-02 00:00:00,,,Non-Economic,Bank Holiday,,,45
677,62.1,CNY,2009-11-02 20:00:00,,,Low,Non-Manufacturing PMI,58.9,,45
678,4.6%,NZD,2009-11-02 21:00:00,,,Low,ANZ Commodity Prices m/m,6.8%,,45
679,3.50%,AUD,2009-11-02 22:30:00,3.50%,,High,Cash Rate,3.25%,,45
680,,AUD,2009-11-02 22:30:00,,,High,RBA Rate Statement,,,45
681,98.9K,EUR,2009-11-03 03:00:00,,,Low,Spanish Unemployment Change,80.4K,,45
682,46.2,GBP,2009-11-03 04:30:00,47.2,worse,Medium,Construction PMI,46.7,,45
683,,EUR,2009-11-03 05:00:00,,,Low,EU Economic Forecasts,,,45
684,1.2%,GBP,2009-11-03 08:00:00,0.8%,better,High,Halifax HPI m/m,1.5%,,45
685,13.6%,NZD,2009-11-03 08:30:00,,,Low,GDT Price Index,6.2%,,45
686,0.9%,USD,2009-11-03 10:00:00,1.1%,worse,Medium,Factory Orders m/m,-0.8%,,45
687,10.5M,USD,2009-11-03 00:00:00,9.7M,better,Low,Total Vehicle Sales,9.2M,,45
688,,EUR,2009-11-03 12:00:00,,,Medium,German Buba President Weber Speaks,,,45
689,54.8,AUD,2009-11-03 17:30:00,,,Low,AIG Services Index,49.3,,45
690,4.4%,JPY,2009-11-03 18:50:00,4.5%,,Low,Monetary Base y/y,4.5%,,45
691,72,GBP,2009-11-03 19:01:00,72,,Medium,Nationwide Consumer Confidence,72,better,45
692,0.0%,GBP,2009-11-03 19:01:00,,,Low,BRC Shop Price Index y/y,-0.1%,,45
693,2.7%,AUD,2009-11-03 19:30:00,2.4%,,High,Building Approvals m/m,-0.9%,worse,45
694,-0.2%,AUD,2009-11-03 19:30:00,0.5%,worse,High,Retail Sales m/m,0.7%,worse,45
695,,JPY,2009-11-03 21:30:00,,,Medium,BOJ Gov Shirakawa Speaks,,,45
696,47.7,EUR,2009-11-04 03:15:00,,,Low,Spanish Services PMI,46.4,,45
697,52.2,EUR,2009-11-04 03:45:00,49.4,better,Low,Italian Services PMI,48.5,,45
698,57.7,EUR,2009-11-04 03:50:00,57.8,,Low,French Final Services PMI,57.8,,45
699,50.7,EUR,2009-11-04 03:55:00,50.9,,Low,German Final Services PMI,50.9,,45
700,52.6,EUR,2009-11-04 04:00:00,52.3,,Low,Final Services PMI,52.3,,45
701,56.9,GBP,2009-11-04 04:30:00,55.4,better,High,Services PMI,55.3,,45
702,-0.4%,EUR,2009-11-04 05:00:00,-0.3%,worse,Low,PPI m/m,0.5%,better,45
703,-50.7%,USD,2009-11-04 07:30:00,,,Low,Challenger Job Cuts y/y,-30.2%,,45
704,,CAD,2009-11-04 08:05:00,,,Medium,Gov Council Member Murray Speaks,,,45
705,-203K,USD,2009-11-04 08:15:00,-188K,worse,High,ADP Non-Farm Employment Change,-227K,better,45
706,50.6,USD,2009-11-04 10:00:00,51.6,worse,High,ISM Non-Manufacturing PMI,50.9,,45
707,-4.0M,USD,2009-11-04 10:30:00,1.7M,,Medium,Crude Oil Inventories,0.8M,,45
708,,USD,2009-11-04 14:19:00,,,High,FOMC Statement,,,45
709,<0.25%,USD,2009-11-04 14:19:00,<0.25%,,High,Federal Funds Rate,<0.25%,,45
710,-0.8%,NZD,2009-11-04 16:45:00,-0.3%,worse,High,Employment Change q/q,-0.4%,,45
711,6.5%,NZD,2009-11-04 16:45:00,6.4%,worse,High,Unemployment Rate,6.0%,,45
712,,NZD,2009-11-04 18:45:00,,,High,RBNZ Gov Bollard Speaks,,,45
713,,JPY,2009-11-04 18:50:00,,,Medium,Monetary Policy Meeting Minutes,,,45
714,-1.85B,AUD,2009-11-04 19:30:00,-2.13B,better,High,Trade Balance,-1.65B,worse,45
715,1.44|2.4,JPY,2009-11-04 22:45:00,,,Low,10-y Bond Auction,1.26|3.5,,45
716,-14,CHF,2009-11-05 01:45:00,-37,better,Medium,SECO Consumer Climate,-42,,45
717,90B,CHF,2009-11-05 03:00:00,,,High,Foreign Currency Reserves,82B,,45
718,0.6%,CHF,2009-11-05 03:15:00,0.6%,,Medium,CPI m/m,0.0%,,45
719,,AUD,2009-11-05 03:55:00,,,High,RBA Gov Stevens Speaks,,,45
720,1.7%,GBP,2009-11-05 04:30:00,1.1%,better,High,Manufacturing Production m/m,-2.0%,worse,45
721,1.6%,GBP,2009-11-05 04:30:00,1.2%,better,Low,Industrial Production m/m,-2.6%,worse,45
722,-0.7%,EUR,2009-11-05 05:00:00,0.3%,worse,Medium,Retail Sales m/m,-0.1%,better,45
723,3.62|2.1,EUR,2009-11-05 05:03:00,,,Low,French 10-y Bond Auction,3.57|1.6,,45
724,200B,GBP,2009-11-05 07:00:00,225B,better,High,Asset Purchase Facility,175B,,45
725,,GBP,2009-11-05 07:00:00,,,High,MPC Rate Statement,,,45
726,0.50%,GBP,2009-11-05 07:00:00,0.50%,,High,Official Bank Rate,0.50%,,45
727,1.00%,EUR,2009-11-05 07:45:00,1.00%,,High,Main Refinancing Rate,1.00%,,45
728,1.6%,CAD,2009-11-05 08:30:00,1.4%,better,High,Building Permits m/m,7.4%,better,45
729,,EUR,2009-11-05 08:30:00,,,High,ECB Press Conference,,,45
730,512K,USD,2009-11-05 08:30:00,523K,better,High,Unemployment Claims,532K,,45
731,9.5%,USD,2009-11-05 08:30:00,6.2%,worse,Medium,Prelim Nonfarm Productivity q/q,6.6%,worse,45
732,-5.2%,USD,2009-11-05 08:30:00,-3.8%,worse,Medium,Prelim Unit Labor Costs q/q,-5.9%,,45
733,61.2,CAD,2009-11-05 10:00:00,60.1,better,High,Ivey PMI,61.7,,45
734,-0.4%,GBP,2009-11-05 10:00:00,,,Medium,NIESR GDP Estimate,-0.4%,worse,45
735,29B,USD,2009-11-05 10:30:00,30B,,Low,Natural Gas Storage,25B,,45
736,50.9,AUD,2009-11-05 17:30:00,,,Low,AIG Construction Index,50.8,,45
737,,AUD,2009-11-05 19:30:00,,,High,RBA Monetary Policy Statement,,,45
738,86.4%,JPY,2009-11-06 00:00:00,86.4%,,Low,Leading Indicators,83.2%,,45
739,,AUD,2009-11-06 01:20:00,,,Medium,RBA Deputy Gov Battellino Speaks,,,45
740,4.1%,CHF,2009-11-06 01:45:00,4.2%,better,Low,Unemployment Rate,4.1%,,45
741,-125.8B,EUR,2009-11-06 02:45:00,,,Low,French Gov Budget Balance,-127.6B,,45
742,-1.8B,EUR,2009-11-06 02:45:00,-3.1B,better,Low,French Trade Balance,-2.2B,better,45
743,2.6%,GBP,2009-11-06 04:30:00,1.6%,better,High,PPI Input m/m,-0.2%,better,45
744,0.2%,GBP,2009-11-06 04:30:00,0.4%,worse,Low,PPI Output m/m,0.5%,,45
745,,All,2009-11-06 00:00:00,,,Medium,G20 Meetings,,,45
746,0.9%,EUR,2009-11-06 06:00:00,1.0%,,Medium,German Factory Orders m/m,2.1%,better,45
747,-43.2K,CAD,2009-11-06 07:00:00,10.0K,worse,High,Employment Change,30.6K,,45
748,8.6%,CAD,2009-11-06 07:00:00,8.5%,worse,High,Unemployment Rate,8.4%,,45
749,-190K,USD,2009-11-06 08:30:00,-173K,worse,High,Non-Farm Employment Change,-219K,better,45
750,10.2%,USD,2009-11-06 08:30:00,9.9%,worse,High,Unemployment Rate,9.8%,,45
751,0.3%,USD,2009-11-06 08:30:00,0.1%,better,Medium,Average Hourly Earnings m/m,0.1%,,45
752,,USD,2009-11-06 09:45:00,,,Medium,FOMC Member Evans Speaks,,,45
753,-0.9%,USD,2009-11-06 10:00:00,-0.9%,,Low,Final Wholesale Inventories m/m,-1.3%,,45
754,,USD,2009-11-06 11:30:00,,,Low,FOMC Member Duke Speaks,,,45
755,-14.8B,USD,2009-11-06 15:00:00,-9.9B,worse,Low,Consumer Credit m/m,-9.9B,better,45
756,,All,2009-11-07 00:00:00,,,High,G20 Meetings,,,45
757,,EUR,2009-11-07 10:15:00,,,Medium,ECB President Trichet Speaks,,,45
758,,NZD,2009-10-25 00:00:00,,,Non-Economic,Bank Holiday,,,44
759,0.1%,AUD,2009-10-25 19:30:00,0.3%,worse,High,PPI q/q,-0.8%,,44
760,4.0,EUR,2009-10-26 02:00:00,4.5,worse,Medium,German GfK Consumer Climate,4.2,,44
761,,CAD,2009-10-26 08:10:00,,,Medium,BOC Gov Carney Speaks,,,44
762,,GBP,2009-10-26 13:35:00,,,High,MPC Member Posen Speaks,,,44
763,16,AUD,2009-10-26 19:30:00,,,Medium,NAB Quarterly Business Confidence,-4,,44
764,0.63,CHF,2009-10-27 02:00:00,,,Medium,UBS Consumption Indicator,0.62,worse,44
765,1.8%,EUR,2009-10-27 04:00:00,2.1%,worse,Medium,M3 Money Supply y/y,2.6%,,44
766,-0.3%,EUR,2009-10-27 04:00:00,-0.2%,worse,Low,Private Loans y/y,0.1%,,44
767,8,GBP,2009-10-27 06:00:00,6,better,High,CBI Realized Sales,3,,44
768,-11.3%,USD,2009-10-27 08:00:00,-11.9%,better,Medium,S&P/CS Composite-20 HPI y/y,-13.3%,,44
769,47.7,USD,2009-10-27 09:00:00,53.7,worse,High,CB Consumer Confidence,53.4,,44
770,7,USD,2009-10-27 09:00:00,14,worse,Low,Richmond Manufacturing Index,14,,44
771,,CAD,2009-10-27 10:00:00,,,High,BOC Gov Carney Speaks,,,44
772,,USD,2009-10-27 15:00:00,,,Medium,Treasury Sec Geithner Speaks,,,44
773,-1.4%,JPY,2009-10-27 18:50:00,-1.5%,,Medium,Retail Sales y/y,-1.8%,,44
774,1.0%,AUD,2009-10-27 19:30:00,0.9%,,High,CPI q/q,0.5%,,44
775,0.8%,AUD,2009-10-27 19:30:00,0.8%,,Medium,Trimmed Mean CPI q/q,0.8%,,44
776,,AUD,2009-10-27 20:00:00,,,Medium,RBA Assist Gov Edey Speaks,,,44
777,48.2,NZD,2009-10-27 21:00:00,,,High,ANZ Business Confidence,49.1,,44
778,-0.9%,EUR,2009-10-28 02:00:00,-0.7%,worse,Low,German Import Prices m/m,1.3%,,44
779,0.1%,EUR,2009-10-28 00:00:00,0.1%,,Medium,German Prelim CPI m/m,-0.4%,,44
780,0.9%,USD,2009-10-28 07:30:00,0.6%,better,High,Core Durable Goods Orders m/m,-0.4%,worse,44
781,1.0%,USD,2009-10-28 07:30:00,1.2%,worse,Medium,Durable Goods Orders m/m,-2.6%,worse,44
782,402K,USD,2009-10-28 09:00:00,443K,worse,High,New Home Sales,417K,worse,44
783,0.8M,USD,2009-10-28 09:30:00,1.6M,,Medium,Crude Oil Inventories,1.3M,,44
784,,CAD,2009-10-28 15:00:00,,,Medium,BOC Gov Carney Speaks,,,44
785,2.50%,NZD,2009-10-28 15:00:00,2.50%,,High,Official Cash Rate,2.50%,,44
786,,NZD,2009-10-28 15:00:00,,,High,RBNZ Rate Statement,,,44
787,-424M,NZD,2009-10-28 16:45:00,-675M,better,Medium,Trade Balance,-719M,better,44
788,1.8%,AUD,2009-10-28 18:00:00,,,Medium,CB Leading Index m/m,1.0%,better,44
789,1.4%,JPY,2009-10-28 18:50:00,1.1%,better,Medium,Prelim Industrial Production m/m,1.6%,worse,44
790,-3.2%,JPY,2009-10-28 18:50:00,-3.3%,better,Low,SPPI y/y,-3.5%,,44
791,-4.5%,AUD,2009-10-28 19:00:00,,,Medium,HIA New Home Sales m/m,11.4%,,44
792,50.0,EUR,2009-10-29 03:00:00,,,Low,Retail PMI,48.6,,44
793,-26K,EUR,2009-10-29 03:55:00,17K,better,Medium,German Unemployment Change,-15K,better,44
794,0.7B,GBP,2009-10-29 04:30:00,0.7B,,Medium,Net Lending to Individuals m/m,0.9B,better,44
795,56K,GBP,2009-10-29 04:30:00,54K,better,Low,Mortgage Approvals,53K,,44
796,-18,EUR,2009-10-29 05:00:00,-17,worse,Low,Consumer Confidence,-19,,44
797,4.06|1.6,EUR,2009-10-29 05:32:00,,,Low,Italian 10-y Bond Auction,4.06|1.4,,44
798,,EUR,2009-10-29 06:10:00,,,Medium,German Buba President Weber Speaks,,,44
799,-1.1%,CAD,2009-10-29 07:30:00,-0.5%,worse,Medium,RMPI m/m,3.8%,,44
800,-0.5%,CAD,2009-10-29 07:30:00,-0.2%,worse,Low,IPPI m/m,0.5%,,44
801,3.5%,USD,2009-10-29 07:30:00,3.2%,better,High,Advance GDP q/q,-0.7%,better,44
802,530K,USD,2009-10-29 07:30:00,522K,worse,High,Unemployment Claims,531K,,44
803,0.8%,USD,2009-10-29 07:30:00,1.2%,worse,Medium,Advance GDP Price Index q/q,0.0%,worse,44
804,,USD,2009-10-29 08:30:00,,,Medium,Treasury Sec Geithner Speaks,,,44
805,25B,USD,2009-10-29 09:30:00,27B,,Low,Natural Gas Storage,18B,,44
806,3.3%,NZD,2009-10-29 16:45:00,,,High,Building Consents m/m,1.8%,,44
807,54.3,JPY,2009-10-29 18:15:00,,,Low,Final Manufacturing PMI,54.5,,44
808,1.0%,JPY,2009-10-29 18:30:00,1.2%,worse,Medium,Household Spending y/y,2.6%,,44
809,-2.2%,JPY,2009-10-29 18:30:00,-2.0%,worse,Medium,Tokyo Core CPI y/y,-2.1%,,44
810,-2.3%,JPY,2009-10-29 18:30:00,-2.3%,,Low,National Core CPI y/y,-2.4%,,44
811,5.3%,JPY,2009-10-29 18:30:00,5.6%,better,Low,Unemployment Rate,5.5%,,44
812,-13,GBP,2009-10-29 19:01:00,-14,better,Medium,GfK Consumer Confidence,-16,,44
813,-0.2%,AUD,2009-10-29 19:30:00,0.2%,worse,Medium,Private Sector Credit m/m,0.2%,better,44
814,,USD,2009-10-29 19:40:00,,,Medium,Treasury Sec Geithner Speaks,,,44
815,,JPY,2009-10-29 23:05:00,,,Medium,Monetary Policy Statement,,,44
816,0.10%,JPY,2009-10-29 23:05:00,0.10%,,Medium,Overnight Call Rate,0.10%,,44
817,-37.0%,JPY,2009-10-30 00:00:00,-36.9%,,Low,Housing Starts y/y,-38.3%,,44
818,,JPY,2009-10-30 01:00:00,,,Medium,BOJ Outlook Report,,,44
819,-0.5%,EUR,2009-10-30 02:00:00,0.7%,worse,Medium,German Retail Sales m/m,-1.8%,worse,44
820,0.4%,GBP,2009-10-30 02:00:00,0.7%,worse,High,Nationwide HPI m/m,0.9%,,44
821,,JPY,2009-10-30 02:22:00,,,High,BOJ Press Conference,,,44
822,-0.1%,EUR,2009-10-30 04:55:00,-0.1%,,Medium,CPI Flash Estimate y/y,-0.3%,,44
823,9.7%,EUR,2009-10-30 05:00:00,9.7%,,Medium,Unemployment Rate,9.6%,,44
824,0.1%,EUR,2009-10-30 05:00:00,0.1%,,Low,Italian Prelim CPI m/m,-0.2%,,44
825,1.45,CHF,2009-10-30 05:30:00,1.19,better,Medium,KOF Economic Barometer,0.77,,44
826,-0.1%,CAD,2009-10-30 07:30:00,0.1%,worse,High,GDP m/m,0.0%,,44
827,0.1%,USD,2009-10-30 07:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.1%,,44
828,0.4%,USD,2009-10-30 07:30:00,0.4%,,Medium,Employment Cost Index q/q,0.4%,,44
829,-0.5%,USD,2009-10-30 07:30:00,-0.4%,worse,Medium,Personal Spending m/m,1.4%,better,44
830,0.0%,USD,2009-10-30 07:30:00,0.1%,worse,Low,Personal Income m/m,0.1%,worse,44
831,54.2,USD,2009-10-30 08:45:00,48.8,better,Medium,Chicago PMI,46.1,,44
832,70.6,USD,2009-10-30 08:55:00,70.1,,Medium,Revised UoM Consumer Sentiment,69.4,,44
833,2.9%,USD,2009-10-30 08:55:00,,,Low,Revised UoM Inflation Expectations,2.8%,,44
834,55.2,CNY,2009-10-31 19:59:00,54.7,better,High,Manufacturing PMI,54.3,,44
835,2.8%,GBP,2009-10-18 18:01:00,,,Medium,Rightmove HPI m/m,0.6%,,43
836,,JPY,2009-10-18 18:50:00,,,Medium,Monetary Policy Meeting Minutes,,,43
837,0.3%,JPY,2009-10-18 18:50:00,0.1%,better,Medium,Tertiary Industry Activity m/m,0.6%,,43
838,,USD,2009-10-18 20:00:00,,,Medium,Fed Chairman Bernanke Speaks,,,43
839,,AUD,2009-10-18 21:00:00,,,Medium,RBA Deputy Gov Lowe Speaks,,,43
840,,EUR,2009-10-19 00:00:00,,,Low,Eurogroup Meetings,,,43
841,,EUR,2009-10-19 05:00:00,,,Low,German Buba Monthly Report,,,43
842,5.08B,CAD,2009-10-19 07:30:00,2.97B,better,Medium,Foreign Securities Purchases,0.37B,,43
843,,USD,2009-10-19 10:00:00,,,High,Fed Chairman Bernanke Speaks,,,43
844,18,USD,2009-10-19 12:00:00,20,worse,Low,NAHB Housing Market Index,19,,43
845,,AUD,2009-10-19 19:30:00,,,High,Monetary Policy Meeting Minutes,,,43
846,-0.5%,EUR,2009-10-20 01:00:00,0.0%,worse,Medium,German PPI m/m,0.5%,,43
847,,EUR,2009-10-20 00:00:00,,,Low,ECOFIN Meetings,,,43
848,14.8B,GBP,2009-10-20 03:30:00,15.2B,better,Medium,Public Sector Net Borrowing,14.7B,better,43
849,0.7%,GBP,2009-10-20 03:30:00,0.6%,,Low,M4 Money Supply m/m,0.0%,,43
850,1.1%,CAD,2009-10-20 07:30:00,0.9%,better,Medium,Leading Index m/m,1.2%,better,43
851,-1.4%,CAD,2009-10-20 07:30:00,-0.4%,worse,Medium,Wholesale Sales m/m,2.6%,worse,43
852,0.57M,USD,2009-10-20 07:30:00,0.59M,,High,Building Permits,0.58M,,43
853,-0.6%,USD,2009-10-20 07:30:00,0.1%,worse,High,PPI m/m,1.7%,,43
854,-0.1%,USD,2009-10-20 07:30:00,0.1%,worse,Medium,Core PPI m/m,0.2%,,43
855,0.59M,USD,2009-10-20 07:30:00,0.62M,worse,Medium,Housing Starts,0.59M,,43
856,,CAD,2009-10-20 08:00:00,,,High,BOC Rate Statement,,,43
857,0.25%,CAD,2009-10-20 08:00:00,0.25%,,High,Overnight Rate,0.25%,,43
858,,USD,2009-10-20 10:00:00,,,Medium,FOMC Member Warsh Speaks,,,43
859,,GBP,2009-10-20 14:15:00,,,High,BOE Gov King Speaks,,,43
860,3.8%,NZD,2009-10-20 16:45:00,,,Low,Visitor Arrivals m/m,-0.5%,better,43
861,1.1%,AUD,2009-10-20 18:30:00,,,Medium,MI Leading Index m/m,1.1%,,43
862,2.9%,AUD,2009-10-20 19:30:00,,,Low,New Motor Vehicle Sales m/m,0.1%,worse,43
863,-2.3%,NZD,2009-10-20 21:00:00,,,Low,Credit Card Spending y/y,0.1%,,43
864,0-0-9,GBP,2009-10-21 03:30:00,0-0-9,,High,MPC Asset Purchase Facility Votes,0-0-9,,43
865,0-0-9,GBP,2009-10-21 03:30:00,0-0-9,,High,MPC Official Bank Rate Votes,0-0-9,,43
866,-51,GBP,2009-10-21 05:00:00,-45,worse,Medium,CBI Industrial Order Expectations,-48,,43
867,1.3M,USD,2009-10-21 09:30:00,0.9M,,Medium,Crude Oil Inventories,0.4M,,43
868,,USD,2009-10-21 11:00:00,,,Low,FOMC Member Lacker Speaks,,,43
869,,USD,2009-10-21 12:00:00,,,Low,FOMC Member Tarullo Speaks,,,43
870,,USD,2009-10-21 13:00:00,,,Medium,Beige Book,,,43
871,0.06T,JPY,2009-10-21 18:50:00,0.38T,worse,Medium,Trade Balance,0.17T,worse,43
872,8.9%,CNY,2009-10-21 21:00:00,9.0%,worse,High,GDP q/y,7.9%,,43
873,13.9%,CNY,2009-10-21 21:00:00,13.3%,better,High,Industrial Production y/y,12.3%,,43
874,-0.8%,CNY,2009-10-21 21:00:00,-0.8%,,Medium,CPI y/y,-1.2%,,43
875,33.3%,CNY,2009-10-21 21:00:00,33.1%,,Medium,Fixed Asset Investment ytd/y,33.0%,,43
876,,CNY,2009-10-21 21:00:00,,,Medium,NBS Press Conference,,,43
877,-7.0%,CNY,2009-10-21 21:00:00,-7.3%,better,Medium,PPI y/y,-7.9%,,43
878,15.5%,CNY,2009-10-21 21:00:00,15.5%,,Low,Retail Sales y/y,15.4%,,43
879,0.9%,JPY,2009-10-21 23:30:00,0.4%,better,Low,All Industries Activity m/m,0.8%,better,43
880,1.92B,CHF,2009-10-22 01:15:00,1.59B,better,Medium,Trade Balance,1.72B,worse,43
881,-1.3B,EUR,2009-10-22 03:00:00,1.9B,worse,Medium,Current Account,3.7B,worse,43
882,-0.1%,EUR,2009-10-22 03:00:00,0.0%,worse,Low,Italian Retail Sales m/m,-0.3%,better,43
883,0.0%,GBP,2009-10-22 03:30:00,0.6%,worse,High,Retail Sales m/m,0.0%,,43
884,0.5%,CAD,2009-10-22 07:30:00,0.5%,,High,Core Retail Sales m/m,-0.7%,better,43
885,0.8%,CAD,2009-10-22 07:30:00,0.3%,better,Medium,Retail Sales m/m,-0.5%,better,43
886,531K,USD,2009-10-22 07:30:00,516K,worse,High,Unemployment Claims,520K,worse,43
887,-14.2,EUR,2009-10-22 08:00:00,-15.6,better,Medium,Belgian NBB Business Climate,-17.8,,43
888,1.0%,USD,2009-10-22 09:00:00,0.9%,better,Low,CB Leading Index m/m,0.4%,worse,43
889,-0.3%,USD,2009-10-22 09:00:00,0.3%,worse,Low,HPI m/m,0.3%,,43
890,,CAD,2009-10-22 09:30:00,,,High,BOC Monetary Policy Report,,,43
891,18B,USD,2009-10-22 09:30:00,22B,,Low,Natural Gas Storage,58B,,43
892,,CAD,2009-10-22 10:15:00,,,High,BOC Press Conference,,,43
893,,GBP,2009-10-22 10:30:00,,,Medium,MPC Member Tucker Speaks,,,43
894,,USD,2009-10-22 11:00:00,,,Low,FOMC Member Lockhart Speaks,,,43
895,,USD,2009-10-22 12:30:00,,,Low,FOMC Member Dudley Speaks,,,43
896,,USD,2009-10-22 15:00:00,,,Medium,FOMC Member Evans Speaks,,,43
897,-3.0%,AUD,2009-10-22 19:30:00,-2.6%,worse,Medium,Import Prices q/q,-6.4%,,43
898,2.3%,EUR,2009-10-23 01:45:00,0.3%,better,Medium,French Consumer Spending m/m,-1.0%,,43
899,55.3,EUR,2009-10-23 02:00:00,53.3,better,Medium,French Flash Manufacturing PMI,53.0,better,43
900,57.8,EUR,2009-10-23 02:00:00,54.0,better,Medium,French Flash Services PMI,53.2,better,43
901,17.9%,EUR,2009-10-23 02:00:00,18.6%,better,Low,Spanish Unemployment Rate,17.9%,,43
902,51.1,EUR,2009-10-23 02:30:00,50.2,better,Medium,German Flash Manufacturing PMI,49.6,,43
903,50.9,EUR,2009-10-23 02:30:00,52.5,worse,Medium,German Flash Services PMI,52.1,,43
904,91.9,EUR,2009-10-23 03:00:00,92.1,,High,German Ifo Business Climate,91.3,,43
905,50.7,EUR,2009-10-23 03:00:00,50.2,better,Medium,Flash Manufacturing PMI,49.3,,43
906,52.3,EUR,2009-10-23 03:00:00,51.4,better,Medium,Flash Services PMI,50.9,,43
907,-0.4%,GBP,2009-10-23 03:30:00,0.2%,worse,High,Prelim GDP q/q,-0.6%,better,43
908,42.1K,GBP,2009-10-23 03:30:00,39.7K,better,Medium,High Street Lending,40.8K,better,43
909,-0.1%,GBP,2009-10-23 03:30:00,0.1%,worse,Low,Index of Services 3m/3m,-0.3%,worse,43
910,2.0%,EUR,2009-10-23 04:00:00,1.2%,better,Medium,Industrial New Orders m/m,3.0%,better,43
