,actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week
280,-0.3%,CHF,2017-12-04 03:15:00,-0.1%,worse,Low,CPI m/m,0.2%,,50
281,,GBP,2017-12-04 04:15:00,,,High,BOE Gov Carney Speaks,,,50
282,53.4,GBP,2017-12-04 04:30:00,52.5,better,Medium,Construction PMI,53.2,,50
283,0.8%,EUR,2017-12-04 05:00:00,0.5%,better,Low,PPI m/m,0.6%,better,50
284,,EUR,2017-12-04 00:00:00,,,Low,ECOFIN Meetings,,,50
285,0.3%,CAD,2017-12-04 08:30:00,0.4%,better,Low,Labor Productivity q/q,0.7%,,50
286,2.2%,NZD,2017-12-04 09:35:00,,,Low,GDT Price Index,-3.5%,,50
287,,USD,2017-12-04 10:00:00,,,Medium,FOMC Member Williams Speaks,,,50
288,52.6,USD,2017-12-04 10:00:00,57.3,worse,Low,IBD/TIPP Economic Optimism,56.4,,50
289,,GBP,2017-12-04 13:00:00,,,Medium,MPC Member Vlieghe Speaks,,,50
290,55.1,AUD,2017-12-04 16:30:00,,,Low,AIG Services Index,51.1,,50
291,-0.6%,NZD,2017-12-04 19:00:00,,,Low,ANZ Commodity Prices m/m,-2.4%,,50
292,0.3%,AUD,2017-12-04 19:30:00,0.6%,worse,High,GDP q/q,0.9%,,50
293,53.8,CNY,2017-12-04 20:45:00,50.7,better,Low,Caixin Services PMI,50.8,,50
294,54.0,EUR,2017-12-05 03:15:00,53.9,,Low,Spanish Services PMI,54.0,,50
295,,EUR,2017-12-05 03:30:00,,,Medium,ECB President Draghi Speaks,,,50
296,50.3,EUR,2017-12-05 03:45:00,49.2,better,Low,Italian Services PMI,49.2,,50
297,55.1,EUR,2017-12-05 03:50:00,55.0,,Low,French Final Services PMI,55.0,,50
298,53.3,EUR,2017-12-05 03:55:00,53.3,,Low,German Final Services PMI,53.3,,50
299,53.4,EUR,2017-12-05 04:00:00,53.1,,Low,Final Services PMI,53.1,,50
300,,All,2017-12-05 00:00:00,,,Medium,OPEC-JMMC Meetings,,,50
301,50.4,GBP,2017-12-05 04:30:00,52.5,worse,Medium,Services PMI,52.2,,50
302,,GBP,2017-12-05 04:30:00,,,Low,FPC Meeting Minutes,,,50
303,1.46|1.9,EUR,2017-12-05 04:41:00,,,Low,Spanish 10-y Bond Auction,1.61|1.6,,50
304,0.3%,EUR,2017-12-05 05:00:00,0.2%,better,Low,Retail Sales m/m,-0.5%,worse,50
305,,CAD,2017-12-05 10:00:00,,,High,BOC Rate Statement,,,50
306,1.75%,CAD,2017-12-05 10:00:00,1.75%,,High,Overnight Rate,1.75%,,50
307,,USD,2017-12-05 14:00:00,,,Low,Beige Book,,,50
308,0.3%,AUD,2017-12-05 19:30:00,0.3%,,High,Retail Sales m/m,0.1%,worse,50
309,2.32B,AUD,2017-12-05 19:30:00,3.10B,worse,Medium,Trade Balance,2.94B,worse,50
310,,USD,2017-12-05 20:15:00,,,Medium,FOMC Member Quarles Speaks,,,50
311,0.3%,EUR,2017-12-06 02:00:00,-0.4%,better,Low,German Factory Orders m/m,0.1%,worse,50
312,,AUD,2017-12-06 04:05:00,,,Medium,RBA Assist Gov Debelle Speaks,,,50
313,,All,2017-12-06 00:00:00,,,High,OPEC Meetings,,,50
314,,GBP,2017-12-06 05:00:00,,,Medium,MPC Member Ramsden Speaks,,,50
315,1.91|2.4,GBP,2017-12-06 05:34:00,,,Low,30-y Bond Auction,1.83|1.8,,50
316,51.5%,USD,2017-12-06 07:30:00,,,Low,Challenger Job Cuts y/y,153.6%,,50
317,179K,USD,2017-12-06 08:15:00,195K,worse,Medium,ADP Non-Farm Employment Change,225K,,50
318,-1.2B,CAD,2017-12-06 08:30:00,-0.7B,worse,High,Trade Balance,-0.9B,worse,50
319,2.3%,USD,2017-12-06 08:30:00,2.3%,,Low,Revised Nonfarm Productivity q/q,2.2%,,50
320,0.9%,USD,2017-12-06 08:30:00,1.1%,worse,Low,Revised Unit Labor Costs q/q,1.2%,,50
321,-55.5B,USD,2017-12-06 08:30:00,-55.2B,,Low,Trade Balance,-54.6B,,50
322,231K,USD,2017-12-06 08:30:00,226K,worse,Low,Unemployment Claims,235K,,50
323,,CAD,2017-12-06 08:35:00,,,High,BOC Gov Poloz Speaks,,,50
324,54.7,USD,2017-12-06 09:45:00,54.4,,Low,Final Services PMI,54.4,,50
325,57.2,CAD,2017-12-06 10:00:00,59.9,worse,Low,Ivey PMI,61.8,,50
326,60.7,USD,2017-12-06 10:00:00,59.1,better,High,ISM Non-Manufacturing PMI,60.3,,50
327,-2.1%,USD,2017-12-06 10:00:00,-1.9%,worse,Low,Factory Orders m/m,0.2%,worse,50
328,-7.3M,USD,2017-12-06 11:00:00,-1.3M,,Medium,Crude Oil Inventories,3.6M,,50
329,,USD,2017-12-06 12:15:00,,,Medium,FOMC Member Bostic Speaks,,,50
330,44.5,AUD,2017-12-06 16:30:00,,,Low,AIG Construction Index,46.4,,50
331,-0.3%,JPY,2017-12-06 18:30:00,1.2%,worse,Low,Household Spending y/y,-1.6%,,50
332,,USD,2017-12-06 18:30:00,,,Medium,FOMC Member Williams Speaks,,,50
333,,USD,2017-12-06 18:45:00,,,High,Fed Chair Powell Speaks,,,50
334,1.5%,JPY,2017-12-06 19:00:00,1.0%,better,Medium,Average Cash Earnings y/y,0.8%,worse,50
335,100.5%,JPY,2017-12-07 00:02:00,104.8%,worse,Low,Leading Indicators,104.3%,,50
336,-0.5%,EUR,2017-12-07 02:00:00,0.3%,worse,Low,German Industrial Production m/m,0.1%,,50
337,1.2%,EUR,2017-12-07 02:45:00,0.8%,better,Low,French Industrial Production m/m,-1.6%,better,50
338,-4.1B,EUR,2017-12-07 02:45:00,-5.9B,better,Low,French Trade Balance,-5.4B,better,50
339,749B,CHF,2017-12-07 03:00:00,,,Low,Foreign Currency Reserves,753B,,50
340,-1.4%,GBP,2017-12-07 03:30:00,0.3%,worse,Low,Halifax HPI m/m,0.7%,,50
341,0.1%,EUR,2017-12-07 04:00:00,-0.2%,better,Low,Italian Retail Sales m/m,-0.8%,,50
342,,All,2017-12-07 00:00:00,,,High,OPEC Meetings,,,50
343,3.2%,GBP,2017-12-07 04:30:00,,,Low,Consumer Inflation Expectations,3.0%,,50
344,0.2%,EUR,2017-12-07 05:00:00,0.2%,,Low,Final Employment Change q/q,0.2%,,50
345,0.2%,EUR,2017-12-07 05:00:00,0.2%,,Low,Revised GDP q/q,0.2%,,50
346,,All,2017-12-07 00:00:00,,,Medium,OPEC-JMMC Meetings,,,50
347,94.1K,CAD,2017-12-07 08:30:00,10.5K,better,High,Employment Change,11.2K,,50
348,5.6%,CAD,2017-12-07 08:30:00,5.8%,better,High,Unemployment Rate,5.8%,,50
349,0.2%,USD,2017-12-07 08:30:00,0.3%,worse,High,Average Hourly Earnings m/m,0.1%,worse,50
350,155K,USD,2017-12-07 08:30:00,198K,worse,High,Non-Farm Employment Change,237K,worse,50
351,3.7%,USD,2017-12-07 08:30:00,3.7%,,High,Unemployment Rate,3.7%,,50
352,97.5,USD,2017-12-07 10:00:00,97.0,,Medium,Prelim UoM Consumer Sentiment,97.5,worse,50
353,0.8%,USD,2017-12-07 10:00:00,0.7%,worse,Low,Final Wholesale Inventories m/m,0.7%,,50
354,2.7%,USD,2017-12-07 10:00:00,,,Low,Prelim UoM Inflation Expectations,2.8%,,50
355,-63B,USD,2017-12-07 10:30:00,-63B,,Low,Natural Gas Storage,-59B,,50
356,,USD,2017-12-07 12:00:00,,,Medium,FOMC Member Brainard Speaks,,,50
357,25.4B,USD,2017-12-07 15:00:00,15.1B,better,Low,Consumer Credit m/m,11.6B,better,50
358,306B,CNY,2017-12-07 22:07:00,227B,better,Medium,Trade Balance,234B,,50
359,44.7B,CNY,2017-12-07 22:08:00,36.2B,better,Low,USD-Denominated Trade Balance,34.0B,,50
360,2.2%,CNY,2017-12-08 20:30:00,2.4%,worse,Low,CPI y/y,2.5%,,50
361,2.7%,CNY,2017-12-08 20:30:00,2.8%,,Low,PPI y/y,3.3%,,50
362,,EUR,2017-11-25 00:00:00,,,High,EU Economic Summit,,,49
363,0.0%,NZD,2017-11-25 16:45:00,1.0%,worse,High,Retail Sales q/q,1.1%,,49
364,0.4%,NZD,2017-11-25 16:45:00,1.5%,worse,Medium,Core Retail Sales q/q,1.3%,,49
365,,AUD,2017-11-25 17:15:00,,,Medium,RBA Gov Lowe Speaks,,,49
366,51.8,JPY,2017-11-25 19:30:00,53.0,worse,Low,Flash Manufacturing PMI,52.9,,49
367,,AUD,2017-11-25 22:00:00,,,Medium,RBA Assist Gov Kent Speaks,,,49
368,102.0,EUR,2017-11-26 04:00:00,102.3,worse,Medium,German Ifo Business Climate,102.9,,49
369,39.7K,GBP,2017-11-26 04:30:00,38.9K,better,Low,High Street Lending,38.7K,,49
370,1.2%,CNY,2017-11-26 09:00:00,,,Low,CB Leading Index m/m,1.0%,worse,49
371,,EUR,2017-11-26 09:00:00,,,High,ECB President Draghi Speaks,,,49
372,,GBP,2017-11-26 13:30:00,,,High,BOE Gov Carney Speaks,,,49
373,-1295M,NZD,2017-11-26 16:45:00,-850M,worse,Medium,Trade Balance,-1596M,worse,49
374,1.3%,JPY,2017-11-26 18:50:00,1.2%,better,Low,SPPI y/y,1.1%,worse,49
375,0.6%,JPY,2017-11-27 00:00:00,0.5%,better,Low,BOJ Core CPI y/y,0.5%,,49
376,19,GBP,2017-11-27 06:00:00,10,better,Low,CBI Realized Sales,5,,49
377,,USD,2017-11-27 08:30:00,,,Medium,FOMC Member Clarida Speaks,,,49
378,0.2%,USD,2017-11-27 09:00:00,0.4%,worse,Low,HPI m/m,0.4%,better,49
379,5.1%,USD,2017-11-27 09:00:00,5.3%,worse,Low,S&P/CS Composite-20 HPI y/y,5.5%,,49
380,135.7,USD,2017-11-27 10:00:00,136.2,worse,High,CB Consumer Confidence,137.9,,49
381,,USD,2017-11-27 14:30:00,,,Medium,FOMC Member Bostic Speaks,,,49
382,,NZD,2017-11-27 15:00:00,,,High,RBNZ Financial Stability Report,,,49
383,,NZD,2017-11-27 17:00:00,,,High,RBNZ Gov Orr Speaks,,,49
384,,NZD,2017-11-27 19:00:00,,,High,RBNZ Gov Orr Speaks,,,49
385,0.1%,GBP,2017-11-27 19:01:00,,,Low,BRC Shop Price Index y/y,-0.2%,,49
386,-2.8%,AUD,2017-11-27 19:30:00,0.9%,worse,Medium,Construction Work Done q/q,1.8%,better,49
387,10.4,EUR,2017-11-28 02:00:00,10.5,,Low,German GfK Consumer Climate,10.6,,49
388,-42.3,CHF,2017-11-28 04:00:00,,,Low,Credit Suisse Economic Expectations,-39.1,,49
389,3.9%,EUR,2017-11-28 04:00:00,3.5%,better,Low,M3 Money Supply y/y,3.6%,,49
390,3.2%,EUR,2017-11-28 04:03:00,3.2%,,Low,Private Loans y/y,3.2%,better,49
391,0.34|1.6,EUR,2017-11-28 05:34:00,,,Low,German 10-y Bond Auction,0.42|1.4,,49
392,3.5%,USD,2017-11-28 08:30:00,3.6%,worse,High,Prelim GDP q/q,3.5%,,49
393,-77.2B,USD,2017-11-28 08:30:00,-76.7B,,Low,Goods Trade Balance,-76.3B,,49
394,1.7%,USD,2017-11-28 08:30:00,1.7%,,Low,Prelim GDP Price Index q/q,1.7%,,49
395,0.7%,USD,2017-11-28 08:30:00,0.5%,worse,Low,Prelim Wholesale Inventories m/m,0.4%,worse,49
396,544K,USD,2017-11-28 10:00:00,583K,worse,Low,New Home Sales,597K,better,49
397,14,USD,2017-11-28 10:00:00,16,worse,Low,Richmond Manufacturing Index,15,,49
398,3.6M,USD,2017-11-28 10:30:00,0.6M,,Medium,Crude Oil Inventories,4.9M,,49
399,,GBP,2017-11-28 11:40:00,,,High,Bank Stress Test Results,,,49
400,,GBP,2017-11-28 11:40:00,,,Medium,BOE Financial Stability Report,,,49
401,,GBP,2017-11-28 11:40:00,,,Low,FPC Statement,,,49
402,,GBP,2017-11-28 11:45:00,,,High,BOE Gov Carney Speaks,,,49
403,,USD,2017-11-28 12:00:00,,,High,Fed Chair Powell Speaks,,,49
404,3.5%,JPY,2017-11-28 18:50:00,2.7%,better,Low,Retail Sales y/y,2.2%,,49
405,-37.1,NZD,2017-11-28 19:00:00,,,High,ANZ Business Confidence,-37.1,,49
406,-0.5%,AUD,2017-11-28 19:30:00,1.1%,worse,High,Private Capital Expenditure q/q,-0.9%,better,49
407,-0.8%,AUD,2017-11-28 23:00:00,,,Low,HIA New Home Sales m/m,1.1%,,49
408,-0.2%,CHF,2017-11-29 01:45:00,0.4%,worse,Low,GDP q/q,0.7%,,49
409,0.1%,EUR,2017-11-29 00:00:00,0.2%,worse,Medium,German Prelim CPI m/m,0.2%,,49
410,0.8%,EUR,2017-11-29 02:45:00,0.5%,better,Low,French Consumer Spending m/m,-2.0%,worse,49
411,0.4%,EUR,2017-11-29 02:45:00,0.4%,,Low,French Prelim GDP q/q,0.4%,,49
412,1.7%,EUR,2017-11-29 03:00:00,2.0%,worse,Low,Spanish Flash CPI y/y,2.3%,,49
413,-16K,EUR,2017-11-29 03:55:00,-10K,better,Low,German Unemployment Change,-12K,,49
414,5.0B,GBP,2017-11-29 04:30:00,4.5B,better,Medium,Net Lending to Individuals m/m,4.9B,better,49
415,0.7%,GBP,2017-11-29 04:30:00,0.3%,better,Low,M4 Money Supply m/m,-0.3%,,49
416,67K,GBP,2017-11-29 04:30:00,65K,better,Low,Mortgage Approvals,66K,,49
417,3.24|1.4,EUR,2017-11-29 05:21:00,,,Low,Italian 10-y Bond Auction,3.36|1.5,,49
418,,EUR,2017-11-29 06:30:00,,,Low,ECB Financial Stability Review,,,49
419,-10.3B,CAD,2017-11-29 08:30:00,-11.9B,better,Medium,Current Account,-16.7B,worse,49
420,0.1%,USD,2017-11-29 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.2%,,49
421,0.6%,USD,2017-11-29 08:30:00,0.4%,better,Medium,Personal Spending m/m,0.2%,worse,49
422,0.5%,USD,2017-11-29 08:30:00,0.4%,better,Low,Personal Income m/m,0.2%,,49
423,234K,USD,2017-11-29 08:30:00,221K,worse,Low,Unemployment Claims,224K,,49
424,-13,GBP,2017-11-29 08:37:00,-11,worse,Low,GfK Consumer Confidence,-10,,49
425,-2.6%,USD,2017-11-29 10:00:00,0.8%,worse,Low,Pending Home Sales m/m,0.7%,better,49
426,-59B,USD,2017-11-29 10:30:00,-76B,,Low,Natural Gas Storage,-134B,,49
427,,USD,2017-11-29 14:00:00,,,High,FOMC Meeting Minutes,,,49
428,1.5%,NZD,2017-11-29 16:45:00,,,Low,Building Consents m/m,-1.3%,,49
429,1.0%,JPY,2017-11-29 18:30:00,1.1%,worse,Low,Tokyo Core CPI y/y,1.0%,,49
430,2.4%,JPY,2017-11-29 18:30:00,2.3%,worse,Low,Unemployment Rate,2.3%,,49
431,2.9%,JPY,2017-11-29 18:50:00,1.3%,better,Low,Prelim Industrial Production m/m,-0.4%,better,49
432,0.4%,AUD,2017-11-29 19:30:00,0.4%,,Low,Private Sector Credit m/m,0.4%,,49
433,50.0,CNY,2017-11-29 19:59:00,50.2,,Medium,Manufacturing PMI,50.2,,49
434,53.4,CNY,2017-11-29 20:00:00,53.8,worse,Medium,Non-Manufacturing PMI,53.9,,49
435,,NZD,2017-11-29 20:00:00,,,High,RBNZ Gov Orr Speaks,,,49
436,42.9,JPY,2017-11-30 00:00:00,43.3,worse,Low,Consumer Confidence,43.0,,49
437,0.3%,JPY,2017-11-30 00:02:00,0.4%,,Low,Housing Starts y/y,-1.5%,,49
438,,All,2017-11-30 00:00:00,,,High,G20 Meetings,,,49
439,0.3%,GBP,2017-11-30 01:59:00,0.1%,better,Low,Nationwide HPI m/m,0.0%,,49
440,1.0%,EUR,2017-11-30 02:00:00,0.4%,better,Low,German Import Prices m/m,0.4%,,49
441,-0.3%,EUR,2017-11-30 02:00:00,0.4%,worse,Low,German Retail Sales m/m,0.1%,,49
442,-0.2%,EUR,2017-11-30 02:45:00,-0.2%,,Low,French Prelim CPI m/m,0.1%,,49
443,99.1,CHF,2017-11-30 03:00:00,99.6,worse,Medium,KOF Economic Barometer,100.2,,49
444,10.6%,EUR,2017-11-30 04:00:00,10.1%,worse,Low,Italian Monthly Unemployment Rate,10.3%,worse,49
445,2.0%,EUR,2017-11-30 05:00:00,2.1%,worse,Medium,CPI Flash Estimate y/y,2.2%,,49
446,1.0%,EUR,2017-11-30 05:00:00,1.1%,worse,Medium,Core CPI Flash Estimate y/y,1.1%,,49
447,-0.1%,EUR,2017-11-30 05:00:00,-0.3%,better,Low,Italian Prelim CPI m/m,0.0%,,49
448,8.1%,EUR,2017-11-30 05:00:00,8.0%,worse,Low,Unemployment Rate,8.1%,,49
449,-0.1%,CAD,2017-11-30 08:30:00,0.1%,worse,High,GDP m/m,0.1%,,49
450,-2.4%,CAD,2017-11-30 08:30:00,-5.2%,better,Medium,RMPI m/m,-1.0%,,49
451,0.2%,CAD,2017-11-30 08:30:00,-0.5%,better,Low,IPPI m/m,0.2%,better,49
452,,USD,2017-11-30 09:00:00,,,Medium,FOMC Member Williams Speaks,,,49
453,66.4,USD,2017-11-30 09:45:00,58.6,better,Medium,Chicago PMI,58.4,,49
454,,All,2017-12-01 00:00:00,,,High,G20 Meetings,,,49
455,,CHF,2017-12-01 04:00:00,,,Medium,SNB Chairman Jordan Speaks,,,49
456,1.4%,NZD,2017-11-18 16:45:00,0.8%,better,Low,PPI Input q/q,1.0%,,48
457,1.5%,NZD,2017-11-18 16:45:00,0.9%,better,Low,PPI Output q/q,0.9%,,48
458,-0.30T,JPY,2017-11-18 18:50:00,-0.48T,better,Low,Trade Balance,-0.14T,better,48
459,-1.7%,GBP,2017-11-18 19:01:00,,,Low,Rightmove HPI m/m,1.0%,,48
460,17.0B,EUR,2017-11-19 04:00:00,24.2B,worse,Low,Current Account,24.3B,better,48
461,,EUR,2017-11-19 00:00:00,,,Low,Eurogroup Meetings,,,48
462,,EUR,2017-11-19 06:00:00,,,Low,German Buba Monthly Report,,,48
463,60,USD,2017-11-19 10:00:00,67,worse,Low,NAHB Housing Market Index,68,,48
464,,USD,2017-11-19 10:45:00,,,Low,FOMC Member Williams Speaks,,,48
465,,AUD,2017-11-19 19:30:00,,,Medium,Monetary Policy Meeting Minutes,,,48
466,0.3%,EUR,2017-11-20 02:00:00,0.3%,,Low,German PPI m/m,0.5%,,48
467,3.75B,CHF,2017-11-20 02:08:00,2.89B,better,Low,Trade Balance,2.23B,worse,48
468,,AUD,2017-11-20 03:20:00,,,Medium,RBA Gov Lowe Speaks,,,48
469,,GBP,2017-11-20 05:00:00,,,High,Inflation Report Hearings,,,48
470,,EUR,2017-11-20 00:00:00,,,Low,ECOFIN Meetings,,,48
471,10,GBP,2017-11-20 06:00:00,-6,better,Low,CBI Industrial Order Expectations,-6,,48
472,1.26M,USD,2017-11-20 08:30:00,1.26M,,Medium,Building Permits,1.27M,better,48
473,1.23M,USD,2017-11-20 08:30:00,1.23M,,Medium,Housing Starts,1.21M,,48
474,-3.5%,NZD,2017-11-20 09:34:00,,,Low,GDT Price Index,-2.0%,,48
475,,EUR,2017-11-20 10:00:00,,,Medium,German Buba President Weidmann Speaks,,,48
476,,CAD,2017-11-20 12:45:00,,,Medium,Gov Council Member Wilkins Speaks,,,48
477,,CAD,2017-11-20 17:00:00,,,Medium,Gov Council Member Lane Speaks,,,48
478,0.1%,AUD,2017-11-20 18:30:00,,,Low,MI Leading Index m/m,0.0%,better,48
479,6.3%,NZD,2017-11-20 21:00:00,,,Low,Credit Card Spending y/y,7.8%,,48
480,-0.9%,JPY,2017-11-20 23:30:00,-0.8%,,Low,All Industries Activity m/m,0.4%,,48
481,8.0B,GBP,2017-11-21 04:30:00,5.6B,worse,Medium,Public Sector Net Borrowing,2.0B,better,48
482,-0.5%,CAD,2017-11-21 08:30:00,0.1%,worse,Low,Wholesale Sales m/m,-0.1%,,48
483,0.1%,USD,2017-11-21 08:30:00,0.4%,worse,High,Core Durable Goods Orders m/m,0.0%,,48
484,-4.4%,USD,2017-11-21 08:30:00,-2.2%,worse,Medium,Durable Goods Orders m/m,0.7%,,48
485,224K,USD,2017-11-21 08:30:00,215K,worse,Low,Unemployment Claims,221K,worse,48
486,97.5,USD,2017-11-21 10:00:00,98.4,worse,Medium,Revised UoM Consumer Sentiment,98.3,,48
487,0.1%,USD,2017-11-21 10:00:00,0.2%,worse,Low,CB Leading Index m/m,0.6%,better,48
488,5.22M,USD,2017-11-21 10:00:00,5.20M,,Low,Existing Home Sales,5.15M,,48
489,2.8%,USD,2017-11-21 10:00:00,,,Low,Revised UoM Inflation Expectations,2.8%,,48
490,4.9M,USD,2017-11-21 10:30:00,2.5M,,Medium,Crude Oil Inventories,10.3M,,48
491,-134B,USD,2017-11-21 12:00:00,-105B,,Low,Natural Gas Storage,39B,,48
492,4.0%,NZD,2017-11-21 16:45:00,,,Low,Visitor Arrivals m/m,-1.7%,better,48
493,1.0%,JPY,2017-11-21 18:30:00,1.0%,,Low,National Core CPI y/y,1.0%,,48
494,1.61|1.6,EUR,2017-11-22 04:49:00,,,Low,Spanish 10-y Bond Auction,1.64|2.1,,48
495,,EUR,2017-11-22 07:30:00,,,Low,ECB Monetary Policy Meeting Accounts,,,48
496,,GBP,2017-11-22 07:39:00,,,High,Prime Minister May Speaks,,,48
497,,USD,2017-11-22 00:00:00,,,Non-Economic,Bank Holiday,,,48
498,3.9%,CAD,2017-11-22 08:30:00,,,Low,Corporate Profits q/q,1.0%,,48
499,,CAD,2017-11-22 09:45:00,,,Low,Gov Council Member Wilkins Speaks,,,48
500,-4,EUR,2017-11-22 09:57:00,-3,worse,Low,Consumer Confidence,-3,,48
501,,CAD,2017-11-22 10:30:00,,,Low,BOC Financial System Review,,,48
502,,GBP,2017-11-22 15:55:00,,,Medium,MPC Member Saunders Speaks,,,48
503,,JPY,2017-11-22 00:00:00,,,Non-Economic,Bank Holiday,,,48
504,-0.2%,EUR,2017-11-23 02:00:00,-0.2%,,Low,German Final GDP q/q,-0.2%,,48
505,50.7,EUR,2017-11-23 03:15:00,51.3,worse,Medium,French Flash Manufacturing PMI,51.2,,48
506,55.0,EUR,2017-11-23 03:15:00,54.9,,Medium,French Flash Services PMI,55.3,,48
507,51.6,EUR,2017-11-23 03:30:00,52.3,worse,Medium,German Flash Manufacturing PMI,52.2,,48
508,53.3,EUR,2017-11-23 03:30:00,54.6,worse,Medium,German Flash Services PMI,54.7,better,48
509,51.5,EUR,2017-11-23 04:00:00,52.0,worse,Medium,Flash Manufacturing PMI,52.0,,48
510,53.1,EUR,2017-11-23 04:00:00,53.6,worse,Medium,Flash Services PMI,53.7,better,48
511,0.3%,CAD,2017-11-23 08:30:00,0.1%,better,High,CPI m/m,-0.4%,,48
512,0.1%,CAD,2017-11-23 08:30:00,0.3%,worse,High,Core Retail Sales m/m,-0.4%,,48
513,1.9%,CAD,2017-11-23 08:30:00,1.9%,,Medium,Common CPI y/y,1.9%,,48
514,2.0%,CAD,2017-11-23 08:30:00,2.0%,,Medium,Median CPI y/y,1.9%,worse,48
515,0.2%,CAD,2017-11-23 08:30:00,0.1%,better,Medium,Retail Sales m/m,-0.1%,,48
516,2.1%,CAD,2017-11-23 08:30:00,2.1%,,Medium,Trimmed CPI y/y,2.0%,worse,48
517,0.4%,CAD,2017-11-23 08:30:00,,,Low,Core CPI m/m,0.0%,,48
518,0.4,EUR,2017-11-23 08:59:00,-1.8,better,Low,Belgian NBB Business Climate,-1.1,,48
519,55.4,USD,2017-11-23 09:45:00,55.8,worse,Low,Flash Manufacturing PMI,55.7,,48
520,54.4,USD,2017-11-23 09:45:00,55.0,worse,Low,Flash Services PMI,54.8,,48
521,2.9%,JPY,2017-11-11 18:50:00,2.8%,,Low,PPI y/y,3.0%,,47
522,-1.1%,JPY,2017-11-12 00:59:00,,,Low,Prelim Machine Tool Orders y/y,2.9%,,47
523,-0.2%,EUR,2017-11-12 04:00:00,-0.5%,better,Low,Italian Industrial Production m/m,1.7%,,47
524,,CAD,2017-11-12 00:00:00,,,Non-Economic,Bank Holiday,,,47
525,,USD,2017-11-12 00:00:00,,,Non-Economic,Bank Holiday,,,47
526,,USD,2017-11-12 14:30:00,,,Medium,FOMC Member Daly Speaks,,,47
527,-0.6%,NZD,2017-11-12 16:45:00,,,Low,FPI m/m,-0.1%,,47
528,4,AUD,2017-11-12 19:30:00,,,Medium,NAB Business Confidence,6,,47
529,0.87|4.0,JPY,2017-11-12 22:35:00,,,Low,30-y Bond Auction,0.90|3.9,,47
530,0.2%,EUR,2017-11-13 02:00:00,0.2%,,Low,German Final CPI m/m,0.2%,,47
531,0.2%,EUR,2017-11-13 02:45:00,0.3%,worse,Low,French Prelim Private Payrolls q/q,0.1%,worse,47
532,0.2%,CHF,2017-11-13 03:15:00,0.1%,better,Low,PPI m/m,-0.2%,,47
533,8.0%,CNY,2017-11-13 03:45:00,8.3%,worse,Low,M2 Money Supply y/y,8.3%,,47
534,697B,CNY,2017-11-13 03:45:00,915B,worse,Low,New Loans,1380B,,47
535,3.0%,GBP,2017-11-13 04:30:00,3.0%,,High,Average Earnings Index 3m/y,2.8%,better,47
536,4.1%,GBP,2017-11-13 04:30:00,4.0%,worse,Medium,Unemployment Rate,4.0%,,47
537,20.2K,GBP,2017-11-13 04:30:00,4.3K,worse,Low,Claimant Count Change,23.2K,worse,47
538,-24.1,EUR,2017-11-13 05:00:00,-24.2,,Medium,German ZEW Economic Sentiment,-24.7,,47
539,-22.0,EUR,2017-11-13 05:00:00,-17.3,worse,Low,ZEW Economic Sentiment,-19.4,,47
540,107.4,USD,2017-11-13 05:14:00,108.0,,Low,NFIB Small Business Index,107.9,,47
541,,USD,2017-11-13 10:00:00,,,Medium,FOMC Member Brainard Speaks,,,47
542,-100.5B,USD,2017-11-13 14:00:00,-116.6B,better,Low,Federal Budget Balance,119.1B,,47
543,,USD,2017-11-13 14:00:00,,,Low,Loan Officer Survey,,,47
544,2.8%,AUD,2017-11-13 18:30:00,,,Medium,Westpac Consumer Sentiment,1.0%,,47
545,-0.3%,JPY,2017-11-13 18:50:00,-0.3%,,Medium,Prelim GDP q/q,0.7%,better,47
546,-0.3%,JPY,2017-11-13 18:50:00,-0.1%,worse,Low,Prelim GDP Price Index y/y,0.0%,worse,47
547,0.6%,AUD,2017-11-13 19:30:00,0.6%,,High,Wage Price Index q/q,0.5%,worse,47
548,5.7%,CNY,2017-11-13 21:00:00,5.5%,,Medium,Fixed Asset Investment ytd/y,5.4%,,47
549,5.9%,CNY,2017-11-13 21:00:00,5.8%,,Medium,Industrial Production y/y,5.8%,,47
550,8.6%,CNY,2017-11-13 21:00:00,9.2%,worse,Low,Retail Sales y/y,9.2%,,47
551,4.9%,CNY,2017-11-13 21:00:00,,,Low,Unemployment Rate,4.9%,,47
552,-1.1%,JPY,2017-11-13 23:30:00,-0.4%,worse,Low,Tertiary Industry Activity m/m,0.4%,,47
553,-0.4%,JPY,2017-11-13 23:32:00,-1.1%,better,Low,Revised Industrial Production m/m,-1.1%,,47
554,-0.2%,EUR,2017-11-14 02:00:00,-0.1%,worse,High,German Prelim GDP q/q,0.5%,,47
555,0.1%,EUR,2017-11-14 02:45:00,0.1%,,Low,French Final CPI m/m,0.1%,,47
556,2.4%,GBP,2017-11-14 04:30:00,2.5%,worse,High,CPI y/y,2.4%,,47
557,0.8%,GBP,2017-11-14 04:30:00,0.6%,better,Medium,PPI Input m/m,1.4%,,47
558,3.3%,GBP,2017-11-14 04:30:00,3.4%,worse,Medium,RPI y/y,3.3%,,47
559,1.9%,GBP,2017-11-14 04:30:00,1.9%,,Low,Core CPI y/y,1.9%,,47
560,3.5%,GBP,2017-11-14 04:30:00,3.3%,better,Low,HPI y/y,3.1%,,47
